t_s,low_state_age_s,tick_dt_s,tilt_deg,roll,pitch,gx,gy,gz,walking,gait_freq,gait_process,pub_hz,goal_x,goal_y,heading_err,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11
16.112,0.0050075,0.025313,1.8218,0.0041487,0.031524,0.084812,-0.32514,-0.34662,0,0,0,184.69,0,0,0,-0.14324,-0.003624,-0.0017166,0.3191,-0.16027,-0.0027401,-0.15583,0.014305,-0.017739,0.33246,-0.066445,-0.021363,0.54522,0.036905,-0.025897,-0.21444,0.24253,-0.27355,0.44512,0.13093,-0.17137,-0.48836,0.040085,-0.041015,4.1192,2.2265,-0.35656,0.61077,5.6872,0.9367,1.1869,-1.4447,-0.56359,0.31993,5.772,-1.3649,0.089532,-0.013368,0.0071008,-0.12692,0.14277,0.040994,0.083152,-0.030279,-0.039122,-0.16725,0.34433,-0.028114
16.142,0.0047979,0.030396,0.75418,0.0059181,0.011758,0.064023,-0.61942,-0.32078,0,0,0,184.76,0,0,0,-0.12303,-0.00095369,-0.00057221,0.30461,-0.15711,-0.005068,-0.14057,0.018883,-0.01812,0.31796,-0.059805,-0.020446,0.68476,0.11009,0.04887,-0.60882,0.08075,0.09347,0.62987,0.16208,0.026645,-0.51999,0.29266,0.10147,2.4436,0.42491,0.14952,0.61077,4.6702,1.6322,-0.069817,-2.8388,-0.6556,0.029084,7.7978,-0.85072,0.10768,-0.017826,0.007705,-0.18233,0.089066,0.041108,0.059523,-0.027622,-0.038256,-0.23888,0.22699,-0.019334
16.167,0.0048729,0.024145,0.33455,0.0058312,-0.00030324,5.5923e-05,-0.62126,-0.14996,0,0,0,184.87,0,0,0,-0.11158,0.0024796,0.00019074,0.29164,-0.15291,0.0024071,-0.12684,0.021553,-0.018883,0.30423,-0.048121,-0.02694,0.25533,0.13257,0.048697,-0.41931,0.17871,0.24187,0.53847,0.069304,-0.027938,-0.44518,0.51617,-0.37267,0.34908,-0.76484,0.28755,1.3088,4.4336,1.7721,0.20945,-3.4615,-0.88564,0.72711,8.4606,-0.84795,0.11829,-0.0059508,-0.0071032,-0.23452,0.032729,0.033052,0.042669,-0.011058,-0.041706,-0.27948,0.13925,-0.032624
16.195,0.0052306,0.028496,0.58939,0.0039295,-0.0095068,-0.059152,-0.2706,0.040624,0,0,0,184.89,0,0,0,-0.11044,0.0028611,0.0028611,0.29126,-0.14966,0.010734,-0.12379,0.022316,-0.019265,0.29202,-0.028347,-0.020713,-0.060368,-0.070302,0.13785,0.066869,0.10226,0.32923,0.014046,0.024389,-0.01894,-0.46066,0.73913,0.38001,0.34908,-1.3767,0.6096,1.0761,2.8362,1.5234,0.48872,-4.304,-0.95465,-0.95978,8.0605,0.3362,0.12409,0.010976,-0.016899,-0.24359,0.02841,0.023653,0.05001,0.01144,-0.043711,-0.26712,0.14148,-0.049083
16.221,0.0011384,0.026182,0.6449,0.0036676,-0.010641,-0.014577,-0.067791,0.1813,0,0,0,184.85,0,0,0,-0.11997,-0.0024796,0.0078202,0.28706,-0.14578,0.021074,-0.12379,0.022698,-0.023842,0.27218,-0.018467,-0.021472,-0.36983,-0.23495,0.19324,-0.20433,0.11164,0.25372,-0.0010472,-0.024318,-0.17768,-0.79689,0.19145,-0.081649,1.8851,-0.35692,-0.35656,-0.84344,1.7476,1.3213,1.1869,-4.4139,-0.93165,-1.9486,5.6679,-0.70183,0.11643,0.01304,-0.0174,-0.26058,-0.00010246,0.021847,0.050513,0.02055,-0.042941,-0.27707,0.14868,-0.045178
16.251,0.0049242,0.029987,0.55523,0.0051033,-0.008238,0.047297,0.081126,0.19378,0,0,0,184.93,0,0,0,-0.12036,-0.0062943,0.010872,0.27104,-0.15093,0.022328,-0.12379,0.021172,-0.027657,0.24243,-0.026655,-0.01867,0.0382,-0.084927,0.042418,-0.89229,-0.3156,0.16117,0.052531,-0.032458,-0.19553,-1.3429,-0.40726,0.1163,3.0021,-1.3767,-0.057509,-1.5996,0.77272,0.9397,-0.20945,-4.4505,-0.40256,-3.833,2.045,-0.15969,0.12172,-0.0066849,-0.0057506,-0.24219,0.019362,0.037537,0.062945,0.0077412,-0.039573,-0.2984,0.15313,-0.029967
16.273,0.0010695,0.021597,0.34012,0.0054015,-0.002462,0.040526,0.17964,0.0099177,0,0,0,184.93,0,0,0,-0.11654,-0.0040055,0.0074388,0.23213,-0.17298,0.027545,-0.12379,0.023461,-0.035286,0.20771,-0.038372,-0.022269,0.22953,0.036689,-0.16709,-1.7971,-0.98505,0.1021,-0.026636,-0.023852,-0.22612,-1.4575,-0.48885,-0.19014,2.304,-0.4589,-0.24154,-0.72711,-0.64782,0.80874,-2.5832,-3.0586,-0.37956,-3.9033,-0.12915,-0.32102,0.12998,-0.017352,-0.0061224,-0.26466,0.010256,0.03962,0.057729,0.004827,-0.049635,-0.33448,0.10034,-0.027509
16.302,0.0050318,0.029657,0.43186,0.0027718,0.0070093,-0.1062,0.36719,-0.14768,0,0,0,185.04,0,0,0,-0.10815,-0.0066758,0.0013352,0.18025,-0.17844,0.0013491,-0.12417,0.019646,-0.034524,0.17147,-0.040432,-0.027075,0.36134,-0.039975,-0.2951,-1.5422,0.070385,-0.78755,-0.05085,-0.099603,-0.0032982,-1.0561,0.094371,-0.11137,1.6058,1.1727,-0.14952,0.26176,-1.9155,0.84971,-1.4662,-1.0028,-1.0467,-1.5415,-2.63,-0.70372,0.14791,0.0069286,-0.022285,-0.29379,0.1058,0.014529,0.074349,0.044645,-0.064437,-0.27607,0.19331,-0.070684
16.328,0.0010193,0.025447,0.76976,0.0041847,0.012766,0.056531,0.21457,-0.4295,0,0,0,185.12,0,0,0,-0.10357,-0.010491,-0.0032425,0.15011,-0.17477,0.0068007,-0.12684,0.019646,-0.034905,0.15011,-0.040588,-0.030183,0.10563,-0.20053,0.0097927,-0.97407,0.15949,0.32133,-0.085383,0.03242,0.005861,-0.75532,-0.02542,-0.018241,2.304,2.8022,-0.95465,0.26176,-3.9807,0.72525,-2.1643,-0.9348,-0.74762,-1.4833,-2.4375,-0.52925,0.13744,-0.013792,-0.0097363,-0.32507,0.063712,0.033321,0.076114,0.019723,-0.055748,-0.30717,0.18855,-0.05153
16.358,0.001076,0.029745,0.83936,0.0052345,0.013682,0.052978,0.058987,-0.4953,0,0,0,185.2,0,0,0,-0.10128,-0.016594,-0.00057221,0.14134,-0.1734,0.016284,-0.12722,0.019646,-0.034524,0.13714,-0.040095,-0.029368,0.034179,-0.26836,0.08626,-0.14885,-0.019555,0.37224,-0.024634,-0.030202,-0.00091275,-0.48036,0.034746,0.07599,2.304,1.8866,-0.21853,-0.14542,-3.1793,0.88806,-1.0473,-0.18696,-0.74762,-2.065,-2.9086,-0.19872,0.13357,-0.01151,-0.015316,-0.32333,0.095106,0.037204,0.075224,0.023142,-0.061505,-0.30694,0.2041,-0.060444
