pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.2673,4.5150,0.0269,straight,1.4140,5.1600,0.2671,-0.2643,0.0400,0.7200,0.2390,0.0000
1.3101,9.2677,0.3129,path,2.6104,5.1800,0.0137,-1.1796,0.5699,0.5628,0.3593,0.6847
1.1346,2.5142,0.5003,path,2.2676,5.1800,0.0088,-1.1337,0.0457,0.5089,0.2572,0.4382
0.2589,4.0156,0.0516,straight,1.3221,5.1800,0.2589,-0.2542,0.0489,0.6772,0.2217,0.0000
0.2491,3.8012,0.0278,lateral,1.2319,5.2000,0.2491,-0.2459,0.0399,0.7522,0.2098,0.0000
0.7692,14.5386,0.3195,path,1.6997,5.2600,0.0077,-0.7358,0.2243,0.3974,0.2146,0.3836
1.3881,14.8494,0.2773,path,2.1026,5.2600,0.0082,-1.3880,0.0200,0.5331,0.2261,0.4093
0.0843,0.2028,0.0242,stand,0.0000,5.2600,0.0000,nan,nan,0.3365,0.0453,0.0000
1.2001,21.9213,0.4030,path,2.5344,5.3000,0.0098,-1.1921,0.1385,0.4658,0.2841,0.4899
0.3000,8.6199,0.1404,combined,1.2866,5.3000,0.3000,-0.2988,0.0270,0.4160,0.2084,0.0000
1.3866,1.7161,0.2470,path,2.7758,5.3200,0.0448,-1.2595,0.5799,0.7277,0.3376,0.7076
0.7328,18.1988,0.1331,path,1.1678,5.3200,0.0093,-0.5789,0.4493,0.3336,0.1931,0.4681
0.2095,6.3543,0.0953,path,0.5586,5.3400,0.0069,0.0456,0.2044,0.4556,0.1595,0.3468
0.1591,11.9811,0.0265,combined,1.1989,5.3400,0.1590,-0.1561,0.0306,0.6616,0.2008,0.0000
0.0496,4.2445,0.0476,turn,0.0000,5.3400,0.0000,nan,nan,0.2379,0.0600,0.0000
1.0019,13.2588,0.3858,path,2.1109,5.3600,0.0080,-0.9913,0.1453,0.4123,0.2491,0.4021
1.7899,11.6121,0.6138,path,3.8842,5.3800,0.0149,-1.7705,0.2626,0.6555,0.4184,0.7424
0.6563,22.0867,0.3244,path,1.8177,5.4000,0.0068,-0.6524,0.0714,0.5054,0.2684,0.3417
0.8941,8.1590,0.3406,path,1.3739,4.3800,0.0106,-0.8018,0.3955,0.4998,0.3001,0.5295
1.2479,30.1915,0.4941,path,2.6406,5.4000,0.0108,-1.2150,0.2848,0.5980,0.3407,0.5410
0.1261,0.5277,0.0092,turn,0.0000,5.4200,0.0000,nan,nan,0.2547,0.0684,0.0000
1.6321,23.2957,0.8575,path,3.8144,5.4200,0.0169,-1.6007,0.3185,0.8676,0.4494,0.7686
0.0736,4.9589,0.0670,turn,0.0000,5.4200,0.0000,nan,nan,0.2686,0.0611,0.0000
1.0966,22.2570,0.1985,path,2.4880,5.4200,0.0113,-1.0114,0.4238,0.5264,0.3094,0.5632
0.4961,6.1187,0.3445,path,1.6994,5.4200,0.0066,-0.4878,0.0904,0.5623,0.2385,0.3319
1.3223,3.7129,0.5091,path,3.2812,5.4400,0.0129,-1.3214,0.0463,0.6765,0.3895,0.6429
0.1474,3.9449,0.0589,lateral,0.0967,5.5000,0.0967,-0.1430,0.0354,0.2750,0.0669,0.0000
1.2216,24.2580,0.4026,path,3.1311,5.5200,0.0125,-1.0501,0.6241,0.8707,0.4691,0.6276
0.0650,5.4385,0.0819,turn,0.0000,5.5400,0.0000,nan,nan,0.7456,0.1101,0.0000
