pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.5039,4.8400,0.1288,lateral,1.2319,5.2000,0.5039,-0.0619,0.5001,0.8394,0.2958,0.0000
0.5440,6.5284,0.0204,straight,0.3130,5.2000,0.2872,-0.5440,0.0022,0.4779,0.1460,0.0000
1.8453,28.2961,0.5108,path,2.8745,5.2600,0.8244,1.5874,0.9408,2.2757,1.2444,0.3836
1.6759,13.5404,1.5345,path,7.8031,5.2600,1.6759,-1.5997,0.4996,1.8052,1.3469,0.4093
0.0342,3.4671,0.0112,stand,0.0000,5.2600,0.0000,nan,nan,0.3386,0.0356,0.0000
0.5227,5.0094,0.1445,combined,1.2532,5.2800,0.5172,-0.5063,0.1299,0.6102,0.1919,0.0000
2.0072,22.0424,1.6794,path,6.6558,5.3000,1.9443,-1.2074,1.6035,2.0050,1.5742,0.4899
0.5693,2.4338,0.0373,combined,1.2866,5.3000,0.5523,-0.2557,0.5086,0.7461,0.2397,0.0000
2.0729,131.4550,1.5189,path,3.2547,5.3200,0.2697,1.8775,0.8786,1.8208,1.1542,0.7076
0.7215,2.4044,1.4339,path,1.7031,5.3200,0.3989,0.2541,0.6752,1.6224,0.9713,0.4681
1.2044,0.2159,1.5606,path,8.1761,5.3400,0.5170,-1.1973,0.1311,2.0499,1.4546,0.3468
0.5857,2.5676,0.0406,combined,1.1989,5.3400,0.5823,0.0881,0.5791,0.7212,0.3150,0.0000
0.5330,4.1610,0.0972,turn,0.0000,5.3400,0.0000,nan,nan,0.5274,0.1838,0.0000
2.3534,21.1125,1.4098,path,3.9517,5.3600,1.9160,-0.7813,2.2199,1.9750,1.5360,0.4021
0.5219,3.6098,0.0930,straight,1.4164,5.3400,0.5171,-0.5215,0.0196,0.7168,0.2126,0.0000
2.0453,10.1253,1.1718,path,4.7829,5.4000,1.4017,-1.0119,1.7775,1.8831,1.3399,0.3417
1.5358,23.7972,1.2544,path,3.4599,5.4000,1.3511,-1.5165,0.2430,1.5957,1.1338,0.5410
0.4917,3.9745,0.0793,turn,0.0000,5.4200,0.0000,nan,nan,0.7720,0.2177,0.0000
3.0670,57.2167,0.7843,path,3.3100,5.4200,0.8890,-1.2540,2.7989,1.8793,0.9916,0.7686
0.4356,0.7375,0.1621,turn,0.0000,5.4200,0.0000,nan,nan,0.5828,0.1944,0.0000
0.9520,26.0264,0.5242,path,3.2229,5.4200,0.6722,0.5634,0.7674,1.7752,1.0803,0.5632
2.8647,9.9322,1.2263,path,4.6071,5.4200,1.6366,-2.8646,0.0246,1.5814,1.1580,0.3319
2.3524,6.2813,1.1610,path,3.9195,5.4400,1.8995,-1.1756,2.0375,1.7080,1.1248,0.6429
0.6036,3.0363,0.1258,lateral,0.0967,5.5000,0.0928,-0.0159,0.6033,0.6442,0.1915,0.0000
1.9613,15.8872,1.5389,path,4.3457,5.5200,1.7921,-1.9610,0.0314,1.8756,1.3896,0.6276
0.4848,6.4195,0.1153,turn,0.0000,5.5400,0.0000,nan,nan,0.8281,0.1780,0.0000
1.5195,147.9897,0.5994,path,2.2837,5.5600,0.3108,-1.5167,0.0935,1.4103,0.3924,0.7432
0.5027,4.4106,0.0990,combined,1.0119,5.5800,0.4916,0.0448,0.5007,0.9108,0.2777,0.0000
2.3158,13.0308,1.4383,path,4.1867,5.6000,1.3991,-1.8518,1.3906,1.6369,1.1911,0.4863
1.3535,19.0114,1.6064,path,2.2674,5.6000,0.8084,-1.1838,0.6561,1.6159,0.9454,0.6273
0.0662,5.0933,0.0308,stand,0.0000,5.6000,0.0000,nan,nan,0.2064,0.0431,0.0000
1.8469,11.3704,0.8578,path,5.1486,5.6200,1.0190,-1.8088,0.3730,2.1049,0.9655,0.3235
0.5906,3.3644,0.0603,straight,1.9159,5.6200,0.0413,0.5894,0.0383,2.0033,0.6393,0.0000
0.5032,3.3187,0.1233,lateral,0.6379,5.6400,0.4981,-0.0180,0.5029,0.9205,0.2330,0.0000
0.4772,0.1083,0.1269,lateral,0.5826,5.6400,0.4293,-0.0187,0.4768,0.5274,0.1960,0.0000
1.8383,13.7184,1.9294,path,7.5205,5.6600,1.1053,-1.4443,1.1373,2.1320,1.6271,0.6489
1.9926,8.8342,1.1354,path,2.0262,5.6600,0.3307,1.6863,1.0616,1.7592,1.1007,0.5976
0.5535,4.8229,0.0515,combined,1.0239,5.6800,0.3284,0.5035,0.2298,1.5106,0.4207,0.0000
0.5534,4.6354,0.0618,straight,0.2353,5.7000,0.0276,0.5444,0.0991,1.2777,0.2833,0.0000
0.5520,0.7044,0.0312,lateral,1.2889,5.7400,0.5506,-0.0292,0.5512,0.8095,0.2637,0.0000
0.4489,4.4692,0.1715,lateral,0.1214,5.4200,0.0805,0.0385,0.4472,0.6852,0.2041,0.3146
0.5146,1.2816,0.0318,lateral,0.6155,5.7600,0.4432,0.0771,0.5088,0.9600,0.2530,0.0000
1.3175,12.5055,1.8507,path,4.0271,5.7600,0.5605,0.7491,1.0838,2.1024,1.3693,0.5317
0.9909,5.8806,1.4086,path,1.7690,5.7600,0.5494,-0.9807,0.1421,1.3943,1.0680,0.3312
1.6268,9.5627,1.2101,path,5.5185,5.7800,1.2991,-0.5471,1.5320,2.2915,1.4759,0.5029
0.7440,5.7545,0.8842,path,2.0615,5.7800,0.3690,-0.2464,0.7020,1.7464,1.1767,0.6958
1.9103,30.1577,0.8715,path,1.9841,5.8000,0.9918,-1.8504,0.4747,1.2077,0.6222,0.3462
0.4651,5.1377,0.1399,straight,0.0433,5.8000,0.0181,0.4620,0.0536,0.8164,0.2065,0.0000
0.6298,2.7379,0.0301,straight,0.4049,5.8200,0.0199,0.6297,0.0063,0.7585,0.2884,0.0000
0.0292,2.8895,0.0155,stand,0.0000,5.8400,0.0000,nan,nan,0.3635,0.0350,0.0000
1.7468,1.8754,1.7148,path,3.8669,5.8600,1.1293,-0.6163,1.6345,2.1308,1.2922,0.8051
0.0331,5.0765,0.0244,stand,0.0000,5.8800,0.0000,nan,nan,0.2783,0.0386,0.0000
2.7115,10.7272,1.3606,path,2.3942,5.8800,1.3116,-2.1375,1.6684,1.6218,0.8267,0.4428
1.0454,0.1517,0.5190,path,0.7656,5.9000,0.6605,-1.0449,0.0319,1.6304,0.8392,0.3758
0.8623,4.8361,1.3522,path,4.3108,5.9000,0.5459,0.3030,0.8073,1.8579,1.1343,0.6978
1.8067,16.3266,1.6124,path,3.5121,5.9200,1.2935,-1.6726,0.6830,1.9859,1.2502,0.7510
0.4360,5.5210,0.0292,combined,1.5659,5.9600,0.4266,-0.4025,0.1677,1.0882,0.2546,0.0000
1.0901,14.4907,0.8714,path,2.0808,5.9800,0.9471,-1.0307,0.3548,1.6238,0.6950,0.5049
0.6366,50.3444,0.2195,path,0.5544,6.0000,0.4636,0.3580,0.5265,1.4171,0.5628,0.7568
0.5193,4.2676,0.0599,combined,1.1140,6.0000,0.0110,0.5193,0.0008,1.4343,0.4172,0.0000
0.5688,1.6488,0.0129,turn,0.0000,6.0200,0.0000,nan,nan,0.6598,0.2030,0.0000
0.4681,1.4067,0.1859,turn,0.0000,6.0400,0.0000,nan,nan,0.6813,0.1758,0.0000
1.2230,4.1439,1.3377,path,3.9936,6.0600,0.4949,-0.7760,0.9454,1.5386,0.9909,0.6017
1.4903,6.7622,0.7243,path,3.6386,6.0600,1.4903,-1.3978,0.5169,2.5553,1.0941,0.3167
1.8108,26.5873,1.2790,path,7.1432,6.0800,1.0646,-0.8965,1.5733,2.3069,1.5335,0.4004
0.6268,0.9616,0.1100,lateral,1.2170,6.0800,0.6053,-0.0406,0.6255,0.7417,0.2420,0.0000
1.4074,104.5927,0.2528,path,1.5597,6.0800,0.9443,-1.1217,0.8500,1.1796,0.6625,0.4617
0.4591,4.9591,0.1883,straight,0.2974,6.1000,0.0068,0.4523,0.0784,0.9099,0.2498,0.0000
0.5251,3.3769,0.1432,straight,0.4270,6.1200,0.0269,0.5247,0.0202,1.2093,0.2935,0.0000
0.6008,2.3935,0.0761,straight,1.3435,6.1200,0.0231,0.6006,0.0123,1.9026,0.4484,0.0000
0.2380,174.1741,0.5412,path,1.5692,6.1200,0.2380,0.0489,0.2330,1.1643,0.5992,0.7981
0.5510,2.1837,0.0526,lateral,0.1494,6.1400,0.1494,0.0103,0.5509,0.5641,0.1790,0.0000
0.5969,3.4767,0.0972,turn,0.0000,6.1600,0.0000,nan,nan,0.6900,0.2095,0.0000
2.1972,20.0861,1.6399,path,2.9856,6.2000,1.1608,-0.0916,2.1953,2.1207,1.1825,0.5856
2.6528,5.6779,1.5393,path,0.5634,6.2200,0.8522,-0.6041,2.5831,2.0111,1.0092,0.5573
1.1008,0.8490,1.0160,path,6.1193,6.2200,0.7096,-0.7824,0.7743,1.8805,1.2438,0.3703
2.5487,10.0399,1.0043,path,4.4375,6.2200,1.5857,-2.5461,0.1146,1.4915,1.1110,0.5425
0.4265,150.8807,0.1890,path,1.1926,6.2400,0.1464,0.4195,0.0770,0.7228,0.3527,0.4134
0.5059,2.5588,0.0340,lateral,0.7599,6.2600,0.5029,0.0323,0.5048,0.6842,0.2088,0.0000
