pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.4406,4.7044,0.0892,turn,0.0000,5.6600,0.0000,nan,nan,0.4236,0.1480,1.4168
0.4788,3.1662,0.0649,lateral,0.7597,5.6600,0.4788,-0.0131,0.4786,0.6735,0.2201,1.2073
0.4793,3.7437,0.1325,combined,1.5073,5.6600,0.4762,0.2871,0.3838,1.0202,0.3744,1.1708
0.5770,3.5584,0.0644,straight,1.7701,5.6800,0.5692,-0.5758,0.0365,1.0809,0.2557,1.5744
0.5553,4.0979,0.1117,turn,0.0000,5.6800,0.0000,nan,nan,0.7008,0.1951,1.2468
1.9405,7.3893,1.5616,path,7.3995,5.7000,1.0519,-1.3541,1.3900,2.0601,1.6789,0.5208
0.6475,1.7792,0.0857,combined,1.1470,5.7200,0.5929,-0.6344,0.1297,0.6452,0.1625,1.2824
2.0353,48.1538,1.0277,path,0.4770,5.7400,1.2274,0.1219,2.0317,1.9001,1.2088,1.2795
0.5857,2.6140,0.1853,combined,1.7688,5.7600,0.5735,-0.3425,0.4751,0.7411,0.2606,1.4721
1.6281,12.4296,1.8274,path,1.4859,5.8000,0.0000,1.5953,0.3254,1.9268,1.2011,0.7597
2.5167,16.9401,2.2080,path,9.3771,5.8200,0.1710,-1.5955,1.9464,2.4649,1.7979,1.1894
0.5361,0.6725,0.1334,turn,0.0000,5.8200,0.0000,nan,nan,1.1007,0.2459,1.0339
0.5304,6.7381,0.0444,straight,1.0253,5.8600,0.0352,0.5220,0.0937,1.6306,0.4554,1.0004
0.5078,2.9417,0.0889,turn,0.0000,5.8800,0.0000,nan,nan,0.7586,0.1704,0.0000
3.4173,68.8463,0.2590,path,1.7137,5.8800,0.0000,2.8064,1.9499,2.0736,1.3370,0.8588
0.4746,5.8532,0.1000,combined,0.8877,5.9000,0.4737,-0.2076,0.4268,0.5137,0.1937,0.5268
2.4216,0.6943,1.0017,path,3.4846,5.9200,0.0000,-2.3829,0.4309,1.4167,0.8335,1.4942
0.5614,4.6835,0.0201,lateral,0.0481,5.9200,0.0439,0.0518,0.5590,0.4231,0.1606,1.2776
0.5312,1.4990,0.0351,combined,1.2578,5.9400,0.5312,0.0136,0.5310,0.8256,0.2844,1.0433
0.5467,4.5606,0.1082,combined,1.1819,5.9400,0.5434,-0.0759,0.5414,0.7226,0.2737,0.7234
0.4793,0.1703,0.1813,lateral,1.2995,5.0400,0.4785,-0.1718,0.4475,0.5941,0.2619,1.0820
1.8698,142.2345,0.5639,path,2.1628,5.9600,1.3420,1.5883,0.9866,1.9693,1.1029,0.8294
1.2692,5.7070,1.6150,path,7.3686,6.0000,0.8375,-0.9158,0.8787,1.7960,1.5164,0.4207
1.4977,12.0553,0.4408,path,1.6598,6.0000,0.3982,-1.4250,0.4609,0.9553,0.5135,1.3953
1.5368,11.2745,0.5924,path,2.0216,6.0200,0.0000,-1.5068,0.3019,1.8053,0.8938,1.5072
0.5495,3.1948,0.0297,lateral,1.0011,6.0200,0.5477,-0.0256,0.5489,0.9383,0.2698,1.0683
0.9555,5.4111,0.4672,path,0.4376,6.0800,0.4782,0.1744,0.9394,1.4174,0.7509,0.7304
0.5653,4.8321,0.0404,straight,1.0643,6.0800,0.5395,-0.5508,0.1273,0.6225,0.1460,1.1919
1.8425,100.6490,0.9273,path,3.8486,6.1000,0.5573,-1.8289,0.2235,1.5898,0.9128,0.9795
0.6245,0.6837,0.0658,straight,1.8659,6.1200,0.6007,-0.6245,0.0041,0.9056,0.2515,0.4670
0.8716,9.1347,1.4063,path,6.2600,6.1400,0.2832,-0.5428,0.6819,1.8630,1.4251,0.7406
0.5477,4.6964,0.1316,straight,0.9327,6.1400,0.0525,0.5473,0.0203,1.5228,0.3860,0.6936
0.5418,4.5018,0.0295,turn,0.0000,6.1400,0.0000,nan,nan,0.8480,0.2101,0.9739
0.6263,3.4975,0.1205,straight,0.2948,6.1600,0.0516,0.6258,0.0247,0.8485,0.2526,1.1122
0.5045,4.0049,0.1693,lateral,0.5834,6.1800,0.4874,0.0248,0.5039,0.5536,0.1850,0.3685
0.4918,5.2568,0.1498,turn,0.0000,6.2600,0.0000,nan,nan,0.5614,0.1602,0.3460
0.4795,4.9056,0.0640,turn,0.0000,6.2600,0.0000,nan,nan,0.7201,0.1575,0.6305
0.4076,4.5876,0.1906,combined,2.2459,6.2600,0.4020,-0.3801,0.1471,1.2834,0.3858,1.0650
3.2306,136.5323,1.7712,path,6.8098,6.2800,0.8900,-2.9726,1.2650,1.9651,1.1420,0.6789
0.5613,6.3816,0.0615,turn,0.0000,6.2800,0.0000,nan,nan,0.8380,0.1872,1.2645
0.5794,4.5280,0.0709,combined,1.8472,6.2800,0.5793,0.3351,0.4727,1.4473,0.4540,1.2806
0.6259,4.1281,0.0933,combined,1.3931,6.3200,0.6116,-0.4178,0.4660,0.6915,0.2253,0.5047
0.4652,5.0785,0.0873,straight,1.0974,6.3200,0.0014,0.4625,0.0494,1.4978,0.3918,0.5599
0.4671,2.6310,0.1001,straight,1.6258,6.3400,0.0614,0.4668,0.0150,1.6517,0.4774,1.5760
1.1878,5.6304,0.7607,path,1.4925,5.7600,0.4291,-1.1740,0.1805,1.2378,0.5339,1.0497
2.5529,50.8157,1.8191,path,5.7295,6.3600,1.3650,-1.9158,1.6874,2.0004,1.1787,0.8232
0.0410,1.3422,0.0171,stand,0.0000,6.3600,0.0000,nan,nan,0.2431,0.0390,1.3287
0.5539,1.9734,0.1034,combined,1.5832,6.3800,0.5348,-0.5219,0.1855,0.7906,0.2079,1.1754
1.0561,2.8940,1.6391,path,3.4994,6.3800,0.8905,-0.3928,0.9803,1.8968,1.1894,1.5332
0.5247,4.9361,0.1494,turn,0.0000,6.3800,0.0000,nan,nan,0.5812,0.1875,0.9717
0.5592,2.8459,0.0255,lateral,1.4344,6.4000,0.5524,-0.0753,0.5541,0.8833,0.2722,1.3970
2.1202,0.2109,1.3153,path,5.1431,6.4200,0.0000,-0.6909,2.0045,2.0001,1.4598,1.5612
4.9437,57.8705,2.5001,path,0.4752,6.4400,0.0000,4.4189,2.2168,2.4233,1.4034,1.5146
1.8123,166.4536,1.1101,path,2.1419,6.4400,0.1110,-1.0481,1.4785,1.2160,0.6399,1.3584
1.0527,2.8014,1.6377,path,1.0041,6.4600,0.5886,-0.5845,0.8755,1.9239,1.2439,1.2309
1.1099,1.9256,1.4625,path,3.8865,5.6000,0.7977,-0.2374,1.0842,1.7151,1.1564,1.3803
0.6568,68.1890,0.2213,path,0.5169,6.5000,0.2726,0.0365,0.6557,0.9080,0.3561,1.4273
0.5053,3.0569,0.1219,combined,0.7372,6.5000,0.3569,0.4210,0.2795,1.1746,0.3099,0.3538
1.0171,1.4749,1.8815,path,2.1714,6.5400,0.7916,-0.6965,0.7412,2.0531,1.3964,0.5029
2.5700,61.6555,1.8332,path,2.6640,6.5400,0.9714,-0.2628,2.5566,1.9547,1.2071,1.3267
2.1440,20.3124,0.8239,path,2.3282,6.5600,0.0000,-0.5653,2.0681,1.9736,1.1940,0.8052
0.5633,3.5110,0.0278,straight,1.0324,6.5600,0.5512,-0.5597,0.0632,0.6059,0.1384,0.8660
0.8274,1.8133,1.6494,path,6.7460,6.5800,0.0000,-0.4341,0.7045,1.7244,1.4239,1.0165
0.5446,4.4325,0.0841,lateral,0.5049,6.5800,0.2647,0.0729,0.5397,0.8144,0.2018,0.3514
1.2568,15.6955,0.6802,path,1.0918,6.6000,0.9965,-1.2481,0.1478,1.3553,0.5848,0.6486
0.5606,8.4283,0.1641,combined,1.6896,6.6000,0.5502,0.3342,0.4501,1.6581,0.4364,0.3271
0.5418,3.9479,0.1055,lateral,0.9950,6.6200,0.5391,-0.0532,0.5392,0.7824,0.2155,1.1971
2.1496,17.7635,0.9961,path,1.4024,6.6200,1.4333,-1.4235,1.6107,2.0867,1.1402,0.5936
1.1868,24.2010,0.2754,path,2.1943,6.6400,0.8818,-0.8836,0.7923,1.6335,0.9434,1.1474
0.6074,5.1258,0.0918,straight,0.0819,6.6600,0.0395,-0.6003,0.0922,0.5389,0.1700,0.5135
0.0210,2.6699,0.0479,stand,0.0000,6.6600,0.0000,nan,nan,0.1968,0.0341,0.5670
1.6792,14.9420,0.8931,path,2.3801,5.5400,1.0888,-1.4031,0.9224,1.3411,0.9612,1.5955
0.0692,5.1849,0.0039,stand,0.0000,6.7200,0.0000,nan,nan,0.2487,0.0498,0.9978
0.5515,5.0823,0.0431,turn,0.0000,6.7400,0.0000,nan,nan,0.6933,0.1632,0.5614
1.8340,5.6412,0.8421,path,4.4944,6.7400,0.1485,-1.6832,0.7284,1.7669,0.8667,1.5566
0.5476,2.0028,0.1372,combined,0.8587,6.7600,0.5305,-0.3994,0.3746,0.6383,0.1334,1.3612
1.9851,8.5147,1.3089,path,6.6891,6.7600,1.0358,-1.3133,1.4886,1.7811,1.3784,1.0148
0.8839,43.8693,0.5829,path,0.9533,6.7800,0.0000,-0.5212,0.7139,1.2132,0.4763,1.0979
4.2514,45.0471,0.2106,path,2.0314,6.8000,0.0000,-4.2510,0.0519,1.3434,0.6848,1.0657
0.5591,5.3180,0.1335,combined,1.9363,6.8400,0.5496,0.4796,0.2874,1.6737,0.5083,0.7141
1.3378,5.9403,0.5955,path,2.1068,6.8400,0.0000,-1.2806,0.3870,1.7307,0.6210,1.5756
0.5040,1.8474,0.1154,straight,1.0820,6.8400,0.4422,-0.4988,0.0727,1.0109,0.1689,0.0000
0.6937,102.5514,0.2954,path,1.2383,6.8600,0.0000,-0.6157,0.3196,0.9423,0.4164,0.8337
0.4496,4.8269,0.0888,combined,1.4139,6.8600,0.4434,0.2990,0.3357,1.1506,0.3524,1.5558
0.5223,3.7774,0.0602,lateral,0.9070,6.8600,0.5211,-0.0135,0.5221,0.7797,0.2132,0.5927
2.3654,61.4729,0.9996,path,2.4641,6.8600,0.0000,-1.4677,1.8551,1.9380,0.8534,0.5488
0.6086,12.3484,0.9783,path,7.4637,6.8800,0.3772,-0.3403,0.5046,1.8550,1.3391,0.8946
1.2939,26.3719,1.8008,path,0.6534,6.8800,0.5689,0.7839,1.0294,1.8076,1.0509,1.3356
0.5325,7.1762,0.1561,lateral,1.2120,6.9000,0.5261,-0.0980,0.5234,0.7638,0.2274,1.4501
1.8164,6.4373,0.6221,path,3.3622,6.9400,0.0000,-1.5833,0.8902,1.4003,0.9168,0.9868
1.0420,9.2994,1.0490,path,1.2549,6.9800,0.2828,-0.5574,0.8803,2.0402,0.9129,0.8871
1.5128,40.2215,1.1497,path,4.7506,7.0000,0.0000,-1.3768,0.6270,2.0513,1.1998,0.4910
0.5212,4.7046,0.0624,combined,0.5230,7.0000,0.5181,0.1074,0.5100,0.8781,0.2099,0.3519
0.5554,3.0956,0.0549,lateral,0.1437,7.0200,0.1437,0.0091,0.5553,0.7998,0.1859,1.3160
0.5464,4.3059,0.0329,lateral,1.3931,7.0400,0.5281,0.0164,0.5462,0.7789,0.2397,1.2157
0.5469,3.6730,0.0134,straight,1.7854,7.0600,0.5442,-0.5468,0.0082,0.9634,0.2233,1.5492
3.3632,37.2564,0.9135,path,1.7155,7.0600,0.0000,2.8674,1.7577,1.9065,1.2616,1.5663
0.5864,2.7816,0.0679,combined,0.7449,7.0800,0.5752,-0.0770,0.5813,0.8060,0.2092,1.1113
0.4374,3.2341,0.1010,straight,1.6636,7.1200,0.4276,-0.4374,0.0060,1.0161,0.2284,0.6780
