pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m
0.0882,3.5877,0.0211,stand,0.0000,8.0000,0.0000,nan,nan
0.1913,9.5834,0.0932,combined,0.0777,8.0400,0.0777,0.0122,0.1909
0.1353,9.1311,0.0739,turn,0.0000,8.0600,0.0000,nan,nan
0.1404,4.4365,0.0435,straight,0.1706,8.1000,0.0310,0.1376,0.0281
0.1983,4.3315,0.0746,combined,0.9160,8.1000,0.1983,-0.1323,0.1477
0.1351,0.2955,0.0225,combined,0.1517,8.1000,0.0980,-0.1317,0.0301
0.1075,4.6634,0.0082,stand,0.0000,8.1200,0.0000,nan,nan
0.1778,0.1218,0.0589,turn,0.0000,8.1200,0.0000,nan,nan
0.0772,5.5744,0.0417,turn,0.0000,8.1400,0.0000,nan,nan
0.1867,0.3174,0.0484,turn,0.0000,8.1400,0.0000,nan,nan
0.0629,1.3686,0.0125,stand,0.0000,8.1600,0.0000,nan,nan
0.2702,2.0067,0.0883,straight,0.5688,8.1600,0.2028,0.1423,0.2297
0.0777,0.6406,0.0393,straight,0.1544,8.1800,0.0677,-0.0777,0.0028
0.1894,2.1275,0.0526,turn,0.0000,8.2200,0.0000,nan,nan
0.1741,8.7537,0.0298,lateral,0.6406,8.3000,0.0920,0.1203,0.1258
0.1631,3.4396,0.0264,turn,0.0000,8.3400,0.0000,nan,nan
0.1846,6.6681,0.1158,combined,0.7774,8.3800,0.1846,-0.1419,0.1180
0.0425,1.7611,0.0305,stand,0.0000,8.3800,0.0000,nan,nan
0.0639,1.3732,0.0346,stand,0.0000,8.4000,0.0000,nan,nan
0.1022,0.6599,0.1193,straight,0.9496,8.4000,0.1022,-0.0959,0.0354
0.1503,17.7127,0.0760,combined,0.4980,8.4400,0.1503,-0.1328,0.0704
0.0648,1.6715,0.0402,stand,0.0000,8.4400,0.0000,nan,nan
0.1343,2.7918,0.0168,turn,0.0000,8.4600,0.0000,nan,nan
0.1763,6.3451,0.1146,turn,0.0000,8.4800,0.0000,nan,nan
0.0167,2.4693,0.0328,stand,0.0000,4.2800,0.0000,nan,nan
0.0433,0.8767,0.0177,stand,0.0000,8.5400,0.0000,nan,nan
0.1570,1.2054,0.0611,combined,1.1124,8.5800,0.0386,0.1532,0.0344
0.0140,7.0586,0.0868,lateral,0.0386,8.5800,0.0140,0.0140,0.0006
0.1815,3.9322,0.0405,combined,0.6638,8.6000,0.1785,-0.0939,0.1553
0.0663,2.0690,0.0864,straight,0.4879,8.6200,0.0425,-0.0137,0.0649
0.0535,0.3261,0.1137,lateral,0.2475,4.3000,0.0525,-0.0226,0.0485
0.0742,2.1566,0.0179,lateral,0.6388,8.7400,0.0489,0.0532,0.0517
0.0998,5.4536,0.0269,lateral,0.4053,8.7400,0.0312,0.0918,0.0393
0.1744,2.7629,0.0185,turn,0.0000,8.7400,0.0000,nan,nan
0.1699,1.8122,0.0577,lateral,0.1131,8.7400,0.0939,-0.0032,0.1699
0.0946,7.2559,0.0584,combined,0.6720,8.7600,0.0724,-0.0208,0.0923
0.1134,0.8877,0.0316,stand,0.0000,8.7800,0.0000,nan,nan
0.0663,0.2431,0.0311,stand,0.0000,8.8000,0.0000,nan,nan
0.0708,1.9238,0.0710,stand,0.0000,8.8000,0.0000,nan,nan
0.2182,4.2414,0.0977,combined,0.7188,8.8200,0.0383,0.2110,0.0554
0.2275,11.8098,0.1007,straight,0.2562,8.8200,0.1939,-0.1172,0.1949
0.2500,4.0767,0.0259,combined,0.6141,8.8400,0.2485,-0.2411,0.0661
0.1886,5.2877,0.0256,straight,0.1949,8.8600,0.1310,-0.1668,0.0881
0.1277,4.6592,0.0507,turn,0.0000,8.8800,0.0000,nan,nan
0.2633,4.6579,0.0742,lateral,0.4678,8.9000,0.2519,-0.2193,0.1457
0.1802,2.8554,0.0224,turn,0.0000,8.9000,0.0000,nan,nan
0.1184,2.1515,0.0898,lateral,0.2610,4.3400,0.1184,-0.0996,0.0639
