pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m,peak_speed_mps,mean_speed_mps,cmd_speed_mps
0.0466,3.4403,0.0370,straight,1.6636,7.1200,0.0270,0.0448,0.0126,1.4172,0.2687,0.0000
0.0588,8.7349,0.0541,turn,0.0000,7.1200,0.0000,nan,nan,0.2536,0.0603,0.0000
0.0463,1.9393,0.0054,combined,1.7196,7.1200,0.0410,0.0227,0.0404,1.3377,0.2780,0.0000
0.0414,0.4099,0.0615,lateral,0.2950,7.1400,0.0248,-0.0406,0.0081,0.3318,0.0671,0.0000
0.0415,1.3013,0.0406,turn,0.0000,7.1800,0.0000,nan,nan,0.2424,0.0524,0.0000
0.0141,1.2072,0.0210,straight,1.5107,7.2000,0.0002,0.0086,0.0112,1.3244,0.2372,0.0000
0.0278,7.5375,0.0255,combined,1.8320,7.2000,0.0093,0.0248,0.0127,1.4428,0.3042,0.0000
0.0496,2.5927,0.0325,lateral,0.9310,7.2400,0.0411,-0.0321,0.0377,0.9947,0.1476,0.0000
0.0397,4.6661,0.0340,straight,1.0109,7.2400,0.0177,0.0099,0.0385,1.2255,0.1668,0.0000
0.0343,2.4921,0.0432,straight,1.0913,7.2400,0.0059,0.0318,0.0128,1.1336,0.1816,0.0000
0.0344,6.2798,0.0274,combined,1.9307,7.2800,0.0095,0.0107,0.0327,1.5953,0.3209,0.0000
0.0444,3.6431,0.0786,combined,1.6176,7.2800,0.0058,0.0444,0.0010,1.5228,0.2673,0.0000
0.0101,1.0451,0.0246,turn,0.0000,7.3000,0.0000,nan,nan,0.4408,0.0725,0.0000
0.0099,1.3013,0.0513,combined,2.1724,7.3200,0.0099,-0.0086,0.0050,1.5196,0.3020,0.0000
0.0144,3.0513,0.0861,straight,0.0059,7.3200,0.0059,0.0143,0.0021,0.2584,0.0439,0.0000
0.0238,4.4230,0.0152,lateral,1.3206,7.3200,0.0020,0.0221,0.0090,1.0596,0.2163,0.0000
0.0901,3.4517,0.0195,stand,0.0000,7.3200,0.0000,nan,nan,0.1996,0.0360,0.0000
0.0494,2.4021,0.0764,turn,0.0000,7.3400,0.0000,nan,nan,0.2190,0.0444,0.0000
0.0399,1.2758,0.0297,straight,0.9827,7.3400,0.0349,0.0056,0.0395,0.9510,0.1607,0.0000
0.0453,1.4375,0.0327,combined,1.5064,7.3600,0.0272,-0.0053,0.0450,1.1766,0.2350,0.0000
0.0192,2.8187,0.0234,turn,0.0000,7.3600,0.0000,nan,nan,0.2794,0.0634,0.0000
0.0392,1.8391,0.0209,combined,1.1556,7.3600,0.0240,0.0147,0.0364,1.1389,0.1818,0.0000
0.0143,3.1090,0.0174,combined,2.1248,7.3600,0.0047,-0.0069,0.0126,1.5394,0.3156,0.0000
0.0301,0.4373,0.0335,lateral,1.0803,7.3800,0.0041,-0.0138,0.0268,1.1633,0.1756,0.0000
0.0437,0.7630,0.0668,combined,1.5044,7.4200,0.0376,-0.0385,0.0205,1.3100,0.2019,0.0000
0.0446,4.8894,0.0427,lateral,1.4640,7.4200,0.0330,0.0249,0.0370,1.2737,0.2175,0.0000
0.0205,0.7803,0.0490,straight,0.7996,7.4400,0.0142,0.0021,0.0204,0.7733,0.1297,0.0000
0.0252,3.6868,0.0094,combined,2.1360,7.4400,0.0117,-0.0065,0.0243,1.4110,0.3096,0.0000
0.0086,1.5449,0.0600,combined,2.0562,7.4600,0.0032,-0.0057,0.0065,1.3429,0.3044,0.0000
0.0684,0.5194,0.0240,combined,0.4431,7.4800,0.0608,-0.0173,0.0661,0.6014,0.0824,0.0000
0.0244,2.4930,0.0080,lateral,0.1854,7.5600,0.0082,-0.0199,0.0142,0.3218,0.0569,0.0000
0.0636,2.0876,0.0280,stand,0.0000,7.5800,0.0000,nan,nan,0.1758,0.0309,0.0000
0.0590,1.4773,0.0033,lateral,1.0871,7.5800,0.0368,-0.0590,0.0004,1.0333,0.1619,0.0000
