t_s,low_state_age_s,policy_state_age_s,low_state_seq,tick_dt_s,tilt_deg,roll,pitch,gx,gy,gz,walking,gait_freq,gait_process,pub_hz,goal_x,goal_y,heading_err,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,gate_rej_legs,gate_rej_total,gate_samples,gate_dt_p99_ms,gate_dt_max_ms
18.099,0.0013549,0.011311,5215,0.021418,10.328,0.025738,0.17843,-0.12608,-0.0048389,1.0852,1,2,0.322,99.348,0.6,0,0,0.044823,-0.011635,0.037194,0.27523,-0.083915,-0.017108,-0.13218,0.010491,-0.01812,0.21344,-0.17234,-0.028793,-0.095041,-8.8281e-05,-0.015229,-0.34415,-0.014624,0.0033821,0.21904,-0.03009,0.17354,-0.18669,0.18644,-0.078528,-7.6979,0.39092,0.011502,-3.9736,5.8954,-0.41677,9.768,-0.18696,0.56359,4.1143,5.8585,-0.79793,-0.033917,0.040507,0.06863,0.14258,-0.23144,-0.066554,0.22098,-0.089438,0.048702,-0.092423,-0.1375,-0.16047,184,184,5218,15,1003.9
18.12,0.0022714,0.013815,5222,0.020678,10.263,0.025677,0.1773,-0.15688,-0.013771,1.0503,1,2,0.36006,99.352,0.6,0,0,0.04406,-0.011254,0.036431,0.26761,-0.084174,-0.016692,-0.1257,0.0093462,-0.016213,0.20619,-0.16616,-0.025691,-0.029653,0.011293,-0.036139,-0.38376,-0.026282,0.041094,0.34417,-0.038557,0.084931,-0.32936,0.311,0.27854,-9.3799,-0.084982,-0.42557,-2.8793,5.9174,-0.28915,6.6629,-0.32293,0.79363,4.6066,5.4046,-0.84278,0.011021,0.015581,0.070677,0.046253,-0.18661,-0.073792,0.20428,-0.094907,0.038239,-0.078805,-0.15268,-0.1392,184,184,5225,15,1003.9
18.138,0.0013035,0.011553,5229,0.018837,10.163,0.025133,0.17561,-0.204,-0.051095,1.0011,1,2,0.40038,99.349,0.6,0,0,0.043679,-0.011254,0.035286,0.26074,-0.08515,-0.015838,-0.11959,0.0085832,-0.015831,0.20123,-0.16333,-0.024599,-0.027518,0.0039792,-0.056982,-0.36495,-0.053588,0.041627,0.30846,-0.049097,0.02904,-0.27058,0.1251,-0.061113,-8.4742,0.32293,-0.26454,-3.622,5.7497,-0.44051,7.3098,0.016996,0.6326,4.3253,5.0129,-1.0985,0.06068,0.0040403,0.063966,-0.055905,-0.1337,-0.069637,0.17824,-0.10328,0.025948,-0.067544,-0.16178,-0.12766,184,184,5233,15,1003.9
18.15,0.001294,0.0041203,5238,0.011874,10.097,0.024982,0.17446,-0.18636,-0.059207,0.97523,1,2,0.43892,99.345,0.6,0,0,0.043297,-0.010872,0.032998,0.25311,-0.088882,-0.014849,-0.11616,0.0078202,-0.015068,0.19856,-0.16239,-0.024524,-0.013943,0.0098476,-0.10989,-0.38209,-0.23517,0.059873,0.16659,-0.052975,0.016438,-0.094946,0.04904,0.10596,-7.9567,-0.084982,0.51758,-2.7048,6.4216,-0.36703,8.0861,0.15297,0.86264,2.6467,5.485,-0.99511,0.10655,0.0053886,0.047597,-0.1148,-0.11049,-0.050243,0.15372,-0.086809,0.015253,-0.069466,-0.15114,-0.12293,184,184,5239,15,1003.9
18.176,0.0013482,0.010214,5247,0.026062,10.026,0.024141,0.17333,-0.19455,-0.017023,0.89444,1,2,0.47903,99.351,0.6,0,0,0.042535,-0.0097276,0.026894,0.24281,-0.093556,-0.010148,-0.10891,0.0066758,-0.015068,0.19093,-0.16113,-0.022275,-0.046057,0.057774,-0.28042,-0.36221,-0.061217,0.075936,0.2883,-0.033242,0.0034032,-0.39054,0.059796,0.1257,-8.4742,0.18696,0.90864,-2.4722,7.7601,-0.60264,7.8273,0.9348,1.2077,4.6066,6.2009,-0.93408,0.13776,0.019785,0.015169,-0.14872,-0.11179,0.0042321,0.14452,-0.052835,-0.0094559,-0.057062,-0.068928,-0.095774,184,184,5249,15,1003.9
18.198,0.0015029,0.011195,5255,0.021319,9.9741,0.023977,0.17244,-0.17314,-0.036172,0.86978,1,2,0.51977,99.339,0.6,0,0,0.04139,-0.0093462,0.024224,0.23709,-0.094477,-0.0101,-0.10395,0.0055314,-0.015068,0.18521,-0.15838,-0.018201,-0.065311,0.027466,-0.12519,-0.38703,-0.048387,0.025197,0.29738,-0.074256,0.0041869,-0.35316,0.18577,0.26539,-9.2505,0.49289,0.95465,-2.414,7.8025,-0.52842,6.7923,0.69685,1.5527,4.7473,6.1148,-0.90133,0.18645,0.066142,-0.030797,-0.20482,-0.12617,0.084443,0.099427,-0.0055805,-0.044637,0.01307,0.057842,-0.037982,184,184,5257,15,1003.9
18.218,0.0015093,0.011386,5261,0.020155,9.9479,0.024317,0.17193,-0.12296,-0.017644,0.77044,1,2,0.55975,99.349,0.6,0,0,0.040246,-0.0089647,0.024605,0.23136,-0.094531,-0.0092829,-0.10166,0.003624,-0.015068,0.18139,-0.15398,-0.013597,-0.082677,-9.9245e-05,-0.0058221,-0.35454,-0.013373,0.027299,0.12418,-0.13144,0.0036756,-0.20646,0.24928,0.25388,-7.9567,0.28894,0.40256,-2.414,7.4449,-0.70314,8.3448,1.5467,1.3917,4.1143,5.5526,-1.1153,0.26665,0.16017,-0.083114,-0.2629,-0.12367,0.1818,-0.028598,0.056522,-0.045998,0.13864,-0.013472,-0.0026559,184,184,5264,15,1003.9
18.238,0.0013724,0.011351,5269,0.020215,9.9113,0.025064,0.17118,-0.097568,-0.0029761,0.7087,1,2,0.6001,99.347,0.6,0,0,0.037957,-0.0093462,0.024605,0.22602,-0.094531,-0.0092829,-0.10014,0.0013352,-0.014687,0.17872,-0.15162,-0.017267,-0.16909,-0.016736,-0.021725,-0.33946,0.0024791,0.013066,0.10679,-0.14034,0.026172,-0.18645,0.17453,-0.24368,-7.1804,0.69685,0.24154,-2.4722,7.3404,-0.34378,8.4742,1.6147,1.3917,4.3253,5.1999,-0.75764,0.32,0.22074,-0.083025,-0.26935,-0.1475,0.23032,-0.1637,0.050422,-0.034243,0.29055,-0.23478,-0.018732,184,184,5272,15,1003.9
18.251,0.001664,0.0049158,5276,0.01269,9.8844,0.025203,0.17068,-0.09605,-0.029952,0.71735,1,2,0.63901,99.361,0.6,0,0,0.034905,-0.0093462,0.023842,0.2203,-0.094788,-0.0088621,-0.096704,-0.00019074,-0.013924,0.17185,-0.14798,-0.018695,-0.14686,-0.0039735,-0.015852,-0.30221,-0.014008,0.029974,0.20839,-0.05628,0.033651,-0.3331,0.14664,0.066228,-7.0511,0.83282,0.44857,-2.8793,6.5932,-0.50163,8.0861,1.7166,1.2997,4.6769,5.6566,-0.45349,0.33069,0.1991,-0.046975,-0.23432,-0.15468,0.22769,-0.22816,0.050949,-0.040344,0.36275,-0.27964,-0.0071972,184,184,5277,15,1003.9
18.29,0.0017287,0.023336,5284,0.038946,9.7193,0.024905,0.16781,-0.13544,-0.019764,0.7291,1,2,0.68019,99.353,0.6,0,0,0.032616,-0.0093462,0.023461,0.21344,-0.095303,-0.00802,-0.091745,-0.00057221,-0.013924,0.16499,-0.14375,-0.01287,-0.10461,0.0023829,-0.025025,-0.30565,-0.036783,0.060595,0.23411,-0.022406,0.0028737,-0.30605,0.23048,0.25987,-7.0511,0.90081,-0.12652,-2.7048,6.5103,-0.50896,8.3448,1.6826,1.2997,5.3099,4.3935,-1.3097,0.33136,0.15722,-0.030132,-0.2002,-0.1499,0.19557,-0.24795,0.053657,-0.04837,0.3548,-0.28617,-0.0043409,184,184,5291,15,1003.9
18.297,0.0015983,0.0071941,5293,0.0075062,9.6663,0.024808,0.16689,-0.14632,-0.10895,0.80841,1,2,0.72728,99.352,0.6,0,0,0.032235,-0.0089647,0.021553,0.20581,-0.097047,-0.0058866,-0.086023,-0.0017166,-0.013924,0.15927,-0.14155,-0.010599,-0.035341,0.027217,-0.10328,-0.31843,-0.047895,0.062834,0.25281,-0.040755,0.015691,-0.23875,0.039635,0.033761,-6.7722,0.73084,0.6096,-2.9375,6.4868,-0.50528,8.4742,1.7846,1.4377,5.1692,5.0347,-1.0821,0.31609,0.11358,-0.0083052,-0.18285,-0.16018,0.16424,-0.22767,0.065713,-0.05717,0.29831,-0.26431,-0.00086253,184,184,5293,15,1003.9
18.318,0.0014142,0.011024,5299,0.020679,9.4879,0.02466,0.16376,-0.15328,-0.13108,0.85516,1,2,0.76052,99.369,0.6,0,0,0.031853,-0.0085832,0.019265,0.20047,-0.098277,-0.0045933,-0.082208,-0.0017166,-0.013542,0.15507,-0.14041,-0.010943,-0.023577,0.025117,-0.16277,-0.38898,-0.088422,0.061531,0.25434,-0.018592,0.051289,-0.28556,0.079738,0.042901,-6.6326,0.35692,0.56359,-2.4722,7.249,-0.71634,8.0861,1.8526,1.4147,5.3099,5.4981,-1.0564,0.29717,0.086068,0.0027322,-0.18115,-0.17827,0.13957,-0.1895,0.081321,-0.064071,0.23387,-0.23135,0.0019632,184,184,5301,15,1003.9
18.338,0.0014866,0.011726,5306,0.020207,9.373,0.024365,0.16178,-0.1531,-0.08497,0.86373,1,2,0.79972,99.361,0.6,0,0,0.03109,-0.0078202,0.013542,0.19284,-0.10079,-0.0011788,-0.078393,-0.0020981,-0.013161,0.15126,-0.13867,-0.0087125,-0.056969,0.031157,-0.28394,-0.40111,-0.14392,0.25284,0.18832,-0.018846,0.007982,-0.16328,0.083139,0.089192,-7.5686,0.56088,1.0007,-2.1813,7.514,-0.79822,8.9917,1.6826,2.0912,4.4659,5.8674,-0.92219,0.27583,0.062245,0.012051,-0.17585,-0.18431,0.12187,-0.14433,0.095077,-0.069022,0.14905,-0.19203,0.0013181,184,184,5309,15,1003.9
18.369,0.0016301,0.022546,5314,0.030694,9.0831,0.023988,0.15672,-0.15161,-0.087798,0.82656,1,2,0.83972,99.373,0.6,0,0,0.029183,-0.0062943,0.012016,0.18482,-0.10227,0.0005467,-0.074197,-0.0020981,-0.013161,0.14668,-0.13744,-0.0073645,-0.055123,0.070171,-0.019901,-0.37573,-0.040576,0.035426,0.21743,-0.0087216,0.021088,-0.22249,0.049834,0.10288,-7.3098,-0.016996,0.70161,-1.8323,7.7814,-1.0606,8.733,1.2067,1.4147,4.6066,5.8123,-0.97913,0.2502,0.059934,0.015074,-0.19015,-0.18996,0.11533,-0.089735,0.10103,-0.065858,0.057132,-0.15792,-0.004341,184,184,5321,15,1003.9
18.378,0.0012683,0.0092219,5323,0.009572,8.9834,0.02399,0.15496,-0.13408,-0.18764,0.78401,1,2,0.88482,99.371,0.6,0,0,0.029564,-0.0059129,0.012016,0.17605,-0.10299,0.0010005,-0.068093,-0.0024796,-0.013161,0.14096,-0.13349,-0.0028989,-0.010902,0.016151,0.002854,-0.33685,-0.017574,-0.0075736,0.26236,-0.0095371,0.0047973,-0.26417,0.24516,0.28554,-7.4392,0.52689,0.19553,-2.2977,7.3639,-1.1024,8.3448,1.6826,2.0187,5.0286,5.4276,-1.1921,0.21459,0.057112,0.010647,-0.21668,-0.20353,0.12844,-0.022792,0.10048,-0.041857,-0.056311,-0.14899,-0.031143,184,184,5325,15,1003.9
18.39,0.0013255,0.0040724,5329,0.011909,8.7995,0.023919,0.15172,-0.12519,-0.19047,0.78865,1,2,0.91904,99.37,0.6,0,0,0.02842,-0.0051499,0.011635,0.17033,-0.10299,0.0010005,-0.063134,-0.0028611,-0.013161,0.13485,-0.12798,-0.0033894,-0.081289,0.028676,-0.022743,-0.31426,0.0010922,0.011279,0.24991,-0.016829,0.018358,-0.29904,0.28451,-0.14952,-7.1804,-0.016996,0.33355,-2.0068,7.239,-0.96802,8.6036,1.8866,1.8736,4.9582,4.9137,-0.55037,0.1949,0.044207,0.0032066,-0.23671,-0.19456,0.17181,0.035436,0.088641,-0.0010021,-0.13212,-0.16005,-0.085964,184,184,5330,15,1003.9
18.414,0.001271,0.0061878,5339,0.023347,8.5159,0.023501,0.14677,-0.13125,-0.17036,0.75545,1,2,0.96135,99.356,0.6,0,0,0.026894,-0.003624,0.010109,0.16155,-0.10299,0.0010005,-0.058556,-0.0024796,-0.012016,0.12989,-0.12401,-0.0064746,-0.047562,0.07263,-0.068399,-0.37569,-0.0027548,0.021069,0.20893,-0.0030525,0.037598,-0.18123,0.12198,0.14653,-7.9567,-0.56088,0.6556,-1.6578,6.615,-0.99382,8.0861,1.1048,2.0187,4.1143,4.6455,-0.61748,0.18562,0.028186,0.0086042,-0.23565,-0.13118,0.18625,0.076784,0.065431,0.043013,-0.17248,-0.17384,-0.15504,184,184,5341,15,1003.9
18.438,0.0014441,0.0099455,5347,0.024172,8.108,0.023418,0.13957,-0.12468,-0.23654,0.86116,1,2,0.0026216,99.37,0.6,0,0,0.026894,-0.0020981,0.0074388,0.15469,-0.1035,0.0018513,-0.052453,-0.0028611,-0.012016,0.12684,-0.12289,-0.0030691,-0.004411,0.072,-0.14519,-0.33785,-0.043914,0.058383,0.31828,-0.0086965,0.0028307,-0.16309,0.047088,0.06726,-7.4392,-1.5127,0.90864,-2.0068,6.6788,-0.54211,7.4392,1.6147,2.1879,3.833,5.1645,-0.3369,0.16799,0.0053141,0.024783,-0.17789,-0.051814,0.11282,0.12024,0.0099386,0.099791,-0.21582,-0.19522,-0.21774,184,184,5349,15,1003.9
18.458,0.00096147,0.011583,5353,0.019835,7.8887,0.023286,0.13571,-0.13803,-0.27379,0.90664,1,2,0.038005,99.375,0.6,0,0,0.026513,-0.00057221,0.003624,0.14897,-0.10472,0.0031579,-0.047494,-0.0024796,-0.011635,0.12264,-0.12191,-0.0021754,-0.022635,0.084301,-0.20292,-0.34519,-0.047799,0.058646,0.26407,-0.0019444,0.032616,-0.24003,0.076648,0.092675,-7.4392,-1.2747,1.2537,-1.5996,6.2047,-0.62687,7.9567,0.69685,1.7769,4.2549,5.7161,-0.90072,0.12974,-0.012299,0.034822,-0.020165,-0.051575,-0.017429,0.17322,-0.11233,0.16232,-0.2703,-0.21422,-0.25739,184,184,5356,15,1003.9
18.481,0.0013461,0.013244,5362,0.023551,7.659,0.023088,0.13168,-0.13001,-0.21148,0.88044,1,2,0.08261,99.375,0.6,0,0,0.02575,0.00019074,0.00057221,0.14248,-0.10447,0.0027318,-0.043679,-0.0028611,-0.010872,0.11769,-0.11791,0.0030528,-0.055933,0.045184,-0.13278,-0.35999,-0.00055701,0.0044824,0.21802,-0.006473,0.051954,-0.25787,0.21705,0.32005,-7.6979,-1.1388,1.0467,-1.7741,6.2812,-0.80439,6.7923,1.0368,1.8253,3.9736,4.9742,-0.77547,0.064981,0.02162,0.021528,0.222,-0.21693,-0.01834,0.21308,-0.2094,0.14385,-0.28912,-0.20202,-0.25776,184,184,5366,15,1003.9
18.5,0.0016951,0.01364,5369,0.019082,7.4477,0.022946,0.12796,-0.11962,-0.15785,0.81544,1,2,0.12062,99.379,0.6,0,0,0.024605,0.00057221,0.00057221,0.13638,-0.10447,0.0027318,-0.040246,-0.0028611,-0.010109,0.11463,-0.11652,0.0031348,-0.09847,0.027656,-0.008225,-0.41519,-0.0027784,-0.0066746,0.25093,-0.0053954,0.047248,-0.22936,0.096332,-0.024788,-6.9217,-0.79883,0.90864,-1.1925,5.9348,-0.78748,7.3098,1.6826,1.8736,3.9033,5.147,-0.87927,-0.025884,0.052552,0.036862,0.33311,-0.27404,-0.0098833,0.24252,-0.20854,0.096562,-0.2503,-0.1553,-0.25608,184,184,5373,15,1003.9
18.512,0.0016202,0.0059621,5376,0.011745,7.214,0.022908,0.12382,-0.10011,-0.18034,0.76506,1,2,0.15933,99.376,0.6,0,0,0.022316,0.00057221,0.00057221,0.12799,-0.10472,0.0031579,-0.034905,-0.0028611,-0.0093462,0.10853,-0.11539,0.0027855,-0.06601,0.011174,-0.011406,-0.4018,-0.0085153,0.037819,0.23333,-0.0084736,0.033126,-0.25872,0.036934,0.03108,-6.9119,-0.96879,0.6326,-1.0179,6.417,-0.36523,7.3098,1.0368,1.922,4.5363,6.1354,-0.80381,-0.07048,0.054734,0.050478,0.35667,-0.27861,-0.005454,0.24428,-0.18546,0.07115,-0.23435,-0.13636,-0.25548,184,184,5378,15,1003.9
18.537,0.0014983,0.010327,5384,0.024966,6.9533,0.022733,0.11922,-0.10911,-0.26786,0.80532,1,2,0.20021,99.373,0.6,0,0,0.021172,0.00095369,-0.00019074,0.12112,-0.10574,0.0048638,-0.029564,-0.0024796,-0.0085832,0.10166,-0.1137,0.0041244,-0.073795,0.01273,-0.040805,-0.3514,-0.035799,0.072791,0.24568,0.0064287,0.055961,-0.34111,0.099671,0.11101,-7.0515,-0.73084,0.6556,-1.0179,5.4812,-0.23398,7.0511,0.39092,1.2767,4.9582,6.3938,-0.96359,-0.066614,0.049806,0.05519,0.33039,-0.26354,-0.0041864,0.23207,-0.15289,0.053398,-0.23888,-0.13692,-0.23801,184,184,5386,15,1003.9
18.557,0.0013029,0.0093582,5392,0.019772,6.6566,0.022047,0.11408,-0.12566,-0.22245,0.82177,1,2,0.24133,99.386,0.6,0,0,0.016594,0.0013352,-0.0013352,0.1154,-0.10574,0.0048638,-0.02575,-0.0024796,-0.0066758,0.097467,-0.10882,0.0048147,-0.22877,0.011699,-0.024656,-0.25663,-0.006538,0.0071784,0.16606,0.0015836,0.10104,-0.18005,0.28346,0.019603,-4.3985,-0.76484,1.2537,-1.9486,5.7824,-0.99479,8.0861,0.59487,1.7044,3.9033,5.119,-0.71707,-0.048231,0.040623,0.057754,0.26703,-0.23267,-0.010467,0.22495,-0.11481,0.041485,-0.23811,-0.13385,-0.20302,184,184,5394,15,1003.9
18.578,0.001517,0.011163,5400,0.020893,6.3998,0.020532,0.1098,-0.15749,-0.17278,0.8372,1,2,0.27993,99.38,0.6,0,0,0.012398,0.0017166,-0.0020981,0.10853,-0.10533,0.0056571,-0.022698,-0.0020981,-0.0059129,0.092889,-0.10293,0.007197,-0.17021,0.017225,-0.039603,-0.31062,0.024321,0.038311,0.17401,0.017153,0.022965,-0.21965,0.24399,0.098889,-5.0966,-0.66286,0.37956,-0.66894,5.1876,-0.47879,6.6629,-0.016996,1.4147,4.7473,4.7098,-0.49752,-0.018683,0.027136,0.058777,0.18028,-0.19713,-0.018938,0.21813,-0.084225,0.035341,-0.236,-0.14446,-0.16071,184,184,5403,15,1003.9
18.598,0.0012623,0.012302,5408,0.020325,5.9802,0.019004,0.10263,-0.15965,-0.21192,0.85511,1,2,0.31785,99.377,0.6,0,0,0.011254,0.0017166,-0.0020981,0.10586,-0.10558,0.006084,-0.018883,-0.0017166,-0.0051499,0.093271,-0.10318,0.006773,-0.064744,-0.012225,-0.00099032,-0.080607,-0.016224,-0.00011975,0.18086,-0.0033133,0.021504,0.069419,-0.021706,-0.0077976,-4.3985,-0.66286,0.6326,-0.49443,5.1786,-0.73129,5.9344,0.59487,1.1617,4.6769,4.0965,-0.62466,0.01594,0.016471,0.056204,0.076048,-0.15454,-0.028897,0.20355,-0.071843,0.031454,-0.21953,-0.16593,-0.1226,184,184,5412,15,1003.9
18.617,0.0014912,0.0083189,5418,0.018922,5.6666,0.018238,0.09721,-0.13529,-0.34347,0.81282,1,2,0.36414,99.391,0.6,0,0,0.010109,0.0013352,-0.0024796,0.10586,-0.10609,0.0069381,-0.015068,-0.0017166,-0.004387,0.094797,-0.10267,0.007621,-0.039112,-0.019475,-0.0088332,-0.0090635,-0.01487,0.05339,0.14382,-0.010356,0.056355,0.071918,0.024051,0.033,-3.9796,-0.42491,-0.10352,-0.49443,4.954,-0.70989,5.7948,0.69685,0.77062,2.9375,4.273,-0.55974,0.07118,-0.0056798,0.052688,-0.043105,-0.1124,-0.025168,0.15955,-0.076496,0.027821,-0.22857,-0.22376,-0.099117,184,184,5419,15,1003.9
18.638,0.001389,0.010674,5425,0.021238,5.0624,0.016657,0.086775,-0.13325,-0.42349,0.74482,1,2,0.40156,99.39,0.6,0,0,0.0093462,0.0013352,-0.0028611,0.10586,-0.10609,0.0069381,-0.013924,-0.0017166,-0.003624,0.095941,-0.10195,0.0080696,-0.056945,-0.024199,-0.0037377,-0.02562,-0.02083,0.00912,0.11121,-0.0099973,0.043174,0.11124,0.036858,0.036679,-3.8399,-0.49289,0.31055,0.14542,5.4814,-0.79874,4.5381,0.56088,0.93165,2.414,4.0299,-0.50021,0.11782,-0.020399,0.046571,-0.13114,-0.11082,-0.017883,0.12622,-0.082557,0.027389,-0.2492,-0.27337,-0.089915,184,184,5428,15,1003.9
18.648,0.0014223,0.0019632,5433,0.0099974,4.8229,0.015928,0.082659,-0.14537,-0.4965,0.66709,1,2,0.43913,99.385,0.6,0,0,0.0082017,0.00095369,-0.0032425,0.10548,-0.10685,0.0082205,-0.012016,-0.0017166,-0.003624,0.09823,-0.10144,0.0089164,-0.059742,-0.012527,-0.015932,-0.010632,-0.058397,0.088701,0.078451,-0.0017408,0.0029386,0.10475,0.035919,0.073873,-3.7003,-0.73084,0.86264,-0.66894,5.6542,-1.0561,4.6777,0.49289,0.70161,2.0068,3.3521,-0.84764,0.13528,-0.021427,0.031027,-0.18404,-0.13344,0.0072806,0.11051,-0.071297,0.028766,-0.28031,-0.2931,-0.067067,184,184,5432,15,1003.9
18.671,0.00161,0.0049539,5441,0.023018,3.9502,0.013369,0.067638,-0.12777,-0.54363,0.51321,1,2,0.47953,99.385,0.6,0,0,0.0078202,0.00095369,-0.0032425,0.10472,-0.10792,0.010757,-0.010491,-0.0017166,-0.003624,0.099756,-0.099743,0.010234,-0.0061736,-0.008348,0.0097424,-0.04973,-0.031999,0.095573,0.081358,0.00031489,0.00039719,0.04537,0.076082,0.077736,-3.1418,-0.59487,0.26454,0.14542,6.2679,-1.0837,3.7003,0.18696,1.0697,1.7741,3.5422,-0.80066,0.13656,-0.0072449,0.0091167,-0.23138,-0.1553,0.050327,0.11139,-0.045312,0.025814,-0.29799,-0.28031,0.00060306,184,184,5442,15,1003.9
18.699,0.0017477,0.012139,5449,0.027616,3.3891,0.011452,0.058034,-0.10986,-0.45224,0.37622,1,2,0.52069,99.394,0.6,0,0,0.0074388,0.00095369,-0.0028611,0.10472,-0.10771,0.011153,-0.0093462,-0.0017166,-0.003624,0.1009,-0.096556,0.013255,-0.008765,-0.0038028,0.015779,-0.006264,0.0097118,0.044811,0.046954,0.0022484,-0.001973,0.070206,0.21339,0.17745,-2.4436,-0.35692,0.49458,0.43626,6.2246,-1.2956,4.6777,0.56088,0.90864,1.0179,2.2842,-1.0993,0.13406,0.050112,-0.038854,-0.30566,-0.1814,0.10742,0.12483,0.00059026,0.020737,-0.22537,-0.22143,0.082065,184,184,5452,15,1003.9
18.717,0.0012024,0.0091587,5457,0.018362,2.9957,0.0098919,0.051341,-0.10131,-0.37954,0.23627,1,2,0.56237,99.395,0.6,0,0,0.0070573,0.00095369,-0.0028611,0.10433,-0.10775,0.011978,-0.0093462,-0.0017166,-0.003624,0.10166,-0.09121,0.017582,-0.033466,-0.0053005,0.012177,-0.019434,0.0089716,0.042177,0.010166,-0.012955,-0.0083493,0.036295,0.23497,0.17892,-2.8625,-0.42491,0.74762,0.26176,6.5125,-1.5665,3.5607,0.18696,0.79363,1.2506,0.92557,-0.62527,0.13387,0.16129,-0.094805,-0.44438,-0.27145,0.20572,0.13952,0.041848,0.013919,0.076944,-0.12434,0.040264,184,184,5459,15,1003.9
18.732,0.0016258,0.0058778,5464,0.015134,2.6421,0.0084046,0.045341,-0.096975,-0.37203,0.093815,1,2,0.59996,99.388,0.6,0,0,0.0066758,0.00095369,-0.0020981,0.10395,-0.10734,0.012768,-0.0093462,-0.0017166,-0.003624,0.10166,-0.091147,0.011899,-0.017281,-0.00078255,0.042628,-0.005898,0.01001,0.043448,0.0054365,-0.010009,-0.00058204,0.014133,-0.02193,-0.41033,-2.4436,-0.73084,0.14952,0.90161,5.9316,-1.4046,4.2588,0.69685,0.90864,1.2506,0.54014,-0.48907,0.13089,0.16722,-0.041233,-0.46196,-0.27511,0.21104,0.068554,0.067698,0.0014575,0.25257,-0.17741,-0.010061,184,184,5465,15,1003.9
18.75,0.0013384,0.0045784,5471,0.018115,2.3257,0.0071539,0.039956,-0.092744,-0.38179,0.030607,1,2,0.63822,99.395,0.6,0,0,0.0062943,0.00095369,-0.0013352,0.10433,-0.10734,0.012769,-0.0093462,-0.0020981,-0.003624,0.10166,-0.090509,0.0042251,-0.014123,-0.003579,0.07601,0.0087086,0.00012345,0.034886,0.0023614,-0.023083,0.0025805,0.0080905,0.069361,-0.45444,-2.4436,-0.39092,0.17253,-0.029084,6.2615,-1.6947,4.2588,0.52689,0.88564,1.1925,-0.073552,-0.049195,0.13268,0.14072,-0.0032033,-0.41431,-0.20216,0.1892,0.020837,0.08226,-0.013023,0.30201,-0.22852,-0.022272,184,184,5472,15,1003.9
18.779,0.0015416,0.012537,5479,0.028384,1.6135,0.0046114,0.027781,-0.08105,-0.38176,-0.019839,1,2,0.67939,99.392,0.6,0,0,0.0066758,0.00057221,0.00019074,0.10433,-0.10747,0.01524,-0.0093462,-0.0028611,-0.0032425,0.10166,-0.087837,0.010042,0.0030774,-0.034415,0.06043,-0.0014702,0.0098274,0.15237,0.0055638,-0.04474,0.031538,0.00068313,0.09683,0.38186,-3.2814,-0.084982,0.080513,-0.029084,6.0927,-1.616,3.9796,0.11897,0.81663,1.6578,-0.58967,-0.046701,0.13976,0.11318,0.0054394,-0.39203,-0.18683,0.17703,-0.00026682,0.090655,-0.02269,0.30631,-0.23316,-0.02382,184,184,5482,15,1003.9
18.797,0.0013663,0.011149,5486,0.018177,1.1734,0.0032094,0.020226,-0.073042,-0.37578,-0.010611,1,2,0.71821,99.403,0.6,0,0,0.0066758,-0.00019074,0.00057221,0.10472,-0.10668,0.017642,-0.0093462,-0.003624,-0.0024796,0.10166,-0.087892,0.0092289,0.0014484,-0.043116,0.014453,0.0071445,0.030293,0.10763,0.002918,-0.040891,0.029394,0.0066982,-0.016347,-0.15041,-3.5607,0.52689,-0.14952,-0.20359,5.6414,-1.8659,5.7948,0.96879,0.54059,1.4833,-0.38644,-0.2766,0.13462,0.081824,0.015926,-0.3691,-0.18537,0.15662,0.0022689,0.097939,-0.022399,0.2731,-0.22087,-0.03015,184,184,5489,15,1003.9
18.818,0.0013923,0.008427,5495,0.020766,0.78286,0.0024063,0.01345,-0.053309,-0.37733,-0.013865,1,2,0.76532,99.398,0.6,0,0,0.0066758,-0.0013352,0.00057221,0.1051,-0.10538,0.019181,-0.0093462,-0.0047684,-0.0020981,0.10166,-0.088716,0.0071612,0.0037966,-0.056152,-0.0080671,0.035807,0.07756,0.11685,0.021024,-0.039793,0.029598,0.011563,0.0027776,0.16168,-3.1418,0.42491,0.12652,-0.49443,5.6455,-2.7236,3.5607,0.39092,0.35656,0.84344,-0.32585,0.021454,0.11572,0.04423,0.022214,-0.34564,-0.21166,0.12455,0.02824,0.11207,-0.021005,0.19806,-0.1897,-0.034155,184,184,5496,15,1003.9
18.837,0.0013791,0.011091,5501,0.019042,0.30027,0.0020184,0.0048363,-0.02781,-0.379,-0.05773,1,2,0.79795,99.406,0.6,0,0,0.0066758,-0.0028611,0.00057221,0.10624,-0.10342,0.021071,-0.0085832,-0.0051499,-0.0013352,0.10166,-0.087121,0.010483,-0.010383,-0.10097,0.0074346,0.051642,0.11629,0.11316,0.037933,-0.029337,0.04562,0.0021986,0.085737,0.16424,-3.5607,1.4787,-0.47158,-0.61077,4.3017,-2.7118,3.0021,1.6486,0.35656,1.3088,-0.35409,-0.1706,0.091065,0.029793,0.014427,-0.34451,-0.25874,0.093651,0.06714,0.12134,-0.014437,0.12329,-0.15733,-0.032751,184,184,5504,15,1003.9
