t_s,L_Ankle_Roll_ser,L_Ankle_Roll_par,R_Ankle_Roll_ser,R_Ankle_Roll_par
10.5801,0.012208,0.0852598,-0.0046306,0.0791562
10.5823,0.012208,0.0852598,-0.0046306,0.0791562
10.5841,0.012208,0.0852598,-0.0046306,0.0791562
10.5861,0.012208,0.0852598,-0.0046306,0.0791562
10.5881,0.012208,0.0852598,-0.0046306,0.0791562
10.5901,0.012208,0.0852598,-0.0046306,0.0791562
10.5921,0.012208,0.0852598,-0.0046306,0.0791562
10.5941,0.012208,0.0852598,-0.0046306,0.0791562
10.5961,0.012208,0.0852598,-0.0046306,0.0791562
10.5981,0.012208,0.0852598,-0.0046306,0.0791562
10.6001,0.012208,0.0852598,-0.0046306,0.0791562
10.6021,0.012208,0.0852598,-0.0046306,0.0791562
10.6041,0.012208,0.0852598,-0.0046306,0.0791562
10.6061,0.012208,0.0852598,-0.0046306,0.0791562
10.6081,0.012208,0.0852598,-0.0046306,0.0791562
10.6101,0.012208,0.0852598,-0.0046306,0.0791562
10.6122,0.012208,0.0852598,-0.0046306,0.0791562
10.6142,0.012208,0.0852598,-0.0046306,0.0791562
10.6162,0.012208,0.0852598,-0.0046306,0.0791562
10.6182,0.012208,0.0852598,-0.0046306,0.0791562
10.6201,0.012208,0.0852598,-0.0046306,0.0791562
10.6222,0.012208,0.0852598,-0.0046306,0.0791562
10.6241,0.012208,0.0852598,-0.0046306,0.0791562
10.6262,0.012208,0.0852598,-0.0046306,0.0791562
10.6282,0.012208,0.0852598,-0.0046306,0.0791562
10.6302,0.012208,0.0852598,-0.0046306,0.0791562
10.6323,0.012208,0.0852598,-0.0046306,0.0791562
10.6343,0.012208,0.0852598,-0.0046306,0.0791562
10.6362,0.012208,0.0852598,-0.0046306,0.0791562
10.6408,0.012208,0.0852598,-0.0046306,0.0791562
10.6413,0.012208,0.0852598,-0.0046306,0.0791562
10.6422,0.012208,0.0852598,-0.0046306,0.0791562
10.6442,0.012208,0.0852598,-0.0046306,0.0791562
10.6463,0.012208,0.0852598,-0.0046306,0.0791562
10.6482,0.012208,0.0852598,-0.0046306,0.0791562
10.6503,0.012208,0.0852598,-0.0046306,0.0791562
10.6523,0.012208,0.0852598,-0.0046306,0.0791562
10.6542,0.012208,0.0852598,-0.0046306,0.0791562
10.6563,0.012208,0.0852598,-0.0046306,0.0791562
10.6583,0.012208,0.0852598,-0.0046306,0.0791562
10.6602,0.012208,0.0852598,-0.0046306,0.0791562
10.6623,0.012208,0.0852598,-0.0046306,0.0791562
10.6642,0.012208,0.0852598,-0.0046306,0.0791562
10.6662,0.012208,0.0852598,-0.0046306,0.0791562
10.6682,0.012208,0.0852598,-0.0046306,0.0791562
10.6703,0.012208,0.0852598,-0.0046306,0.0791562
10.6722,0.012208,0.0852598,-0.0046306,0.0791562
10.6745,0.012208,0.0852598,-0.0046306,0.0791562
10.6762,0.012208,0.0852598,-0.0046306,0.0791562
10.6782,0.012208,0.0852598,-0.0046306,0.0791562
10.6802,0.012208,0.0852598,-0.0046306,0.0791562
10.6823,0.012208,0.0852598,-0.0046306,0.0791562
10.6842,0.012208,0.0852598,-0.0046306,0.0791562
10.6863,0.012208,0.0852598,-0.0046306,0.0791562
10.6883,0.012208,0.0852598,-0.0046306,0.0791562
10.6906,0.012208,0.0852598,-0.0046306,0.0791562
10.6922,0.012208,0.0852598,-0.0046306,0.0791562
10.6943,0.012208,0.0852598,-0.0046306,0.0791562
10.6963,0.012208,0.0852598,-0.0046306,0.0791562
10.6984,0.012208,0.0852598,-0.0046306,0.0791562
10.7003,0.012208,0.0852598,-0.0046306,0.0791562
10.7028,0.012208,0.0852598,-0.0046306,0.0791562
10.7043,0.012208,0.0852598,-0.0046306,0.0791562
10.7064,0.012208,0.0852598,-0.0046306,0.0791562
10.7082,0.012208,0.0852598,-0.0046306,0.0791562
10.7103,0.012208,0.0852598,-0.0046306,0.0791562
10.7123,0.012208,0.0852598,-0.0046306,0.0791562
10.7143,0.012208,0.0852598,-0.0046306,0.0791562
10.7163,0.012208,0.0852598,-0.0046306,0.0791562
10.7183,0.012208,0.0852598,-0.0046306,0.0791562
10.7203,0.012208,0.0852598,-0.0046306,0.0791562
10.7223,0.012208,0.0852598,-0.0046306,0.0791562
10.7243,0.012208,0.0852598,-0.0046306,0.0791562
10.7263,0.012208,0.0852598,-0.0046306,0.0791562
10.7283,0.012208,0.0852598,-0.0046306,0.0791562
10.7304,0.012208,0.0852598,-0.0046306,0.0791562
10.7323,0.012208,0.0852598,-0.0046306,0.0791562
10.7346,0.012208,0.0852598,-0.0046306,0.0791562
10.7364,0.012208,0.0852598,-0.0046306,0.0791562
10.7384,0.012208,0.0852598,-0.0046306,0.0791562
10.7403,0.012208,0.0852598,-0.0046306,0.0791562
10.7423,0.012208,0.0852598,-0.0046306,0.0791562
10.7443,0.012208,0.0852598,-0.0046306,0.0791562
10.7463,0.012208,0.0852598,-0.0046306,0.0791562
10.7483,0.012208,0.0852598,-0.0046306,0.0791562
10.7504,0.012208,0.0852598,-0.0046306,0.0791562
10.7523,0.012208,0.0852598,-0.0046306,0.0791562
10.7543,0.012208,0.0852598,-0.0046306,0.0791562
10.7563,0.012208,0.0852598,-0.0046306,0.0791562
10.7584,0.012208,0.0852598,-0.0046306,0.0791562
10.7604,0.012208,0.0852598,-0.0046306,0.0791562
10.7624,0.012208,0.0852598,-0.0046306,0.0791562
10.7643,0.012208,0.0852598,-0.0046306,0.0791562
10.7666,0.012208,0.0852598,-0.0046306,0.0791562
10.7686,0.012208,0.0852598,-0.0046306,0.0791562
10.7704,0.012208,0.0852598,-0.0046306,0.0791562
10.7724,0.012208,0.0852598,-0.0046306,0.0791562
10.7746,0.012208,0.0852598,-0.0046306,0.0791562
10.7767,0.012208,0.0852598,-0.0046306,0.0791562
10.7787,0.012208,0.0852598,-0.0046306,0.0791562
10.7807,0.012208,0.0852598,-0.0046306,0.0791562
10.7826,0.012208,0.0852598,-0.0046306,0.0791562
10.7846,0.012208,0.0852598,-0.0046306,0.0791562
10.7864,0.012208,0.0852598,-0.0046306,0.0791562
10.7884,0.012208,0.0852598,-0.0046306,0.0791562
10.7905,0.012208,0.0852598,-0.0046306,0.0791562
10.7924,0.012208,0.0852598,-0.0046306,0.0791562
10.7944,0.012208,0.0852598,-0.0046306,0.0791562
10.7964,0.012208,0.0852598,-0.0046306,0.0791562
10.7984,0.012208,0.0852598,-0.0046306,0.0791562
10.8004,0.012208,0.0852598,-0.0046306,0.0791562
10.8025,0.012208,0.0852598,-0.0046306,0.0791562
10.8047,0.012208,0.0852598,-0.0046306,0.0791562
10.8065,0.012208,0.0852598,-0.0046306,0.0791562
10.8084,0.012208,0.0852598,-0.0046306,0.0791562
10.8105,0.012208,0.0852598,-0.0046306,0.0791562
10.8124,0.012208,0.0852598,-0.0046306,0.0791562
10.8145,0.012208,0.0852598,-0.0046306,0.0791562
10.8165,0.012208,0.0852598,-0.0046306,0.0791562
10.8185,0.012208,0.0852598,-0.0046306,0.0791562
10.8205,0.012208,0.0852598,-0.0046306,0.0791562
10.8225,0.012208,0.0852598,-0.0046306,0.0791562
10.8244,0.012208,0.0852598,-0.0046306,0.0791562
10.8265,0.012208,0.0852598,-0.0046306,0.0791562
10.8285,0.012208,0.0852598,-0.0046306,0.0791562
10.8305,0.012208,0.0852598,-0.0046306,0.0791562
10.8325,0.012208,0.0852598,-0.0046306,0.0791562
10.8345,0.012208,0.0852598,-0.0046306,0.0791562
10.8365,0.012208,0.0852598,-0.0046306,0.0791562
10.8385,0.012208,0.0852598,-0.0046306,0.0791562
10.8405,0.012208,0.0852598,-0.0046306,0.0791562
10.8425,0.012208,0.0852598,-0.0046306,0.0791562
10.8445,0.012208,0.0852598,-0.0046306,0.0791562
10.8465,0.012208,0.0852598,-0.0046306,0.0791562
10.8485,0.012208,0.0852598,-0.0046306,0.0791562
10.8505,0.012208,0.0852598,-0.0046306,0.0791562
10.8525,0.012208,0.0852598,-0.0046306,0.0791562
10.8546,0.012208,0.0852598,-0.0046306,0.0791562
10.8588,0.012208,0.0852598,-0.0046306,0.0791562
10.8593,0.012208,0.0852598,-0.0046306,0.0791562
10.8604,0.012208,0.0852598,-0.0046306,0.0791562
10.8625,0.012208,0.0852598,-0.0046306,0.0791562
10.8644,0.012208,0.0852598,-0.0046306,0.0791562
10.8667,0.012208,0.0852598,-0.0046306,0.0791562
10.8684,0.012208,0.0852598,-0.0046306,0.0791562
10.8704,0.012208,0.0852598,-0.0046306,0.0791562
10.8725,0.012208,0.0852598,-0.0046306,0.0791562
10.8745,0.012208,0.0852598,-0.0046306,0.0791562
10.8764,0.012208,0.0852598,-0.0046306,0.0791562
10.8784,0.012208,0.0852598,-0.0046306,0.0791562
10.8805,0.012208,0.0852598,-0.0046306,0.0791562
10.8827,0.012208,0.0852598,-0.0046306,0.0791562
10.8845,0.012208,0.0852598,-0.0046306,0.0791562
10.8865,0.012208,0.0852598,-0.0046306,0.0791562
10.8886,0.012208,0.0852598,-0.0046306,0.0791562
10.8905,0.012208,0.0852598,-0.0046306,0.0791562
10.8926,0.012208,0.0852598,-0.0046306,0.0791562
10.8945,0.012208,0.0852598,-0.0046306,0.0791562
10.8983,0.012208,0.0852598,-0.0046306,0.0791562
10.8988,0.012208,0.0852598,-0.0046306,0.0791562
10.9005,0.012208,0.0852598,-0.0046306,0.0791562
10.9025,0.012208,0.0852598,-0.0046306,0.0791562
10.9045,0.012208,0.0852598,-0.0046306,0.0791562
10.9065,0.012208,0.0852598,-0.0046306,0.0791562
10.9085,0.012208,0.0852598,-0.0046306,0.0791562
10.9106,0.012208,0.0852598,-0.0046306,0.0791562
10.9125,0.012208,0.0852598,-0.0046306,0.0791562
10.9145,0.012208,0.0852598,-0.0046306,0.0791562
10.9165,0.012208,0.0852598,-0.0046306,0.0791562
10.9185,0.012208,0.0852598,-0.0046306,0.0791562
10.9205,0.012208,0.0852598,-0.0046306,0.0791562
10.9225,0.012208,0.0852598,-0.0046306,0.0791562
10.9245,0.012208,0.0852598,-0.0046306,0.0791562
10.9265,0.012208,0.0852598,-0.0046306,0.0791562
10.9286,0.012208,0.0852598,-0.0046306,0.0791562
10.9306,0.012208,0.0852598,-0.0046306,0.0791562
10.9325,0.012208,0.0852598,-0.0046306,0.0791562
10.9346,0.012208,0.0852598,-0.0046306,0.0791562
10.9367,0.012208,0.0852598,-0.0046306,0.0791562
10.9411,0.012208,0.0852598,-0.0046306,0.0791562
10.9416,0.012208,0.0852598,-0.0046306,0.0791562
10.9426,0.012208,0.0852598,-0.0046306,0.0791562
10.9445,0.012208,0.0852598,-0.0046306,0.0791562
10.9466,0.012208,0.0852598,-0.0046306,0.0791562
10.9486,0.012208,0.0852598,-0.0046306,0.0791562
10.9506,0.012208,0.0852598,-0.0046306,0.0791562
10.9526,0.012208,0.0852598,-0.0046306,0.0791562
10.9546,0.012208,0.0852598,-0.0046306,0.0791562
10.9566,0.012208,0.0852598,-0.0046306,0.0791562
10.9587,0.012208,0.0852598,-0.0046306,0.0791562
10.9606,0.012208,0.0852598,-0.0046306,0.0791562
10.9626,0.012208,0.0852598,-0.0046306,0.0791562
10.9646,0.012208,0.0852598,-0.0046306,0.0791562
10.9669,0.012208,0.0852598,-0.0046306,0.0791562
10.9687,0.012208,0.0852598,-0.0046306,0.0791562
10.9706,0.012208,0.0852598,-0.0046306,0.0791562
10.9726,0.012208,0.0852598,-0.0046306,0.0791562
10.9746,0.012208,0.0852598,-0.0046306,0.0791562
10.9767,0.012208,0.0852598,-0.0046306,0.0791562
10.9793,0.012208,0.0852598,-0.0046306,0.0791562
10.9821,0.012208,0.0852598,-0.0046306,0.0791562
10.985,0.012208,0.0852598,-0.0046306,0.0791562
10.9861,0.0126004,0.0852598,-0.0046306,0.0791562
10.9869,0.0122077,0.0852598,-0.0046306,0.0791562
10.9898,0.012208,0.0852598,-0.0046306,0.0791562
10.9943,0.012208,0.0852598,-0.0046306,0.0791562
10.9948,0.012208,0.0852598,-0.0046306,0.0791562
10.9953,0.012208,0.0852598,-0.0046306,0.0791562
10.9984,0.012208,0.0852598,-0.0046306,0.0791562
11.0024,0.012208,0.0852598,-0.0046306,0.0791562
11.0029,0.012208,0.0852598,-0.0046306,0.0791562
11.0034,0.012208,0.0852598,-0.0046306,0.0791562
11.0047,0.012208,0.0852598,-0.0046306,0.0791562
11.0067,0.012208,0.0852598,-0.0046306,0.0791562
11.0087,0.012208,0.0852598,-0.0046306,0.0791562
11.0107,0.012208,0.0852598,-0.0046306,0.0791562
11.0127,0.012208,0.0852598,-0.0046306,0.0791562
11.0147,0.012208,0.0852598,-0.0046306,0.0791562
11.0168,0.012208,0.0852598,-0.0046306,0.0791562
11.0187,0.012208,0.0852598,-0.0046306,0.0791562
11.0207,0.012208,0.0852598,-0.0046306,0.0791562
11.0228,0.012208,0.0852598,-0.0046306,0.0791562
11.0248,0.012208,0.0852598,-0.0046306,0.0791562
11.0268,0.012208,0.0852598,-0.0046306,0.0791562
11.0287,0.012208,0.0852598,-0.0046306,0.0791562
11.0307,0.012208,0.0852598,-0.0046306,0.0791562
11.0328,0.012208,0.0852598,-0.0046306,0.0791562
11.0347,0.012208,0.0852598,-0.0046306,0.0791562
11.0367,0.012208,0.0852598,-0.0046306,0.0791562
11.0387,0.012208,0.0852598,-0.0046306,0.0791562
11.0407,0.012208,0.0852598,-0.0046306,0.0791562
11.0427,0.012208,0.0852598,-0.0046306,0.0791562
11.0448,0.012208,0.0852598,-0.0046306,0.0791562
11.0467,0.012208,0.0852598,-0.0046306,0.0791562
11.0488,0.012208,0.0852598,-0.0046306,0.0791562
11.0508,0.012208,0.0852598,-0.0046306,0.0791562
11.0528,0.012208,0.0852598,-0.0046306,0.0791562
11.0548,0.012208,0.0852598,-0.0046306,0.0791562
11.0569,0.012208,0.0852598,-0.0046306,0.0791562
11.0593,0.012208,0.0852598,-0.0046306,0.0791562
11.0609,0.012208,0.0852598,-0.0046306,0.0791562
11.0629,0.012208,0.0852598,-0.0046306,0.0791562
11.0648,0.012208,0.0852598,-0.0046306,0.0791562
11.0672,0.012208,0.0852598,-0.0046306,0.0791562
11.0689,0.012208,0.0852598,-0.0046306,0.0791562
11.0709,0.012208,0.0852598,-0.0046306,0.0791562
11.0728,0.012208,0.0852598,-0.0046306,0.0791562
11.0748,0.012208,0.0852598,-0.0046306,0.0791562
11.0768,0.012208,0.0852598,-0.0046306,0.0791562
11.0789,0.012208,0.0852598,-0.0046306,0.0791562
11.0808,0.012208,0.0852598,-0.0046306,0.0791562
11.0829,0.012208,0.0852598,-0.0046306,0.0791562
11.0849,0.012208,0.0852598,-0.0046306,0.0791562
11.0869,0.012208,0.0852598,-0.0046306,0.0791562
11.0888,0.012208,0.0852598,-0.0046306,0.0791562
11.091,0.012208,0.0852598,-0.0046306,0.0791562
11.0929,0.012208,0.0852598,-0.0046306,0.0791562
11.0949,0.012208,0.0852598,-0.0046306,0.0791562
11.0969,0.012208,0.0852598,-0.0046306,0.0791562
11.0989,0.012208,0.0852598,-0.0046306,0.0791562
11.101,0.012208,0.0852598,-0.0046306,0.0791562
11.1029,0.012208,0.0852598,-0.0046306,0.0791562
11.105,0.012208,0.0852598,-0.0046306,0.0791562
11.1069,0.012208,0.0852598,-0.0046306,0.0791562
11.1089,0.012208,0.0852598,-0.0046306,0.0791562
11.1109,0.012208,0.0852598,-0.0046306,0.0791562
11.1129,0.012208,0.0852598,-0.0046306,0.0791562
11.115,0.012208,0.0852598,-0.0046306,0.0791562
11.1169,0.012208,0.0852598,-0.0046306,0.0791562
11.1189,0.012208,0.0852598,-0.0046306,0.0791562
11.1209,0.012208,0.0852598,-0.0046306,0.0791562
11.123,0.012208,0.0852598,-0.0046306,0.0791562
11.125,0.012208,0.0852598,-0.0046306,0.0791562
11.127,0.012208,0.0852598,-0.0046306,0.0791562
11.1291,0.012208,0.0852598,-0.0046306,0.0791562
11.1311,0.012208,0.0852598,-0.0046306,0.0791562
11.1333,0.012208,0.0852598,-0.0046306,0.0791562
11.135,0.012208,0.0852598,-0.0046306,0.0791562
11.137,0.012208,0.0852598,-0.0046306,0.0791562
11.139,0.012208,0.0852598,-0.0046306,0.0791562
11.141,0.012208,0.0852598,-0.0046306,0.0791562
11.143,0.012208,0.0852598,-0.0046306,0.0791562
11.145,0.012208,0.0852598,-0.0046306,0.0791562
11.147,0.012208,0.0852598,-0.0046306,0.0791562
11.149,0.012208,0.0852598,-0.0046306,0.0791562
11.151,0.012208,0.0852598,-0.0046306,0.0791562
11.153,0.012208,0.0852598,-0.0046306,0.0791562
11.155,0.012208,0.0852598,-0.0046306,0.0791562
11.157,0.012208,0.0852598,-0.0046306,0.0791562
11.1591,0.012208,0.0852598,-0.0046306,0.0791562
11.161,0.012208,0.0852598,-0.0046306,0.0791562
11.163,0.012208,0.0852598,-0.0046306,0.0791562
11.165,0.012208,0.0852598,-0.0046306,0.0791562
11.1675,0.012208,0.0852598,-0.0046306,0.0791562
11.169,0.012208,0.0852598,-0.0046306,0.0791562
11.171,0.012208,0.0852598,-0.0046306,0.0791562
11.1731,0.012208,0.0852598,-0.0046306,0.0791562
11.1751,0.012208,0.0852598,-0.0046306,0.0791562
11.177,0.012208,0.0852598,-0.0046306,0.0791562
11.1791,0.012208,0.0852598,-0.0046306,0.0791562
11.1811,0.012208,0.0852598,-0.0046306,0.0791562
11.1834,0.012208,0.0852598,-0.0046306,0.0791562
11.1851,0.012208,0.0852598,-0.0046306,0.0791562
11.1871,0.012208,0.0852598,-0.0046306,0.0791562
11.1891,0.012208,0.0852598,-0.0046306,0.0791562
11.1911,0.012208,0.0852598,-0.0046306,0.0791562
11.1931,0.012208,0.0852598,-0.0046306,0.0791562
11.1951,0.012208,0.0852598,-0.0046306,0.0791562
11.1971,0.012208,0.0852598,-0.0046306,0.0791562
11.1991,0.012208,0.0852598,-0.0046306,0.0791562
11.2011,0.012208,0.0852598,-0.0046306,0.0791562
11.2031,0.012208,0.0852598,-0.0046306,0.0791562
11.2051,0.012208,0.0852598,-0.0046306,0.0791562
11.2071,0.012208,0.0852598,-0.0046306,0.0791562
11.2091,0.012208,0.0852598,-0.0046306,0.0791562
11.2111,0.012208,0.0852598,-0.0046306,0.0791562
11.2131,0.012208,0.0852598,-0.0046306,0.0791562
11.2151,0.012208,0.0852598,-0.0046306,0.0791562
11.2171,0.012208,0.0852598,-0.0046306,0.0791562
11.2191,0.012208,0.0852598,-0.0046306,0.0791562
11.2211,0.012208,0.0852598,-0.0046306,0.0791562
11.2233,0.012208,0.0852598,-0.0046306,0.0791562
11.2251,0.012208,0.0852598,-0.0046306,0.0791562
11.2271,0.012208,0.0852598,-0.0046306,0.0791562
11.2291,0.012208,0.0852598,-0.0046306,0.0791562
11.2312,0.012208,0.0852598,-0.0046306,0.0791562
11.2332,0.012208,0.0852598,-0.0046306,0.0791562
11.2351,0.012208,0.0852598,-0.0046306,0.0791562
11.2372,0.012208,0.0852598,-0.0046306,0.0791562
11.2391,0.012208,0.0852598,-0.0046306,0.0791562
11.2411,0.012208,0.0852598,-0.0046306,0.0791562
11.2432,0.012208,0.0852598,-0.0046306,0.0791562
11.2451,0.012208,0.0852598,-0.0046306,0.0791562
11.2471,0.012208,0.0852598,-0.0046306,0.0791562
11.2492,0.012208,0.0852598,-0.0046306,0.0791562
11.2516,0.012208,0.0852598,-0.0046306,0.0791562
11.2532,0.012208,0.0852598,-0.0046306,0.0791562
11.2552,0.012208,0.0852598,-0.0046306,0.0791562
11.2572,0.012208,0.0852598,-0.0046306,0.0791562
11.2592,0.012208,0.0852598,-0.0046306,0.0791562
11.2612,0.012208,0.0852598,-0.0046306,0.0791562
11.2633,0.012208,0.0852598,-0.0046306,0.0791562
11.2652,0.012208,0.0852598,-0.0046306,0.0791562
11.2676,0.012208,0.0852598,-0.0046306,0.0791562
11.2695,0.012208,0.0852598,-0.0046306,0.0791562
11.2712,0.012208,0.0852598,-0.0046306,0.0791562
11.2732,0.012208,0.0852598,-0.0046306,0.0791562
11.2752,0.012208,0.0852598,-0.0046306,0.0791562
11.2772,0.012208,0.0852598,-0.0046306,0.0791562
11.2792,0.012208,0.0852598,-0.0046306,0.0791562
11.2812,0.012208,0.0852598,-0.0046306,0.0791562
11.2832,0.012208,0.0852598,-0.0046306,0.0791562
11.2852,0.012208,0.0852598,-0.0046306,0.0791562
11.2872,0.012208,0.0852598,-0.0046306,0.0791562
11.2892,0.012208,0.0852598,-0.0046306,0.0791562
11.2913,0.012208,0.0852598,-0.0046306,0.0791562
11.2932,0.012208,0.0852598,-0.0046306,0.0791562
11.2952,0.012208,0.0852598,-0.0046306,0.0791562
11.2972,0.012208,0.0852598,-0.0046306,0.0791562
11.2992,0.012208,0.0852598,-0.0046306,0.0791562
11.3012,0.012208,0.0852598,-0.0046306,0.0791562
11.3033,0.012208,0.0852598,-0.0046306,0.0791562
11.3053,0.012208,0.0852598,-0.0046306,0.0791562
11.3073,0.012208,0.0852598,-0.0046306,0.0791562
11.3093,0.012208,0.0852598,-0.0046306,0.0791562
11.3113,0.012208,0.0852598,-0.0046306,0.0791562
11.3133,0.012208,0.0852598,-0.0046306,0.0791562
11.3153,0.012208,0.0852598,-0.0046306,0.0791562
11.3173,0.012208,0.0852598,-0.0046306,0.0791562
11.3193,0.012208,0.0852598,-0.0046306,0.0791562
11.3213,0.012208,0.0852598,-0.0046306,0.0791562
11.3233,0.012208,0.0852598,-0.0046306,0.0791562
11.3253,0.012208,0.0852598,-0.0046306,0.0791562
11.3273,0.012208,0.0852598,-0.0046306,0.0791562
11.3293,0.012208,0.0852598,-0.0046306,0.0791562
11.3313,0.012208,0.0852598,-0.0046306,0.0791562
11.3333,0.012208,0.0852598,-0.0046306,0.0791562
11.3353,0.012208,0.0852598,-0.0046306,0.0791562
11.3373,0.012208,0.0852598,-0.0046306,0.0791562
11.3394,0.012208,0.0852598,-0.0046306,0.0791562
11.3413,0.012208,0.0852598,-0.0046306,0.0791562
11.3436,0.012208,0.0852598,-0.0046306,0.0791562
11.3454,0.012208,0.0852598,-0.0046306,0.0791562
11.3473,0.012208,0.0852598,-0.0046306,0.0791562
11.3493,0.012208,0.0852598,-0.0046306,0.0791562
11.3513,0.012208,0.0852598,-0.0046306,0.0791562
11.3533,0.012208,0.0852598,-0.0046306,0.0791562
11.3553,0.012208,0.0852598,-0.0046306,0.0791562
11.3574,0.012208,0.0852598,-0.0046306,0.0791562
11.3593,0.012208,0.0852598,-0.0046306,0.0791562
11.3614,0.012208,0.0852598,-0.0046306,0.0791562
11.3633,0.012208,0.0852598,-0.0046306,0.0791562
11.3653,0.012208,0.0852598,-0.0046306,0.0791562
11.3676,0.012208,0.0852598,-0.0046306,0.0791562
11.3693,0.012208,0.0852598,-0.0046306,0.0791562
11.3713,0.012208,0.0852598,-0.0046306,0.0791562
11.3733,0.012208,0.0852598,-0.0046306,0.0791562
11.3754,0.012208,0.0852598,-0.0046306,0.0791562
11.3773,0.012208,0.0852598,-0.0046306,0.0791562
11.3793,0.012208,0.0852598,-0.0046306,0.0791562
11.3813,0.012208,0.0852598,-0.0046306,0.0791562
11.3833,0.012208,0.0852598,-0.0046306,0.0791562
11.3854,0.012208,0.0852598,-0.0046306,0.0791562
11.3874,0.012208,0.0852598,-0.0046306,0.0791562
11.3894,0.012208,0.0852598,-0.0046306,0.0791562
11.3914,0.012208,0.0852598,-0.0046306,0.0791562
11.3934,0.012208,0.0852598,-0.0046306,0.0791562
11.3953,0.012208,0.0852598,-0.0046306,0.0791562
11.3974,0.012208,0.0852598,-0.0046306,0.0791562
11.3994,0.012208,0.0852598,-0.0046306,0.0791562
11.4014,0.012208,0.0852598,-0.0046306,0.0791562
11.4034,0.012208,0.0852598,-0.0046306,0.0791562
11.4054,0.012208,0.0852598,-0.0046306,0.0791562
11.4074,0.012208,0.0852598,-0.0046306,0.0791562
11.4094,0.012208,0.0852598,-0.0046306,0.0791562
11.4114,0.012208,0.0852598,-0.0046306,0.0791562
11.4134,0.012208,0.0852598,-0.0046306,0.0791562
11.4154,0.012208,0.0852598,-0.0046306,0.0791562
11.4174,0.012208,0.0852598,-0.0046306,0.0791562
11.4194,0.012208,0.0852598,-0.0046306,0.0791562
11.4214,0.012208,0.0852598,-0.0046306,0.0791562
11.4234,0.012208,0.0852598,-0.0046306,0.0791562
11.4256,0.012208,0.0852598,-0.0046306,0.0791562
11.4274,0.012208,0.0852598,-0.0046306,0.0791562
11.4295,0.012208,0.0852598,-0.0046306,0.0791562
11.4314,0.012208,0.0852598,-0.0046306,0.0791562
11.4334,0.012208,0.0852598,-0.0046306,0.0791562
11.4355,0.012208,0.0852598,-0.0046306,0.0791562
11.4374,0.012208,0.0852598,-0.0046306,0.0791562
11.4394,0.012208,0.0852598,-0.0046306,0.0791562
11.4415,0.012208,0.0852598,-0.0046306,0.0791562
11.4434,0.012208,0.0852598,-0.0046306,0.0791562
11.4454,0.012208,0.0852598,-0.0046306,0.0791562
11.4475,0.012208,0.0852598,-0.0046306,0.0791562
11.4494,0.012208,0.0852598,-0.0046306,0.0791562
11.4515,0.012208,0.0852598,-0.0046306,0.0791562
11.4535,0.012208,0.0852598,-0.0046306,0.0791562
11.4555,0.012208,0.0852598,-0.0046306,0.0791562
11.4574,0.012208,0.0852598,-0.0046306,0.0791562
11.4595,0.012208,0.0852598,-0.0046306,0.0791562
11.4615,0.012208,0.0852598,-0.0046306,0.0791562
11.4635,0.012208,0.0852598,-0.0046306,0.0791562
11.4655,0.012208,0.0852598,-0.0046306,0.0791562
11.4678,0.012208,0.0852598,-0.0046306,0.0791562
11.4695,0.012208,0.0852598,-0.0046306,0.0791562
11.4715,0.012208,0.0852598,-0.0046306,0.0791562
11.4735,0.012208,0.0852598,-0.0046306,0.0791562
11.4755,0.012208,0.0852598,-0.0046306,0.0791562
11.4775,0.012208,0.0852598,-0.0046306,0.0791562
11.4795,0.012208,0.0852598,-0.0046306,0.0791562
11.4815,0.012208,0.0852598,-0.0046306,0.0791562
11.4838,0.012208,0.0852598,-0.0046306,0.0791562
11.4855,0.012208,0.0852598,-0.0046306,0.0791562
11.4875,0.012208,0.0852598,-0.0046306,0.0791562
11.4895,0.012208,0.0852598,-0.0046306,0.0791562
11.4915,0.012208,0.0852598,-0.0046306,0.0791562
11.4936,0.012208,0.0852598,-0.0046306,0.0791562
11.4956,0.012208,0.0852598,-0.0046306,0.0791562
11.4975,0.012208,0.0852598,-0.0046306,0.0791562
11.4995,0.012208,0.0852598,-0.0046306,0.0791562
11.5016,0.012208,0.0852598,-0.0046306,0.0791562
11.5036,0.012208,0.0852598,-0.0046306,0.0791562
11.5056,0.012208,0.0852598,-0.0046306,0.0791562
11.5076,0.012208,0.0852598,-0.0046306,0.0791562
11.5096,0.012208,0.0852598,-0.0046306,0.0791562
11.5116,0.012208,0.0852598,-0.0046306,0.0791562
11.5136,0.012208,0.0852598,-0.0046306,0.0791562
11.5156,0.012208,0.0852598,-0.0046306,0.0791562
11.5176,0.012208,0.0852598,-0.0046306,0.0791562
11.5196,0.012208,0.0852598,-0.0046306,0.0791562
11.5215,0.012208,0.0852598,-0.0046306,0.0791562
11.5236,0.012208,0.0852598,-0.0046306,0.0791562
11.5255,0.012208,0.0852598,-0.0046306,0.0791562
11.5276,0.012208,0.0852598,-0.0046306,0.0791562
11.5296,0.012208,0.0852598,-0.0046306,0.0791562
11.5316,0.012208,0.0852598,-0.0046306,0.0791562
11.5336,0.012208,0.0852598,-0.0046306,0.0791562
11.5356,0.012208,0.0852598,-0.0046306,0.0791562
11.5376,0.012208,0.0852598,-0.0046306,0.0791562
11.5396,0.012208,0.0852598,-0.0046306,0.0791562
11.5416,0.012208,0.0852598,-0.0046306,0.0791562
