t_s,low_state_age_s,policy_state_age_s,low_state_seq,tick_dt_s,tilt_deg,roll,pitch,gx,gy,gz,walking,gait_freq,gait_process,pub_hz,goal_x,goal_y,heading_err,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,gate_rej_legs,gate_rej_total,gate_samples,gate_dt_p99_ms,gate_dt_max_ms
38.484,0.0049393,0.010216,14867,0.010585,1.2097,-0.00091632,0.021093,0.0012333,-0.0042828,0.00067079,1,2,0.54472,98.226,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0048261,-0.0070137,0.0045104,-0.011683,0.00079994,0.011679,0.0089468,-0.0054753,0.0020137,0.0071304,0.00014443,0.011879,1.0473,4.707,-0.080513,-0.61077,2.6645,-1.7765,-0.34908,-5.6531,0.74762,-0.26176,1.3939,0.85177,0.13688,0.12693,-0.088759,-0.3691,-0.20061,0.18684,0.14469,0.042836,0.012032,-0.019764,-0.12959,0.078227,189,189,14869,10,1011.1
38.506,0.00168,0.0067744,14875,0.021514,1.2022,-0.00090811,0.020963,-0.00031285,-0.002256,0.00070954,1,2,0.58798,98.229,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0041038,-0.0032089,0.014782,-0.0043329,-0.0011393,0.0085328,0.0081812,-0.0056498,0.0008525,0.00099946,0.0032909,0.0094323,1.0473,4.4505,-0.37956,-0.43626,2.6644,-1.7541,-1.0473,-5.3566,0.58659,-0.14542,1.2193,0.76048,0.15931,0.18288,-0.080913,-0.43727,-0.26953,0.22661,0.074877,0.056427,-0.00054237,0.22656,-0.1509,-0.0035949,189,189,14877,10,1011.1
38.523,0.0057378,0.010107,14881,0.017607,1.198,-0.00088207,0.02089,0.00097509,-0.0038893,0.0026426,1,2,0.62486,98.233,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.006322,-0.0042291,0.0055864,-0.0094883,-0.00010237,0.014499,0.0026034,-0.0056114,0.0017473,0.0025278,0.004585,0.014746,1.0473,4.2308,-0.28755,-0.43626,2.6839,-1.6526,-0.76799,-5.2824,0.74762,-0.31993,1.0327,0.55131,0.16516,0.15161,-0.027903,-0.38035,-0.19464,0.20071,0.0035749,0.06835,-0.011899,0.28568,-0.22027,-0.028316,189,189,14882,10,1011.1
38.553,0.0018961,0.013719,14888,0.029391,1.1958,-0.0009123,0.02085,-0.0019605,-0.00070569,0.00064172,1,2,0.66853,98.237,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10586,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0078512,-0.0076058,0.0022099,-0.0092546,-0.00092263,0.01504,0.0044583,-0.0049118,-0.00019533,0.0043617,0.0050979,0.018851,1.3265,4.1209,-0.080513,0.14542,2.7451,-1.8178,0.48872,-5.8755,0.67861,0.029084,1.2946,0.91143,0.18438,0.12457,-0.021659,-0.35289,-0.17992,0.18906,-0.029606,0.073685,-0.023401,0.29532,-0.22947,-0.033664,189,189,14892,10,1011.1
38.572,0.0014288,0.013688,14895,0.019639,1.1968,-0.00089245,0.020869,0.00011821,-0.00021973,-0.0013882,1,2,0.70707,98.237,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0033929,-0.0066148,0.0015021,-0.007941,-0.0002391,0.008203,0.0072433,-0.0083348,0.0044052,0.0042483,0.0027246,0.012371,0.62835,4.6337,0.10352,-0.49443,2.5644,-1.7236,-1.4662,-5.2453,0.81663,0.029084,1.1782,0.85057,0.18731,0.092106,-0.010891,-0.32739,-0.17718,0.16906,-0.036718,0.07934,-0.025449,0.26355,-0.21983,-0.040529,189,189,14898,10,1011.1
38.594,0.0057603,0.012019,14901,0.021851,1.1964,-0.00090725,0.020861,-6.5924e-05,0.0011727,-0.00088677,1,2,0.76262,98.247,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.009867,-0.0047533,0.0061357,0.0041886,-0.0018261,0.0080834,0.0019667,-0.0043814,0.0066965,0.0057704,0.00022679,0.013659,1.0473,4.6337,-0.33355,-0.66894,2.9443,-1.8125,-1.6058,-5.3195,0.74762,-0.31993,1.6483,0.87327,0.17475,0.040856,0.0042999,-0.29257,-0.20212,0.1312,-0.016707,0.097576,-0.029324,0.17307,-0.18532,-0.044792,189,189,14904,10,1011.1
38.608,0.0015699,0.0097471,14906,0.014264,1.198,-0.00090243,0.020889,-0.00067093,0.00099059,-0.0009424,1,2,0.78745,98.243,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.006189,-0.0063943,0.0046489,0.0014211,-0.00092638,0.010189,0.0087137,-0.0028848,0.0044799,0.008746,0.0024408,0.012988,1.0473,3.9377,-0.37956,-0.49443,2.4447,-1.6593,-1.0473,-5.7273,0.67861,0.029084,1.6077,0.94128,0.15502,0.025857,0.0008569,-0.28664,-0.23774,0.10622,0.022403,0.10923,-0.026503,0.099507,-0.15084,-0.040025,189,189,14908,10,1011.1
38.63,0.0013112,0.012306,14914,0.022081,1.2044,-0.0008814,0.021002,-0.0011467,0.0040315,-0.0010456,1,2,0.82596,98.244,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.003636,-0.0055817,0.0073093,0.0043517,-0.0061466,0.010859,-0.00043699,-0.0057199,0.00093634,0.003955,0.0053171,-0.00082436,1.0473,4.4505,-0.33355,-0.31993,2.8646,-1.7468,-0.62835,-5.5419,0.67861,0.029084,1.2346,0.9693,0.13042,0.010657,0.0011035,-0.28355,-0.28029,0.075271,0.061961,0.11424,-0.020527,0.0067254,-0.12818,-0.034069,189,189,14917,10,1011.1
38.65,0.0047895,0.016474,14921,0.019922,1.213,-0.00085512,0.021153,0.0012076,0.0047386,-0.00094538,1,2,0.86445,98.248,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0053383,0.00029496,0.00082963,-0.0057313,-0.00080317,0.006382,0.0092533,-0.0014513,0.0049462,0.001477,-0.00040651,0.011076,-0.48872,4.1575,-0.33355,-0.31993,2.6443,-1.6305,-0.62835,-5.4307,0.51758,-0.26176,1.4751,0.71575,0.10528,0.0047098,-0.0045272,-0.2878,-0.32702,0.047481,0.099844,0.11658,-0.011219,-0.08905,-0.13386,-0.028199,189,189,14925,10,1011.1
38.672,0.0056409,0.018207,14929,0.021635,1.2178,-0.00082428,0.021238,0.0017196,0.0051133,0.00075366,1,2,0.90597,98.252,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0070835,-0.0041489,0.014424,-0.0047757,-0.0022407,0.0098851,0.0036659,-0.0056166,0.0016993,0.0021975,0.004661,0.0036474,-0.34908,3.8645,-0.034505,-0.087253,2.8441,-1.7372,-0.34908,-5.8755,0.6556,0.029084,1.3758,0.7754,0.086313,-0.010097,-0.0093525,-0.29551,-0.34602,0.010009,0.12092,0.11675,0.0056598,-0.1744,-0.1587,-0.044128,189,189,14933,10,1011.1
38.691,0.0013504,0.016671,14936,0.018565,1.2228,-0.0007425,0.021329,0.0020423,0.0061537,-0.00032773,1,2,0.93751,98.258,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.004119,-0.0066688,0.0074254,0.0022514,0.00066225,0.01471,0.0078026,-0.0018629,0.0022122,0.0039119,0.0010222,0.013589,1.0473,4.4505,0.011502,-0.84344,2.4843,-1.6813,-1.0473,-5.4307,0.67861,0.029084,1.0789,0.91023,0.08534,-0.025452,-0.010319,-0.30104,-0.32086,-0.030099,0.12747,0.1082,0.027145,-0.21907,-0.17446,-0.08257,189,189,14940,10,1011.1
38.72,0.0049984,0.021554,14944,0.029419,1.2294,-0.00070363,0.021445,0.0017547,0.0067085,-8.6004e-05,1,2,0.99356,98.256,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.006566,-0.0036478,0.003513,-0.0029015,-0.0025794,0.0038594,0.0052128,-0.0053478,-0.00074493,-0.0018564,-0.0046878,0.00089962,1.8851,4.1575,0.10352,-0.78527,2.8636,-1.6357,-0.34908,-5.8014,0.58659,-0.31993,1.4959,0.65966,0.093533,-0.044474,-0.0037778,-0.25997,-0.25775,-0.09613,0.13354,0.06563,0.065983,-0.28052,-0.18169,-0.15843,189,189,14949,10,1011.1
38.742,0.0013235,0.021609,14951,0.021967,1.236,-0.00063684,0.021563,0.0023093,0.0068834,-0.0010622,1,2,0.030448,98.252,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0037898,-0.0011042,0.011429,-0.0056161,-0.00011457,0.012607,-0.00043491,-0.0073215,-0.0037225,-0.00029604,0.0036409,0.0038658,1.0473,4.1209,-0.080513,0.14542,3.2032,-1.6587,-1.0473,-5.6531,0.67861,0.20359,1.4904,0.92457,0.10613,-0.041547,0.012396,-0.057752,-0.18162,-0.098405,0.15976,-0.054013,0.11921,-0.34005,-0.19014,-0.22641,189,189,14957,10,1011.1
38.767,0.0014738,0.017438,14961,0.024975,1.248,-0.00062209,0.021772,0.00083629,0.0062834,-0.0024319,1,2,0.088915,98.25,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.013521,-0.0028505,0.0019864,-0.018189,-0.0016799,0.0071967,0.0044293,0.00043304,0.0050744,0.006252,-0.0012279,0.0071784,0.76799,4.1209,0.011502,-0.66894,2.804,-1.7161,-1.0473,-5.579,0.81663,-0.087253,1.4137,0.83984,0.068604,0.0053441,0.023587,0.25811,-0.12897,-0.012206,0.19804,-0.18175,0.11745,-0.35146,-0.20466,-0.25314,189,189,14966,10,1011.1
38.792,0.0079022,0.021412,14970,0.025379,1.2518,-0.00059723,0.02184,-7.7036e-06,0.0043818,-0.0011738,1,2,0.14469,98.259,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.00185,-0.0046666,0.0080192,-0.0039944,0.0014351,0.012616,0.0023103,-0.0028942,-0.0045713,0.0022916,0.00035668,0.012889,2.8625,4.4139,-0.33355,-0.49443,2.764,-1.6949,-0.62835,-5.579,0.51758,0.029084,1.513,0.78019,-0.022107,0.030423,0.037544,0.33817,-0.20746,0.023895,0.20809,-0.18294,0.072563,-0.28472,-0.16737,-0.25385,189,189,14973,10,1011.1
38.812,0.0015273,0.011176,14978,0.019569,1.2558,-0.00057491,0.021911,8.2729e-05,0.005503,-0.0012986,1,2,0.19152,98.263,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098589,0.012142,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,0.0036862,-0.0041444,0.0082393,-0.0017852,-0.0017841,0.012884,0.00011466,-0.0042384,0.00040713,-0.0015967,0.00037332,0.010008,0.76799,4.1209,-0.034505,-0.14542,2.764,-1.6949,-1.1869,-5.3936,0.67861,-0.26176,1.3565,0.76526,-0.055818,0.031937,0.051073,0.33755,-0.20248,0.026914,0.20556,-0.15121,0.050831,-0.25319,-0.14649,-0.243,189,189,14981,10,1011.1
38.827,0.0015169,0.007979,14985,0.015237,1.2599,-0.00055976,0.021982,0.0006441,0.002496,0.00058899,1,2,0.22836,98.265,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0073873,0.0018664,0.0063127,-0.011541,-0.0010237,0.014148,-0.0010669,-0.0064605,0.00092922,0.0061467,0.0022084,0.015038,1.8851,4.304,0.011502,-0.087253,2.645,-1.765,-0.62835,-5.5419,0.51758,-0.14542,1.6677,0.88341,-0.051699,0.024634,0.053519,0.29131,-0.18741,0.023544,0.20136,-0.11691,0.040905,-0.24667,-0.14435,-0.21748,189,189,14988,10,1011.1
38.849,0.0013957,0.010872,14992,0.022228,1.2621,-0.00053039,0.022021,0.00083927,0.0038908,0.0001581,1,2,0.26679,98.272,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0064812,-0.0056477,-0.0055369,-0.0068308,-0.00011298,0.0048429,0.010714,-0.0030804,0.0035552,0.0052604,0.0084348,0.0050971,1.0473,3.9377,0.011502,-0.49443,2.7845,-1.7045,-0.34908,-5.4307,0.81663,0.029084,1.2775,0.79091,-0.024191,0.013173,0.052448,0.21368,-0.16177,0.017506,0.19486,-0.081521,0.033637,-0.24489,-0.15129,-0.17668,189,189,14995,10,1011.1
38.863,0.001429,0.0035131,15000,0.013604,1.2616,-0.0005181,0.022012,0.0018341,-0.00015254,-0.0019168,1,2,0.30878,98.266,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,0.00010747,-0.0026622,0.0065728,-0.0016419,0.00068232,0.0090006,0.012994,-0.0023171,0.0034998,0.0027661,0.0023978,0.011123,0.76799,4.8535,0.011502,-0.49443,2.7845,-1.7045,-1.0473,-5.8755,0.58659,0.029084,1.4345,0.78376,0.015168,0.00053848,0.047996,0.11088,-0.12442,0.012336,0.17755,-0.062186,0.030291,-0.24141,-0.17744,-0.13338,189,189,15000,10,1011.1
38.884,0.0016624,0.0060766,15006,0.020922,1.2601,-0.00051202,0.021988,0.00037229,-0.0019104,-0.00036668,1,2,0.34595,98.279,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0063284,-0.0091122,0.0040769,-0.0056797,-0.0014271,0.0092008,0.0073761,-0.0073413,0.0056838,-0.0011427,0.0027175,0.015097,0.76799,4.1209,0.17253,-0.31993,2.6844,-1.6517,-0.34908,-5.3936,0.67861,-0.14542,1.5693,0.89892,0.05942,-0.012932,0.043434,0.002668,-0.087083,0.0098667,0.15508,-0.063323,0.029847,-0.23771,-0.21781,-0.10515,189,189,15008,10,1011.1
38.903,0.0081486,0.008869,15012,0.019406,1.2595,-0.00050722,0.021976,0.00039776,-0.0012976,5.5143e-05,1,2,0.39213,98.261,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0057425,-0.0048789,0.009482,-0.0088364,0.0029337,0.0085778,0.006153,-0.0029847,0.0051472,-0.0025962,0.001985,0.010364,0.62835,4.1575,-0.17253,-0.66894,2.8445,-1.7362,-0.62835,-5.3936,0.58659,-0.087253,1.7056,0.94785,0.094124,-0.03092,0.046469,-0.090669,-0.070793,0.012621,0.13769,-0.072197,0.03088,-0.2467,-0.25684,-0.090062,189,189,15011,10,1011.1
38.934,0.0016451,0.0060708,15017,0.03095,1.2581,-0.00048998,0.021952,2.6009e-05,-0.00033074,0.0019161,1,2,0.44631,98.217,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0075875,-0.0067279,0.0027295,-0.018655,-0.0016411,0.0074279,0.0089971,-0.0020886,0.0061171,0.00083838,-2.2461e-05,0.006729,1.3265,3.9011,-0.034505,-0.49443,2.7044,-1.6622,-1.0473,-5.5048,0.67861,-0.087253,1.4534,0.81598,0.10799,-0.034851,0.038387,-0.15295,-0.073462,0.037328,0.13569,-0.058994,0.030339,-0.27448,-0.26447,-0.054782,189,189,15019,10,1011.1
38.94,0.0057154,0.0063281,15020,0.0054095,1.2581,-0.00048998,0.021952,0.0012675,-0.00098937,0.0020074,1,2,0.46516,98.218,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0008705,-0.002041,0.0037515,-0.010792,-0.001121,0.0047789,0.0047451,-0.0023102,0.0065639,8.977e-08,0.00012083,0.015031,1.7454,3.4615,-0.12652,-0.3781,2.6844,-1.6517,0.48872,-5.3566,0.74762,0.14542,1.6492,0.82912,0.11621,-0.024923,0.023851,-0.18367,-0.08205,0.050206,0.14068,-0.045008,0.028738,-0.278,-0.25337,-0.010479,189,189,15019,10,1011.1
38.961,0.00095014,0.0020229,15027,0.021137,1.256,-0.00046228,0.021916,0.00083735,-0.0019055,0.00079158,1,2,0.50641,98.217,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0038049,-0.0053823,0.0072872,-0.0054277,-0.0035029,0.0058971,0.0062477,-0.0027209,-0.0035302,0.00060975,0.0013753,0.019455,1.4662,4.1209,-0.034505,0.087253,2.7044,-1.6622,-0.62835,-5.8014,0.74762,-0.14542,1.2161,0.91501,0.11897,0.012624,-0.012964,-0.24474,-0.11535,0.094341,0.14653,-0.0069801,0.017358,-0.25026,-0.20475,0.069521,189,189,15026,10,1011.1
38.98,0.0053827,0.0058342,15034,0.01939,1.2523,-0.00044955,0.021852,0.00028355,-0.0037126,0.0010288,1,2,0.54616,98.218,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0047273,-0.00063505,0.0071628,-0.0013998,0.0021087,0.011655,0.0011134,-0.0048927,0.0065218,0.013911,0.0020317,0.013103,-0.069817,5.3936,-0.21853,0.087253,3.2031,-1.5456,-1.1869,-5.4307,0.74762,0.029084,1.4534,0.81598,0.1356,0.11868,-0.08497,-0.35796,-0.1891,0.18003,0.14677,0.041086,0.012559,-0.043824,-0.13515,0.088936,189,189,15033,10,1011.1
39.01,0.0015117,0.010687,15039,0.030012,1.2453,-0.00049331,0.02173,-0.00048915,-0.00193,7.7106e-05,1,2,0.58895,98.217,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,0.004111,-0.0088066,0.0061634,-0.0052014,0.0026769,0.0062018,0.0020288,-0.0055265,0.01012,0.0062138,-0.00078444,0.0048245,1.4662,4.4505,0.011502,-0.20359,2.5085,-1.4471,-0.34908,-5.2453,0.67861,0.20359,1.5305,0.87863,0.16005,0.18495,-0.085101,-0.43947,-0.27024,0.2283,0.081024,0.055991,1.5433e-05,0.22283,-0.14703,-8.1349e-05,189,189,15041,10,1011.1
39.043,0.0015974,0.024235,15046,0.033294,1.2358,-0.00050021,0.021563,-0.00036228,-0.0048306,0.0004556,1,2,0.62872,98.217,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0077087,-0.004317,0.0058816,-0.0091699,-0.0046203,0.010478,0.0023196,-0.0084732,0.0079817,0.0027943,0.0046707,0.0081222,0.76799,4.4139,-0.17253,-0.31993,3.1037,-1.6272,-0.62835,-5.4307,0.74762,0.31993,0.98181,0.74784,0.16538,0.15082,-0.027168,-0.37896,-0.19413,0.1991,0.0048318,0.068145,-0.010614,0.28361,-0.22095,-0.029283,189,189,15051,10,1011.1
39.061,0.0017793,0.0091615,15055,0.017117,1.2334,-0.00049823,0.021522,-8.2808e-05,-0.0038181,0.0002803,1,2,0.69353,98.228,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0032909,-0.0061994,0.004683,-0.0030942,0.0021981,0.010764,0.0043732,-0.0064495,0.0066868,0.007171,-0.0015797,0.010494,0.62835,3.9744,-0.17253,-0.31993,2.4247,-1.6487,-0.34908,-5.4307,0.67861,0.14542,1.5328,0.76825,0.18335,0.10647,-0.01384,-0.33786,-0.17715,0.17608,-0.025716,0.075726,-0.021024,0.2714,-0.22415,-0.03969,189,189,15056,10,1011.1
39.083,0.0016901,0.015741,15061,0.022744,1.2251,-0.00051713,0.021376,-0.00020338,-0.0039185,0.0011113,1,2,0.72569,98.233,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0072039,-0.0056868,0.010451,-0.0070853,0.00046122,0.012767,0.0052768,-0.00064243,0.0098815,0.0010306,0.0054903,0.0060779,2.4436,4.4505,-0.080513,-0.087253,2.7651,-1.8284,-1.1869,-5.5419,0.74762,0.14542,0.88533,0.76433,0.18324,0.077551,-0.0085132,-0.31958,-0.18851,0.1576,-0.026409,0.085351,-0.026369,0.23338,-0.20492,-0.042062,189,189,15064,10,1011.1
39.093,0.0015917,0.0095847,15066,0.0099475,1.2221,-0.00050892,0.021324,-0.00072326,-0.0052528,0.0018314,1,2,0.75768,98.231,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0059904,-0.0079901,0.00356,-0.0080741,0.00031131,0.0058114,0.0046636,-0.006034,0.0018433,0.0025653,-0.0015848,0.0088781,1.4662,4.4505,-0.080513,-0.61077,2.7645,-1.6939,-1.1869,-5.4678,0.67861,-0.14542,1.0327,0.55131,0.17122,0.047149,-0.001188,-0.30059,-0.20868,0.13178,-0.0060705,0.098286,-0.027335,0.17053,-0.1785,-0.044337,189,189,15067,10,1011.1
39.105,0.0055017,0.011356,15069,0.011733,1.217,-0.00047827,0.021235,0.00069408,-0.006983,0.0016302,1,2,0.78542,98.231,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0015051,-0.0042825,0.0061354,-0.0049483,-0.0016137,0.0068541,0.0068861,-0.0038356,0.003969,0.0024945,-0.00055619,0.0075035,1.8851,4.4139,-0.17253,-0.31993,3.0236,-1.5849,-0.34908,-5.5048,0.58659,-0.43626,1.0484,0.60413,0.15337,0.02773,0.0011777,-0.28953,-0.23737,0.10651,0.02617,0.10794,-0.023943,0.099582,-0.15067,-0.041975,189,189,15071,10,1011.1
39.133,0.0014532,0.013219,15077,0.028221,1.2121,-0.00047739,0.02115,-0.00020822,-0.0033508,0.00083827,1,2,0.82999,98.231,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0051313,-0.0060213,-0.0029943,0.003333,-0.0015018,0.0066605,0.0046775,-0.0065833,-3.6456e-05,-0.00047418,0.0018374,0.0010872,-0.34908,4.2308,-0.034505,-0.3781,2.8043,-1.6703,-0.62835,-5.7273,0.67861,-0.14542,1.2973,0.77898,0.12858,0.010183,0.0019141,-0.28432,-0.28381,0.074047,0.063738,0.11465,-0.020602,0.00017851,-0.12868,-0.033898,189,189,15081,10,1011.1
39.144,0.0016281,0.0036539,15084,0.010662,1.2109,-0.00047779,0.021129,0.00096932,-0.0026785,0.00045358,1,2,0.87069,98.237,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0015648,-0.0047914,0.003108,-0.008905,0.00096595,0.008569,0.005351,-0.0069382,0.0034111,0.002392,0.0050121,0.0053258,0.62835,4.4139,-0.37956,-0.95978,2.8828,-1.3989,-0.62835,-5.8755,0.67861,-0.31993,1.1406,0.65239,0.10216,0.0034922,-0.0047418,-0.28943,-0.33229,0.043307,0.10207,0.11745,-0.010617,-0.10058,-0.13778,-0.028736,189,189,15084,10,1011.1
39.162,0.0010392,0.002764,15090,0.017948,1.2094,-0.00046065,0.021104,0.00083389,-0.00077304,8.1328e-05,1,2,0.90717,98.237,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0052281,-0.0076708,0.00722,-0.013997,-0.0013791,0.0070874,0.0048268,-0.010159,0.0027575,0.014265,0.0030602,0.01468,1.4662,4.8168,-0.034505,-0.14542,2.904,-1.6335,-0.76799,-5.2453,0.51758,-0.14542,1.2747,0.92336,0.084974,-0.011206,-0.010233,-0.29689,-0.34671,0.0067677,0.12326,0.11623,0.0077859,-0.17828,-0.16087,-0.045699,189,189,15089,10,1011.1
39.185,0.0015713,0.0056053,15095,0.022781,1.2084,-0.00047265,0.021086,-0.00074757,-0.0002428,0.000404,1,2,0.94801,98.242,0.6,0,0,-0.0032425,-0.012779,0.0013352,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.010302,-0.0069114,0.011323,-0.0075664,0.00038366,0.010244,0.005642,-0.0051519,0.0055112,-0.0050095,0.0085731,0.010911,-0.34908,3.9377,0.19553,0.26176,2.904,-1.6335,-0.62835,-5.6902,0.67861,0.61077,0.79026,0.75924,0.085395,-0.029521,-0.0092026,-0.30343,-0.31389,-0.042675,0.12576,0.10645,0.030715,-0.22818,-0.17819,-0.095507,189,189,15096,10,1011.1
39.211,0.0015174,0.012213,15101,0.026482,1.206,-0.00046863,0.021043,-0.00078111,-0.0007307,0.00099903,1,2,0.98772,98.24,0.6,0,0,-0.0032425,-0.012779,0.00095369,0.10548,-0.098797,0.01175,0.0024796,0.017357,-0.0028611,0.10548,-0.095407,-0.0046007,-0.0071446,-0.003461,0.002301,-0.0056109,0.0013612,0.0043111,0.005545,-0.0051544,0.0040331,0.0064785,0.0055035,0.0089264,1.0473,4.5971,-0.31055,-0.31993,2.7837,-1.5477,-0.34908,-5.2824,0.81663,-0.31993,1.1037,0.63308,0.096356,-0.043247,-0.0042362,-0.26274,-0.25735,-0.095231,0.13232,0.066813,0.065827,-0.2817,-0.18526,-0.15594,189,189,15104,10,1011.1
