t_s,low_state_age_s,tick_dt_s,tilt_deg,roll,pitch,gx,gy,gz,walking,gait_freq,gait_process,goal_x,goal_y,heading_err,q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,dq0,dq1,dq2,dq3,dq4,dq5,dq6,dq7,dq8,dq9,dq10,dq11,tau0,tau1,tau2,tau3,tau4,tau5,tau6,tau7,tau8,tau9,tau10,tau11,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11
17.344,0.00090858,0.02067,1.288,0.020493,-0.0092414,-3.3343,1.5926,3.7938,1,2,0.64,1,0,0,-0.56172,-0.05169,0.33207,0.88254,-0.50111,-0.28047,0.086023,0.30995,0.11158,0.61017,-0.051078,0.45643,1.1174,-1.819,1.4096,-2.2768,1.9636,-2.4753,-2.1719,4.0906,-1.3717,-0.15275,5.833,3.0487,9.5092,0.22095,-6.4446,1.716,-3.217,8.9257,-12.485,-0.66286,1.7769,-5.3802,21.14,4.7812,0.13044,0.22685,0.16247,0.20602,0.22939,-0.21249,-0.10291,-0.0010166,0.20081,0.63667,-0.29761,-0.10723
17.372,0.0045631,0.028317,8.8516,-0.13432,0.076561,-4.192,2.2515,2.5166,1,2,0.676,1,0,0,-0.49268,-0.091745,0.29316,0.799,-0.48666,0.22197,-0.049401,0.43317,0.068475,0.61704,0.19136,0.40394,2.5755,-0.79668,-2.1044,-2.5419,1.4986,8.4844,-4.5016,2.5305,-1.7143,0.40199,6.8798,-1.3685,3.5607,15.279,-9.8257,0.20359,-2.8717,-7.6139,-5.9344,-13.232,9.2688,1.367,16.438,10.112,0.34773,-0.018539,0.1981,0.32514,0.49334,-0.052238,-0.42493,0.094831,0.033908,0.7231,-0.17091,0.047037
17.395,0.00092656,0.022806,13.729,-0.20166,0.13032,-3.0843,2.3359,0.18853,1,2,0.716,1,0,0,-0.44041,-0.06199,0.24205,0.70096,-0.49569,0.019561,-0.0906,0.40723,-0.024224,0.66777,0.16036,0.26858,1.0685,2.2332,-2.4271,-4.8145,0.11723,-11.641,-0.31891,-0.91332,-3.547,2.9113,-1.2417,-3.7455,8.6036,14.619,-9.5605,1.8323,-0.43545,1.1258,-7.8273,-18.82,8.0223,5.7319,-1.9518,4.2245,0.48718,-0.064816,0.058619,0.49134,0.3243,0.091003,-0.52031,0.028688,-0.014907,0.67242,-0.1139,0.091958
17.421,0.0009696,0.026153,18.607,-0.27018,0.18243,-2.5338,2.2408,-1.2193,1,2,0.756,1,0,0,-0.3912,-0.0078202,0.15126,0.6014,-0.47495,-0.17967,-0.1215,0.32025,-0.013542,0.77497,0.060665,0.21046,2.4149,1.3991,-3.09,-3.3615,1.1098,-3.761,-1.8921,-4.0534,1.0314,4.5565,-5.6983,-3.7662,15.161,30.385,-15.974,-4.5363,3.4763,0.027109,-4.2588,-14.813,11.087,6.5758,-12.122,-4.7647,0.56185,-0.21747,0.0011018,0.33704,0.49016,0.2712,-0.6084,0.22772,-0.24346,0.84333,-0.22547,0.26131
17.444,0.0010212,0.022897,19.388,-0.28786,0.18041,-0.59245,0.66396,-1.9634,1,2,0.804,1,0,0,-0.3706,-0.012398,0.15393,0.58919,-0.38022,0.099179,-0.16651,0.14477,0.097467,0.91878,-0.22639,-0.12867,1.6637,1.1475,-0.044492,-0.43476,5.5143,3.4758,-1.2966,-6.3536,4.5342,5.3781,-9.9854,-16.337,20.328,18.584,-3.42,2.7048,12.216,-9.4969,-12.226,-1.3427,-1.1617,0.95978,-1.3191,3.3851,0.35902,-0.3517,0.16886,0.31923,0.2522,0.2968,-0.51358,0.1989,-0.17838,0.57305,-0.25366,0.040694
17.476,0.0048939,0.031815,19.177,-0.30526,0.13948,-0.20278,-0.22176,-3.207,1,2,0.836,1,0,0,-0.32216,-0.017357,0.17414,0.59071,-0.3507,0.11397,-0.23938,0.0082017,0.16957,1.026,-0.42463,-0.26483,2.2872,-0.31417,0.89601,0.245,0.023271,1.8117,-3.7684,-6.4619,2.8785,4.2437,-8.3059,-0.91549,36.833,2.5458,-2.0187,9.6937,21.943,-8.4743,-19.648,18.347,-15.569,-1.3088,3.8999,11.438,0.21961,-0.27296,0.1749,0.20838,0.4038,0.085853,-0.43137,0.15396,-0.13026,0.5882,-0.23515,0.0013556
17.49,0.0045959,0.01406,19.152,-0.31165,0.12287,0.020473,-0.75009,-3.0421,1,2,0.876,1,0,0,-0.27523,0.0089647,0.16194,0.6117,-0.33473,0.12374,-0.34047,-0.11807,0.18902,1.1122,-0.52058,0.14732,2.2605,1.2486,-1.1416,1.2845,1.1624,0.5756,-5.2596,-5.9458,0.3669,3.9363,-1.0194,25.71,37.822,-4.2308,-2.1879,15.09,19.445,-5.8728,-12.226,22.716,-16.459,-6.9275,5.3893,-0.26645,0.13026,-0.067767,0.071643,0.073634,0.1601,0.060035,-0.4274,0.0543,-0.085895,0.71542,-0.22173,0.37768
17.518,0.0010625,0.028354,19.99,-0.34831,0.020343,-0.79804,-1.9057,-3.8869,1,2,0.916,1,0,0,-0.16575,0.026894,0.072671,0.65557,-0.27031,0.19778,-0.49802,-0.17834,0.12722,1.1873,-0.46312,0.33193,4.1418,0.43176,-3.6889,1.3286,2.7851,4.0843,-5.5011,-0.41676,-3.1342,2.4181,0.67656,-7.8748,23.078,-19.732,5.6925,8.6975,16.744,-1.8302,-10.932,30.385,-18.3,-5.9429,-0.70486,-5.9882,-0.067393,-0.22759,0.011672,-0.097327,0.084844,-0.14536,-0.35511,0.11179,-0.17149,0.58793,-0.26331,0.21936
17.543,0.00087024,0.024981,21.203,-0.34823,-0.12787,-0.72454,-2.8252,-5.7694,1,2,0.96,1,0,0,-0.036049,0.018502,0.019646,0.6735,-0.2008,0.32334,-0.61894,-0.10967,0.017739,1.2064,-0.42758,-0.19212,5.6555,-0.59225,-1.2079,0.60627,2.5523,3.9498,-4.5546,3.6913,-4.8287,0.013667,3.8818,-17.084,10.415,-26.113,9.3749,5.0989,11.538,-2.3591,-4.957,17.519,-9.2158,-10.767,-3.6198,8.8591,-0.23961,-0.27144,0.00068065,-0.44252,0.16158,-0.56165,-0.098929,0.14109,-0.23377,0.65066,-0.22492,0.087657
17.565,0.00094583,0.021919,22.259,-0.28502,-0.26767,0.825,-3.0534,-7.4505,1,2,8.8818e-16,1,0,0,0.11234,-0.073816,0.068475,0.67884,-0.092892,0.25099,-0.69066,0.053979,-0.10967,1.1252,-0.40069,0.070453,3.7774,-4.0683,2.1022,-0.068203,4.656,-5.0739,-1.5358,5.6613,-3.8585,-3.5277,1.9903,18.663,-8.2155,-4.1941,1.2537,-4.4659,0.53158,-3.7202,4.5381,-1.5467,3.5453,-0.5526,-2.2894,4.1222,-0.65689,-0.57982,0.035051,-0.1513,1,-1,0.57404,-0.73333,-0.14174,-0.0073518,-0.49867,0.043065
17.59,0.00094832,0.02506,22.601,-0.21224,-0.33505,1.7071,-2.4658,-6.6041,1,2,0.04,1,0,0,0.15888,-0.15927,0.10433,0.6693,0.0062129,0.074588,-0.71164,0.13981,-0.15583,1.0409,-0.31405,0.53747,2.2423,-4.1684,1.6495,-0.43802,5.0392,-8.3463,-1.2094,3.9672,-2.2387,-3.9301,5.7301,18.973,-20.328,11.283,-4.2468,-15.168,-3.7674,0.12232,9.768,-14.89,10.595,6.4352,-3.7544,-1.8814,0.20753,0.19065,0.075866,1,-0.62915,0.29121,-0.73923,-0.83263,0.05712,-0.18821,-0.63129,0.69286
17.614,0.0045214,0.023738,22.241,-0.13432,-0.36532,2.4494,-1.3064,-3.7051,1,2,0.08,1,0,0,0.13943,-0.25959,0.11654,0.63535,0.061398,-0.084135,-0.71775,0.21305,-0.19856,0.97028,-0.42308,0.076874,-1.2493,-4.3261,0.10284,-1.714,1.98,-6.4752,-0.36588,2.7577,-1.6082,-3.0099,-2.5135,-25.548,-29.906,12.413,-5.7703,-23.325,-6.9885,1.2915,15.025,-12.257,8.1019,9.4638,-4.9424,2.8603,0.037565,-0.0047977,-0.13044,0.23744,-0.23973,0.41899,-0.6596,-0.29682,-0.12823,0.40032,-0.81424,-0.082134
17.644,0.0041739,0.02946,21.115,-0.062317,-0.36346,3.087,-0.11021,-2.1137,1,2,0.116,1,0,0,0.099756,-0.35115,0.098993,0.58118,0.050938,-0.22572,-0.71202,0.22946,-0.22068,0.91993,-0.45516,-0.16688,-1.8771,-4.1279,-0.92482,-3.0472,-0.54969,-7.4725,0.51342,0.16871,-0.81425,-2.0802,-1.0116,-3.3563,-26.821,15.279,-5.6147,-30.471,-3.9042,-3.3523,27.375,-6.654,3.4701,14.933,0.35585,11.125,-0.053698,0.1213,0.031207,0.11291,0.20052,0.12832,-0.41005,-0.23067,0.056655,0.3282,-0.79814,-0.07911
17.672,0.0010471,0.02795,19.443,0.034465,-0.33765,3.0466,0.9005,-1.0543,1,2,0.16,1,0,0,0.046731,-0.41485,0.072671,0.43965,0.12553,-0.57787,-0.62467,0.11578,-0.25349,0.8402,-0.45545,0.36728,-2.8846,-0.95077,-0.3587,-5.7984,5.4853,-13.221,4.4711,-5.9513,-1.9503,-3.895,2.7872,22.337,-26.543,-0.90081,-6.2112,-14.463,15.189,-18.912,16.792,-33.904,15.381,-9.6937,-6.0567,-8.2697,0.030859,-0.20486,0.38799,0.80965,0.045246,0.090344,-0.59515,-0.32398,0.052733,-0.33329,-0.65314,-0.15661
17.703,0.0010316,0.031928,15.336,0.063996,-0.26008,2.7881,1.6132,2.7724,1,2,0.204,1,0,0,-0.029946,-0.39654,0.13027,0.48886,0.064237,-0.11312,-0.4839,-0.0906,-0.26341,0.61894,-0.60651,0.31947,-4.0426,0.50952,2.4455,5.3191,-2.9343,19.768,4.772,-7.4543,1.5181,-8.8958,-7.3706,-6.9467,-1.4662,34.041,-14.787,24.369,-13.334,4.0029,-22.247,-22.677,16.664,-4.1846,-4.4483,0.12451,-0.066223,-0.1131,0.13805,0.73988,-0.23415,0.18498,-0.1706,-0.23676,-0.3044,-0.016146,-0.058691,0.0088973
17.73,0.00088359,0.026139,11.431,0.060632,-0.19019,0.26293,3.7941,1.1498,1,2,0.244,1,0,0,-0.25044,-0.27409,0.089456,0.74598,-0.13094,0.49038,-0.53388,-0.18902,-0.27371,0.57088,-0.66259,0.33504,-6.5789,5.5033,-2.8869,6.7043,-5.0474,10.225,-5.58,0.59974,-2.7302,3.1574,2.3239,3.1453,12.356,19.025,-6.9892,-10,-2.8016,0.32706,-6.7722,-16.574,21.15,-1.6578,-7.4271,-9.456,-0.23119,-0.34648,0.14569,0.53735,-0.29738,0.20158,-0.10181,0.014034,-0.18462,0.10401,-0.36975,0.091557
17.745,0.0042756,0.015452,9.4656,0.064385,-0.15225,-0.20746,2.8611,-0.28865,1,2,0.276,1,0,0,-0.3233,-0.14668,0.020409,0.79976,-0.25641,0.16678,-0.64908,-0.16308,-0.22183,0.66396,-0.66385,-0.1621,-3.4577,7.4257,-3.7525,2.4858,-5.3289,-19.69,-6.1759,1.463,3.5027,5.1701,3.8203,-26.492,8.3448,6.7652,2.1637,-14.698,4.6912,1.301,6.493,-15.356,12.053,-2.5303,-11.434,-0.32931,-0.21813,-0.15833,0.15967,0.58966,-0.27334,-0.0052632,-0.26969,-0.037014,-0.14273,0.084885,-0.33018,-0.013066
17.77,0.00090387,0.025241,8.9602,0.10903,-0.11233,0.83389,1.4956,0.79645,1,2,0.316,1,0,0,-0.313,0.043679,0.040246,0.78183,-0.27266,-0.17298,-0.76009,-0.17453,-0.038338,0.71279,-0.78236,-0.18514,0.47463,5.531,2.6888,-0.57761,0.20643,-1.7635,-2.7806,-1.5183,6.0871,-0.8943,-7.7355,17.159,8.8623,-22.049,14.14,16.858,2.6345,9.7147,3.0021,-6.2462,-0.58659,-28.865,-5.3753,4.6721,-0.14101,-0.07403,0.090308,0.51293,-0.33696,-0.072835,-0.38493,-0.10123,0.033772,0.15874,-0.39748,0.0091283
17.805,0.0045956,0.035161,12.356,0.19216,-0.098496,3.2623,0.66175,-0.47542,1,2,0.368,1,0,0,-0.26608,0.10472,0.16155,0.88178,-0.24807,0.38731,-0.70134,-0.30842,-0.024605,0.48657,-0.67308,-0.21246,1.6887,0.3529,2.0933,4.5932,2.4829,15.264,2.6758,-3.9688,-3.8092,-7.2357,11.377,-16.682,-2.7229,-22.638,1.9703,11.686,-6.4814,-6.7503,25.019,11.01,-2.1396,-0.3781,-3.1174,4.9855,-0.33386,-0.35272,0.28586,0.58351,-0.29998,0.11994,-0.059173,0.1586,-0.10014,-0.15692,-0.58065,0.16245
17.816,0.0010236,0.010781,14.112,0.22596,-0.098854,2.8082,0.059002,-1.7013,1,2,0.396,1,0,0,-0.25578,0.064279,0.15698,0.95655,-0.27067,0.37336,-0.69295,-0.33055,-0.12112,0.38624,-0.48446,-0.31288,0.52148,-2.4111,-0.43472,4.7844,-1.8305,-3.111,0.7987,-1.2097,-5.175,-6.1424,10.793,-2.2402,-10.544,-21.46,6.5484,-1.4833,-5.9348,-7.9163,23.078,22.559,-3.0824,9.7703,-14.488,11.577,-0.18492,-0.28073,0.14569,0.58291,-0.39463,0.11985,-0.26383,0.01397,-0.2601,-0.35817,-0.82981,0.3444
17.842,0.0008768,0.026098,16.121,0.26705,-0.08968,1.5296,-0.27349,-1.874,1,2,0.44,1,0,0,-0.24128,-0.012016,0.1154,1.0538,-0.34827,-0.039063,-0.65785,-0.3584,-0.1051,0.29812,-0.33791,-0.0072701,0.42093,-3.4241,-1.675,3.9641,-1.4195,-22.181,1.4377,-1.3635,1.6861,-3.7131,7.0432,14.321,-10.803,-11.907,5.5369,-8.9274,-3.2104,1.961,19.376,30.847,-11.784,21.478,-11.083,3.323,-0.19349,-0.16871,0.061746,0.64538,-0.42107,0.022207,-0.29851,-0.16364,-0.27543,-0.4157,-0.75571,0.40946
17.866,0.000969,0.024002,15.158,0.25422,-0.074014,-0.49907,0.077185,-2.1225,1,2,0.476,1,0,0,-0.24891,-0.075723,0.095941,1.1141,-0.4603,-0.21076,-0.67159,-0.34581,-0.037575,0.24472,-0.3696,0.11389,-0.2559,-1.6751,-0.13654,0.99326,-5.6287,7.2911,-0.66454,1.606,1.9744,-0.42078,-4.4062,-3.3533,-9.768,-0.56088,0.26454,-13.914,-0.29669,6.4439,12.873,17.598,-1.4607,22.201,-5.7429,-4.0216,-0.11939,-0.14914,0.10809,0.3237,-0.39082,0.15042,-0.29817,-0.19691,-0.21236,-0.12457,-0.47152,0.28825
17.892,0.0043863,0.02604,13.126,0.22036,-0.063138,-1.4941,0.035952,-1.9879,1,2,0.516,1,0,0,-0.24624,-0.091745,0.10014,1.095,-0.53189,0.27049,-0.69829,-0.28668,-0.0085832,0.26951,-0.5067,-0.1446,0.36504,-0.31129,0.057081,-0.92329,0.37697,17.223,-1.4218,1.7488,0.97846,0.73626,-4.5165,-9.7583,-3.5607,0.4589,0.40256,2.7048,9.8852,-16.534,13.937,-7.3954,-3.4451,-1.7741,19.717,8.7179,-0.092748,0.13555,-0.045834,-0.012802,-0.49239,0.28281,-0.38586,-0.15494,-0.17036,0.37565,-0.075692,0.16039
17.934,0.0058262,0.041682,10.271,0.15924,-0.082653,-1.6221,-0.38034,-0.2431,1,2,0.564,1,0,0,-0.25311,-0.090982,0.095178,1.0821,-0.47281,-0.13849,-0.68875,-0.29088,-0.022316,0.24395,-0.38295,0.065227,-0.35413,0.13801,0.097128,-0.40941,5.5749,-21.794,0.89743,-0.54926,-0.48178,-1.0585,6.8884,9.8215,4.1192,1.2407,-0.72462,2.0068,-8.7152,3.9769,3.421,-3.0586,0.74762,6.8571,-7.3761,-1.9644,-0.22388,0.2456,-0.32951,-0.052948,-0.39138,-0.10807,-0.61853,-0.103,-0.0043667,0.90687,0.30286,0.43143
17.951,0.0010478,0.016614,9.4871,0.13328,-0.098548,-1.4214,-0.9545,0.54871,1,2,0.604,1,0,0,-0.25044,-0.086404,0.10243,1.0733,-0.46576,-0.21453,-0.67159,-0.30919,-0.024605,0.23365,-0.3622,0.10738,0.18775,0.091548,0.39145,-0.37852,-1.7014,4.0531,0.72851,-0.65308,-0.16163,-0.20445,-1.2992,-1.2603,0.34908,1.7506,-2.2604,1.4251,-4.5575,6.5403,3.5607,0.79883,1.3917,4.4659,-11.477,-4.141,-0.18903,-0.034155,-0.14045,0.050328,-0.16171,-0.11243,-0.63554,-0.077109,0.019449,0.7735,0.076564,0.52941
17.972,0.0010483,0.02141,8.7644,0.10972,-0.1068,-1.349,-0.51504,0.21928,1,2,0.64,1,0,0,-0.24853,-0.086404,0.10014,1.0618,-0.52099,0.17483,-0.67578,-0.28897,-0.04406,0.24395,-0.44114,-0.0046789,-0.089966,-0.090052,-0.21468,-0.45441,-0.15438,11.516,-0.35308,1.2405,-0.71412,0.46013,-1.7709,-3.2069,5.0966,2.5824,-0.51758,0.61077,12.242,-8.0475,11.45,-11.907,4.773,0.26176,3.9154,-0.058294,-0.16631,0.1076,-0.029949,-0.14742,-0.39054,-0.015186,-0.58372,-0.075147,-0.0051894,0.85784,0.085994,0.332
18,0.00095322,0.028227,9.7386,0.10597,-0.13314,-0.23622,-0.49316,0.85241,1,2,0.676,1,0,0,-0.24777,-0.084497,0.095941,1.0592,-0.53218,-0.15626,-0.66396,-0.2863,-0.028801,0.24128,-0.38136,0.017679,0.088019,0.27693,-0.015373,-0.29802,1.7121,-11.063,0.70632,-0.49663,0.79622,-0.27826,2.1786,1.5364,6.493,0.050989,-0.95465,-1.5415,18.6,4.5004,5.6552,-0.66286,-0.37956,4.1846,-5.0391,0.016953,-0.22088,0.16193,-0.17658,0.15953,-0.16568,-0.096911,-0.56098,0.0047437,0.081743,0.94184,0.091228,0.42744
18.021,0.00099204,0.020391,10.729,0.11645,-0.14698,0.72202,-0.68837,0.8111,1,2,0.72,1,0,0,-0.24739,-0.1009,0.11006,1.0481,-0.49995,0.068175,-0.63764,-0.30537,-0.019646,0.23251,-0.41435,0.027105,0.061637,-0.68297,0.64226,-0.69156,2.9284,6.3437,0.85642,-0.41412,0.24447,-0.10244,-1.94,-0.87773,5.6552,10.737,-3.7958,-1.0179,6.6664,-2.7595,0.069817,3.2418,-0.88564,2.8793,2.7374,-0.74006,-0.28645,0.24528,-0.01643,0.12779,-0.31374,0.093478,-0.51177,-0.019842,0.10893,0.92112,0.054517,0.27559
18.048,0.00085843,0.026859,11.38,0.11978,-0.15881,0.24016,-0.45873,0.58483,1,2,0.76,1,0,0,-0.2451,-0.10586,0.11807,1.0336,-0.48472,-0.063978,-0.62352,-0.30461,-0.016976,0.2348,-0.41718,-0.023049,0.065866,0.036252,0.15746,-0.57684,0.090604,-5.9836,0.52632,0.21344,-0.0039295,0.095484,0.83358,-1.5061,5.7948,8.4253,-4.798,-1.5415,3.6391,1.4705,0.76799,1.7166,-0.6556,2.3558,4.2664,1.3324,-0.30674,0.22344,0.010226,0.16154,-0.3387,0.012298,-0.4483,-0.017941,0.12548,0.88587,0.053873,0.21931
18.073,0.0009281,0.025254,11.188,0.11417,-0.15876,-0.020082,-0.10689,0.67858,1,2,0.796,1,0,0,-0.24357,-0.096323,0.11234,1.021,-0.49273,-0.055175,-0.61666,-0.29774,-0.017739,0.23556,-0.38274,-0.0024356,0.078317,0.55518,-0.40059,-0.69798,-0.22795,1.6054,0.36856,0.32589,-0.018963,0.054812,1.8155,1.4936,6.2137,4.2308,-2.6714,0.26176,4.6576,1.419,-1.1869,1.1388,-0.47158,1.4833,-2.3661,0.798,-0.26113,0.14309,0.059879,0.11065,-0.49464,0.075156,-0.43502,-0.015126,0.058978,0.70567,0.019079,0.17373
18.105,0.00085859,0.032031,10.345,0.10731,-0.14549,-0.11015,0.55708,0.91483,1,2,0.84,1,0,0,-0.24777,-0.086404,0.095941,0.99355,-0.47407,0.0066452,-0.60712,-0.2882,-0.017357,0.2348,-0.39238,0.030547,-0.41125,0.038684,-0.40858,-0.97498,-0.26469,-0.63472,0.23841,0.33152,0.048855,-0.09954,-1.171,-0.17596,10.285,4.5238,-1.3917,4.8176,3.8212,-0.75153,1.1869,0.18696,-1.0237,1.716,0.2413,-0.75718,-0.18446,0.064749,0.035184,0.09014,-0.51329,0.055646,-0.38272,-0.009539,-0.01684,0.54763,-0.014148,0.14345
18.126,0.0011505,0.021538,10.101,0.10424,-0.14243,-0.063205,0.32804,0.6009,1,2,0.876,1,0,0,-0.24777,-0.083352,0.096323,0.9741,-0.48124,-0.038906,-0.60292,-0.28744,-0.016976,0.2306,-0.40251,-0.020479,0.18655,0.21666,-0.043976,-0.6945,0.37599,-0.13039,0.16772,0.028617,-0.01761,-0.12976,0.41518,-1.4996,8.0861,1.8186,-1.3917,6.0132,6.6926,0.74344,2.0247,1.8186,-0.47158,2.2395,3.6416,1.2623,-0.16837,0.037572,0.031233,0.068852,-0.50954,0.045007,-0.34475,-0.015384,-0.04771,0.42801,-0.019753,0.12383
18.152,0.00088842,0.02522,10.437,0.10602,-0.14842,0.086876,-0.18968,0.1658,1,2,0.92,1,0,0,-0.24166,-0.078012,0.089837,0.96418,-0.47303,-0.011739,-0.59186,-0.2863,-0.017357,0.22869,-0.36847,0.026652,0.3143,0.084957,-0.11971,-0.12377,0.41898,-0.79199,0.49071,0.09981,0.0053975,-0.02414,0.53401,1.9061,7.4392,1.2747,-0.33355,1.7741,4.7559,0.097181,0.90762,3.1685,-0.42557,1.7741,-1.9486,-0.081508,-0.18303,0.029154,5.1951e-05,0.034695,-0.4917,0.05086,-0.32234,-0.041033,-0.052167,0.2721,-0.11419,0.090267
18.172,0.0053565,0.020836,10.617,0.10785,-0.15096,0.10255,-0.19167,0.079282,1,2,0.956,1,0,0,-0.23632,-0.076104,0.087549,0.9596,-0.45853,-0.033578,-0.58652,-0.28363,-0.016976,0.22831,-0.38179,0.023514,0.3009,0.10063,-0.095851,-0.29996,0.6717,-0.8536,0.28105,0.14847,0.0035917,0.0012174,-0.78593,-0.44378,6.9119,0.69685,-0.44857,1.4251,3.4869,0.71854,1.8851,2.2265,-0.44857,1.3088,1.2595,-0.34028,-0.15536,-0.010032,-0.013638,0.013071,-0.45411,0.051457,-0.31254,-0.074794,-0.026617,0.13249,-0.2042,0.042276
18.199,0.00093376,0.026089,10.989,0.11552,-0.15345,0.21593,-0.15179,-0.39092,1,2,8.8818e-16,1,0,0,-0.22374,-0.075341,0.087167,0.94739,-0.45277,-0.019674,-0.58309,-0.27447,-0.017739,0.22793,-0.38046,-0.0065986,0.43931,0.037833,-0.00064014,-0.56816,0.3351,0.46062,0.11211,0.42985,0.0035283,-0.022807,0.56252,-0.74265,4.957,0.49289,-0.95465,1.4251,3.1591,0.38039,4.6777,1.0028,-0.42557,1.1343,1.7014,0.5051,-0.094294,-0.083949,-0.021808,0.13026,-0.41594,0.088129,-0.30583,-0.13358,0.0291,-0.052318,-0.31711,-0.032122
18.216,0.00085373,0.017124,11.121,0.12106,-0.15209,0.23843,0.011302,-0.39905,1,2,0.036,1,0,0,-0.21649,-0.07496,0.086023,0.93786,-0.44689,-0.024587,-0.58156,-0.27066,-0.017357,0.22374,-0.35919,0.0090048,0.33355,0.013113,-0.091709,-0.42765,0.24185,-0.36609,0.083248,0.13611,0.016308,-0.25928,0.95932,0.98202,2.0247,1.4787,-0.6556,0.61077,2.5498,0.51386,6.2137,0.32293,-0.47158,2.8793,-1.9411,0.51356,-0.00044371,-0.16182,0.00074855,0.40802,-0.35588,0.13128,-0.29829,-0.21495,0.06534,-0.18107,-0.36117,-0.089544
18.237,0.0008521,0.021248,11.282,0.12874,-0.1494,0.24994,0.072985,-0.20926,1,2,0.08,1,0,0,-0.20848,-0.072671,0.084497,0.92527,-0.44143,-0.025545,-0.57889,-0.26684,-0.017739,0.21496,-0.3605,0.016767,0.19865,0.13335,-0.026649,-0.48823,0.12299,0.26203,0.11965,0.11798,0.01149,-0.21059,-0.28333,-0.31118,1.8851,0.15297,-0.77062,0.14542,2.8333,0.80003,8.9917,0.32293,0.034505,5.0989,-0.73902,-0.19803,0.015091,-0.18619,0.016705,0.54024,-0.36497,0.13957,-0.29918,-0.21985,0.052239,-0.21511,-0.34007,-0.093733
18.284,0.0012538,0.047223,11.094,0.12839,-0.14534,-0.0090829,0.13247,-0.065438,1,2,0.128,1,0,0,-0.20542,-0.065042,0.079538,0.91421,-0.43362,-0.019191,-0.57546,-0.26036,-0.018502,0.21382,-0.35422,0.0065197,0.098359,0.24384,-0.28111,-0.43646,0.30989,0.10034,0.16303,0.17928,-0.0050708,-0.007998,0.41956,-0.29454,1.4662,-1.4447,0.28755,-0.3781,2.3749,0.44049,10.027,0.59487,-0.10352,4.1846,-0.6684,-0.071058,-0.039718,-0.16108,0.012802,0.561,-0.37573,0.12512,-0.28719,-0.2242,0.036687,-0.17759,-0.2803,-0.095694
18.312,0.0089425,0.028,11.07,0.12735,-0.14569,-0.069195,0.052225,0.07217,1,2,0.16,1,0,0,-0.20237,-0.062753,0.071908,0.90505,-0.4278,-0.022962,-0.5705,-0.25883,-0.01812,0.21344,-0.34913,0.01639,0.18506,0.098728,-0.41112,-0.53651,0.36388,-0.24905,0.30244,0.12105,0.0031754,-0.011616,0.18215,0.58236,0.76799,-1.5807,1.5297,0.31993,1.8159,0.66761,9.5092,0.22095,0.24154,3.6923,-1.195,-0.013745,-0.065064,-0.14575,0.0084993,0.55976,-0.37806,0.10596,-0.28861,-0.23432,0.024205,-0.16516,-0.26926,-0.083854
18.328,0.00088208,0.015754,11.063,0.12713,-0.14572,0.0021385,0.016291,0.2458,1,2,0.2,1,0,0,-0.19551,-0.060845,0.068856,0.89475,-0.4224,-0.017894,-0.56363,-0.25349,-0.018502,0.21344,-0.35155,0.020996,0.34555,0.11046,-0.10388,-0.5568,0.26453,0.50342,0.34456,0.25138,-0.028232,0.0030638,-0.066385,0.030263,-1.6058,-1.9886,1.1617,0.31993,0.68087,-0.0086798,10.027,-0.52689,-0.14952,3.833,-0.1771,-0.4239,-0.06056,-0.15259,0.013556,0.52011,-0.37655,0.092375,-0.29039,-0.20434,0.0077562,-0.17446,-0.30649,-0.066672
18.349,0.00095364,0.021454,10.903,0.12623,-0.14279,0.067454,0.12983,0.47973,1,2,0.24,1,0,0,-0.19017,-0.055505,0.065423,0.8772,-0.41415,-0.010694,-0.5518,-0.24891,-0.01812,0.20886,-0.34257,0.0022103,0.031495,0.13954,-0.10153,-0.50435,0.24964,-0.28552,0.2902,0.031365,0.021216,-0.15722,0.29401,-0.5083,0.069817,-3.315,1.8736,0.087253,0.62847,-0.13424,10.415,0.69685,0.14952,4.6769,-0.71575,0.2733,-0.034276,-0.15096,0.019927,0.46279,-0.35356,0.078981,-0.30477,-0.17849,-0.019146,-0.1844,-0.33759,-0.039266
18.379,0.0010205,0.029642,10.725,0.12263,-0.14178,-0.05707,0.1522,0.72699,1,2,0.28,1,0,0,-0.1894,-0.054742,0.064279,0.86042,-0.40286,-0.011763,-0.5415,-0.24624,-0.017739,0.20581,-0.33649,0.017606,0.045179,0.035496,-0.015493,-0.56919,0.20505,0.29707,0.38099,0.12113,0.00069865,-0.097493,0.30886,0.7346,1.0473,-3.6813,1.4837,0.029084,0.39532,0.10691,8.8623,2.0905,-0.19553,4.4659,-0.74382,-0.011111,-0.011351,-0.14779,0.020157,0.38282,-0.33516,0.065537,-0.31749,-0.18188,-0.030427,-0.17667,-0.37684,-0.010685
