pos_err_m,heading_err_deg,final_speed_mps,category,start_dist_m,duration_s,min_dist_m,along_err_m,cross_err_m
0.0646,0.3057,0.2187,lateral,0.8552,5.1000,0.0454,-0.0628,0.0154
0.0841,1.3717,0.0438,turn,0.0000,4.3000,0.0000,nan,nan
0.0785,1.1508,0.1181,straight,1.0172,5.4000,0.0704,-0.0696,0.0363
0.1245,2.8453,0.1292,turn,0.0000,5.2800,0.0000,nan,nan
0.1070,4.2300,0.0732,lateral,0.1176,6.8000,0.0449,0.0089,0.1066
0.0497,0.4156,0.0643,straight,0.5595,6.9800,0.0491,-0.0001,0.0497
0.0405,1.4868,0.1364,lateral,0.8574,4.3600,0.0405,-0.0277,0.0295
0.0664,1.4428,0.1170,combined,0.6952,4.4800,0.0653,-0.0499,0.0438
0.1077,0.4080,0.0676,turn,0.0000,5.1200,0.0000,nan,nan
0.1297,2.3916,0.1835,turn,0.0000,6.6000,0.0000,nan,nan
0.0274,1.9253,0.0254,combined,1.6728,4.7000,0.0237,0.0246,0.0122
0.0917,2.4058,0.0358,combined,0.9503,5.3000,0.0819,-0.0639,0.0658
0.0723,1.7827,0.1667,combined,2.0274,4.6400,0.0723,0.0098,0.0716
0.0283,4.7965,0.0251,straight,0.4930,6.2800,0.0231,-0.0262,0.0107
0.0510,6.0195,0.0304,combined,1.3714,6.5000,0.0263,-0.0389,0.0331
0.0942,2.7072,0.0958,straight,0.2833,7.0600,0.0025,0.0535,0.0776
0.0939,0.6355,0.0680,combined,2.1894,5.4400,0.0939,-0.0790,0.0507
0.0964,5.1373,0.0633,combined,1.4250,7.6000,0.0564,-0.0666,0.0697
0.0696,0.5417,0.1713,combined,1.4921,6.4200,0.0449,0.0695,0.0029
0.0373,1.3211,0.1411,combined,2.3253,7.0800,0.0033,0.0373,0.0001
0.0585,2.0472,0.0731,turn,0.0000,6.3400,0.0000,nan,nan
0.0650,4.1693,0.1339,lateral,1.4725,6.6800,0.0634,-0.0102,0.0642
0.1196,2.8154,0.1934,lateral,0.3029,5.6600,0.0892,-0.0079,0.1193
0.0267,0.6476,0.1165,straight,1.2413,6.6800,0.0237,0.0074,0.0256
0.0492,0.0439,0.2465,lateral,1.0970,4.6600,0.0031,0.0463,0.0167
0.0553,4.2009,0.0163,stand,0.0000,4.1400,0.0000,nan,nan
0.0677,1.0734,0.0327,stand,0.0000,4.3800,0.0000,nan,nan
0.0488,1.7828,0.0762,lateral,0.3643,6.4400,0.0175,0.0455,0.0177
0.0638,4.4910,0.0440,combined,1.3407,7.7000,0.0556,-0.0634,0.0068
0.2137,4.1627,0.1078,combined,1.9333,4.4000,0.2137,-0.2094,0.0429
0.0741,1.2990,0.0208,straight,0.1774,4.4400,0.0278,0.0281,0.0686
0.0761,1.7503,0.0954,straight,1.8712,4.4800,0.0761,-0.0756,0.0091
0.1419,7.8072,0.0340,stand,0.0000,7.2400,0.0000,nan,nan
0.0922,1.2214,0.1320,straight,0.6579,6.8200,0.0091,0.0628,0.0675
0.0484,0.1085,0.0147,stand,0.0000,5.3400,0.0000,nan,nan
0.1067,1.1564,0.0364,lateral,0.7478,4.1600,0.1017,-0.0478,0.0954
0.1295,1.4608,0.0234,turn,0.0000,6.1400,0.0000,nan,nan
0.0591,2.2482,0.0502,combined,0.9990,5.1600,0.0542,0.0320,0.0496
0.1404,0.0451,0.2429,turn,0.0000,5.2800,0.0000,nan,nan
0.0462,2.9485,0.1893,combined,1.2580,6.5200,0.0164,0.0123,0.0445
0.1322,2.8499,0.0703,straight,1.2767,5.5400,0.1265,-0.1310,0.0178
0.0987,4.4896,0.0389,combined,0.4800,6.6000,0.0440,0.0727,0.0667
0.0388,2.4108,0.1860,lateral,1.3504,6.3600,0.0359,-0.0114,0.0371
0.1305,1.5091,0.1800,straight,0.9332,5.3200,0.0988,-0.0327,0.1263
0.0876,4.1023,0.1693,lateral,0.6083,7.3800,0.0713,-0.0641,0.0597
0.0964,2.0389,0.0476,lateral,1.3385,7.6600,0.0821,-0.0826,0.0496
0.0352,3.6550,0.1630,combined,1.4970,5.7200,0.0107,0.0351,0.0027
0.0353,4.8506,0.1310,turn,0.0000,6.5000,0.0000,nan,nan
0.0599,3.7904,0.0327,combined,1.8606,7.0600,0.0089,0.0392,0.0453
0.0852,2.8038,0.0651,combined,1.2001,7.4800,0.0016,0.0838,0.0157
0.1194,2.5653,0.0975,combined,1.4209,6.4200,0.0918,0.0664,0.0992
0.0878,1.4528,0.1100,straight,0.2347,7.1800,0.0740,-0.0852,0.0214
0.0812,2.6067,0.0282,turn,0.0000,5.1000,0.0000,nan,nan
0.0993,2.6705,0.2380,combined,1.3769,4.6600,0.0954,-0.0992,0.0043
0.0826,0.3349,0.0883,combined,0.5805,6.5400,0.0439,0.0050,0.0824
0.0888,1.7108,0.0410,straight,1.0275,5.8600,0.0044,0.0871,0.0169
0.0556,3.5969,0.0244,stand,0.0000,5.8400,0.0000,nan,nan
0.0865,0.1068,0.1663,combined,2.1122,7.9200,0.0688,-0.0784,0.0364
0.0939,0.6877,0.2472,turn,0.0000,6.1400,0.0000,nan,nan
0.0727,3.9938,0.0373,stand,0.0000,4.4400,0.0000,nan,nan
0.1326,4.5111,0.0468,stand,0.0000,7.4000,0.0000,nan,nan
0.1711,2.0282,0.1434,lateral,1.2383,5.8200,0.1593,-0.1668,0.0378
0.1713,0.6222,0.1742,combined,0.9584,6.9600,0.1627,-0.1295,0.1120
0.0256,2.2808,0.1705,lateral,0.5444,6.6600,0.0072,-0.0042,0.0253
0.0674,3.3348,0.1195,straight,1.4927,4.9400,0.0234,0.0629,0.0243
0.0437,2.1305,0.1418,lateral,0.2732,5.1000,0.0306,-0.0205,0.0386
0.0793,1.6380,0.1012,combined,1.0894,4.0000,0.0793,-0.0783,0.0124
0.1147,5.5401,0.0880,combined,1.5152,4.0000,0.1144,-0.1147,0.0025
0.1212,1.6170,0.0241,combined,0.7380,6.0200,0.0326,0.1112,0.0481
0.0863,0.5254,0.1783,straight,0.3743,6.5000,0.0656,0.0322,0.0801
0.1040,2.2750,0.0096,straight,1.3159,5.8400,0.0677,-0.0634,0.0825
0.0938,1.9114,0.0323,straight,0.2054,7.2400,0.0257,-0.0000,0.0938
0.1054,1.1395,0.1285,combined,1.1597,4.5200,0.1054,-0.0786,0.0702
0.0333,4.5960,0.0252,lateral,0.1399,4.6600,0.0306,0.0020,0.0332
0.0553,0.1542,0.0413,turn,0.0000,5.4000,0.0000,nan,nan
0.0542,0.1539,0.0293,stand,0.0000,4.6000,0.0000,nan,nan
0.1203,5.1513,0.0151,stand,0.0000,4.7600,0.0000,nan,nan
0.1395,3.3540,0.0249,turn,0.0000,4.9800,0.0000,nan,nan
0.0712,2.0492,0.0633,combined,1.5406,4.9000,0.0587,-0.0644,0.0303
0.0562,4.2599,0.0085,combined,1.5589,7.6600,0.0353,-0.0246,0.0505
0.0709,3.5873,0.1270,turn,0.0000,6.5000,0.0000,nan,nan
0.0350,0.2377,0.1664,straight,0.4458,6.2400,0.0003,0.0275,0.0217
0.0209,4.4389,0.0183,stand,0.0000,4.1400,0.0000,nan,nan
0.1176,1.0943,0.1840,combined,1.4282,4.5200,0.1176,-0.1174,0.0071
0.0238,2.1198,0.1094,combined,1.2370,4.0400,0.0238,-0.0078,0.0225
0.0309,1.6294,0.0268,stand,0.0000,6.4400,0.0000,nan,nan
0.0128,5.0475,0.2773,turn,0.0000,4.0800,0.0000,nan,nan
0.0540,2.0823,0.0176,stand,0.0000,5.2400,0.0000,nan,nan
0.0130,2.6543,0.0163,stand,0.0000,4.0600,0.0000,nan,nan
0.0870,0.7179,0.0580,lateral,1.4845,4.2000,0.0870,-0.0847,0.0197
0.0761,1.0879,0.0831,lateral,1.1337,7.7200,0.0494,-0.0030,0.0761
0.0133,3.4218,0.0449,stand,0.0000,7.7400,0.0000,nan,nan
0.0150,5.2258,0.0108,lateral,0.4647,4.4000,0.0136,-0.0110,0.0102
0.0436,4.5356,0.2146,combined,2.3028,5.2200,0.0436,0.0300,0.0317
0.0320,2.2346,0.0254,combined,0.6841,7.4000,0.0320,-0.0297,0.0119
0.0421,1.9562,0.0397,straight,0.0805,4.4400,0.0092,0.0421,0.0013
0.0810,1.3308,0.0152,straight,1.8709,5.8200,0.0810,-0.0780,0.0218
0.0872,0.1281,0.2076,turn,0.0000,5.2600,0.0000,nan,nan
0.0722,1.2040,0.0500,combined,1.8555,4.7800,0.0551,-0.0655,0.0304
0.1117,4.6555,0.0633,lateral,0.2027,4.8800,0.0932,-0.1116,0.0042
0.1260,0.8600,0.1306,lateral,0.1632,5.4200,0.1049,-0.0270,0.1231
0.0309,1.5675,0.2205,straight,1.0350,7.5400,0.0175,-0.0264,0.0161
0.0528,3.8736,0.0663,straight,1.6709,7.5600,0.0480,-0.0500,0.0170
0.0369,0.9883,0.0960,lateral,0.9401,5.2600,0.0369,-0.0177,0.0324
0.0622,2.7669,0.0667,straight,0.0738,5.0200,0.0365,-0.0584,0.0213
0.0602,3.8609,0.1509,straight,0.1424,4.4600,0.0571,-0.0505,0.0329
0.1649,2.5049,0.2056,lateral,1.4318,7.3000,0.1401,-0.1536,0.0602
0.0116,2.2173,0.1229,lateral,0.8904,6.4000,0.0081,-0.0027,0.0112
0.0859,1.4716,0.0229,straight,0.2011,4.4600,0.0793,-0.0852,0.0106
0.0619,3.9354,0.2028,turn,0.0000,4.3200,0.0000,nan,nan
0.0332,1.9273,0.0917,lateral,0.7577,7.0600,0.0026,0.0223,0.0246
0.0735,3.9567,0.0493,stand,0.0000,6.8200,0.0000,nan,nan
0.0989,1.9590,0.2267,straight,1.0741,4.8600,0.0989,-0.0980,0.0131
0.0322,3.7374,0.0365,lateral,0.6908,7.3600,0.0162,-0.0312,0.0078
0.1265,3.1273,0.1810,combined,1.4950,4.6800,0.1265,-0.0872,0.0917
0.0826,3.1079,0.0613,lateral,0.1426,4.0200,0.0645,-0.0511,0.0649
0.1036,4.3816,0.1533,combined,1.6313,6.1800,0.0985,-0.0958,0.0394
0.0788,2.9405,0.0895,combined,0.9710,5.2600,0.0758,-0.0288,0.0733
0.1524,1.0216,0.0232,turn,0.0000,4.1200,0.0000,nan,nan
0.1276,5.4161,0.0303,stand,0.0000,6.6800,0.0000,nan,nan
0.0602,0.3598,0.1540,combined,1.6118,6.2400,0.0507,-0.0197,0.0569
0.1678,3.8908,0.1050,straight,1.6493,6.2800,0.1619,-0.1629,0.0401
0.0759,1.9066,0.2502,turn,0.0000,7.4400,0.0000,nan,nan
0.0757,1.9455,0.1285,lateral,0.5167,5.0600,0.0498,0.0452,0.0608
0.0609,1.4187,0.1940,straight,0.0969,7.9400,0.0065,0.0016,0.0608
0.0514,7.5221,0.1951,combined,1.5483,5.4600,0.0124,0.0447,0.0252
0.1334,1.7268,0.2600,combined,1.7436,6.0000,0.1297,-0.1287,0.0350
0.0623,4.1496,0.1725,turn,0.0000,6.0600,0.0000,nan,nan
0.0621,0.4097,0.1217,lateral,0.3587,7.6200,0.0289,0.0261,0.0564
0.0981,3.8377,0.2389,lateral,0.7328,7.2000,0.0435,0.0523,0.0829
0.0660,3.7373,0.1733,turn,0.0000,5.7600,0.0000,nan,nan
0.1810,7.6492,0.0156,stand,0.0000,7.9400,0.0000,nan,nan
0.0181,0.6453,0.2047,lateral,1.0210,5.4000,0.0127,-0.0177,0.0038
0.0119,0.0219,0.2606,straight,1.2993,4.1600,0.0007,0.0021,0.0117
0.0720,1.3519,0.0506,straight,1.8885,6.3400,0.0545,0.0036,0.0719
0.1167,2.5426,0.0416,turn,0.0000,6.0400,0.0000,nan,nan
0.0910,2.1125,0.0264,lateral,0.2700,4.3600,0.0850,-0.0579,0.0703
0.0689,6.3974,0.0746,straight,1.2767,6.3000,0.0160,0.0478,0.0496
0.0785,1.6644,0.1231,turn,0.0000,7.5800,0.0000,nan,nan
0.0690,4.2437,0.1010,lateral,1.3875,4.4800,0.0678,0.0234,0.0649
0.0853,0.8773,0.0303,lateral,0.3049,4.6200,0.0787,-0.0622,0.0583
0.0262,6.5133,0.0150,stand,0.0000,7.6200,0.0000,nan,nan
0.0203,4.1279,0.1965,lateral,0.7831,5.5200,0.0189,0.0006,0.0202
0.0221,4.0099,0.1968,combined,0.6408,7.5000,0.0014,-0.0127,0.0180
0.0587,0.9021,0.1633,lateral,0.4890,7.6000,0.0409,-0.0361,0.0463
0.1276,3.3704,0.0659,combined,1.4604,6.5600,0.0857,0.0326,0.1234
0.0450,2.2430,0.1305,turn,0.0000,4.3800,0.0000,nan,nan
0.0697,1.8365,0.1529,combined,2.2895,6.1000,0.0697,-0.0540,0.0440
0.0569,1.6095,0.0345,straight,1.1700,6.6600,0.0569,-0.0556,0.0122
0.0307,1.2365,0.0978,combined,1.1078,7.4400,0.0220,-0.0268,0.0151
0.0463,3.8776,0.0943,combined,1.7008,7.9600,0.0129,0.0448,0.0116
0.0951,3.6695,0.0157,straight,1.9256,5.8600,0.0944,-0.0828,0.0467
0.0850,3.8871,0.1071,turn,0.0000,7.7800,0.0000,nan,nan
0.1182,2.5564,0.0157,lateral,1.0536,6.9800,0.0587,0.1171,0.0160
0.0656,3.8104,0.1692,combined,1.6140,4.9800,0.0576,-0.0654,0.0060
0.1056,2.7534,0.0202,lateral,0.9066,7.3000,0.0249,0.0773,0.0719
0.2571,1.7159,0.0983,combined,1.9578,5.1600,0.2571,-0.2556,0.0269
0.0757,5.3449,0.0432,combined,1.0384,5.1600,0.0308,0.0152,0.0741
0.0267,0.2870,0.0574,turn,0.0000,6.0000,0.0000,nan,nan
0.2679,1.7115,0.0875,combined,2.1383,4.5200,0.2679,-0.2651,0.0385
0.0408,4.6261,0.0716,lateral,0.0747,7.9200,0.0188,-0.0133,0.0386
0.1243,1.2048,0.0727,turn,0.0000,4.8600,0.0000,nan,nan
0.0095,4.8456,0.1002,combined,1.2414,5.2800,0.0073,0.0035,0.0088
0.1325,1.2444,0.1685,lateral,1.3565,5.5600,0.0500,0.1324,0.0056
0.0516,0.1340,0.0343,combined,0.1451,6.0600,0.0411,-0.0389,0.0339
0.0846,2.5793,0.1376,lateral,0.6121,7.1800,0.0424,0.0801,0.0270
0.2686,1.9468,0.3640,combined,1.9281,4.0800,0.2686,-0.2320,0.1355
0.0059,0.9275,0.1710,lateral,0.7629,7.8800,0.0005,0.0018,0.0056
0.1340,1.1747,0.0529,straight,0.7309,7.4000,0.1159,-0.1021,0.0867
0.1590,2.8768,0.1389,lateral,0.3873,5.3400,0.1255,-0.1552,0.0349
0.1949,4.8367,0.0642,lateral,1.4889,5.0600,0.1925,-0.0291,0.1928
0.1952,0.1111,0.0236,straight,1.2475,5.2400,0.0849,0.0769,0.1794
0.0693,3.4953,0.1673,combined,1.6106,7.1200,0.0647,0.0548,0.0425
0.1257,1.5851,0.1537,combined,0.9314,7.3000,0.1212,-0.0934,0.0842
0.0660,0.6050,0.1900,lateral,0.5757,5.0000,0.0660,-0.0529,0.0395
0.0645,0.9025,0.1311,lateral,0.9082,6.9400,0.0265,-0.0590,0.0260
0.0482,1.8832,0.0079,stand,0.0000,4.0000,0.0000,nan,nan
0.0386,1.1664,0.0349,straight,0.2736,6.9400,0.0019,0.0211,0.0324
0.1112,1.0288,0.0509,straight,1.2929,6.6200,0.1002,-0.0382,0.1045
0.0344,2.8320,0.0911,turn,0.0000,4.8600,0.0000,nan,nan
0.1364,0.9925,0.1361,combined,1.7651,7.4600,0.1254,0.0913,0.1014
0.0996,5.6811,0.1337,combined,1.9346,6.0600,0.0941,-0.0966,0.0245
0.0685,0.8529,0.0248,lateral,0.2754,6.8600,0.0411,-0.0292,0.0619
0.0551,0.2444,0.0794,lateral,0.3692,5.7800,0.0505,-0.0395,0.0384
0.1162,2.4516,0.1264,straight,1.6097,5.5400,0.1162,-0.0629,0.0977
0.0527,0.0827,0.1791,combined,1.2149,6.9600,0.0008,0.0515,0.0112
0.0310,2.9220,0.1348,lateral,0.8518,6.1400,0.0184,0.0131,0.0281
0.0842,5.6178,0.0266,turn,0.0000,5.5200,0.0000,nan,nan
0.0430,2.0532,0.0152,stand,0.0000,4.8000,0.0000,nan,nan
0.0381,1.1037,0.1203,combined,0.8152,5.5200,0.0232,-0.0356,0.0134
0.1717,0.0156,0.1042,combined,1.8214,6.4400,0.1717,-0.1666,0.0415
0.0516,3.5030,0.0530,stand,0.0000,4.7800,0.0000,nan,nan
0.0506,0.3478,0.0422,straight,0.3397,5.3400,0.0424,-0.0450,0.0232
0.0776,3.7393,0.0158,stand,0.0000,6.3800,0.0000,nan,nan
0.0224,1.6271,0.0286,stand,0.0000,5.5200,0.0000,nan,nan
0.1520,1.8882,0.0658,combined,1.8759,5.5800,0.1507,-0.1142,0.1003
0.0515,3.1387,0.1445,lateral,1.4066,7.3200,0.0113,0.0513,0.0044
0.1298,0.4713,0.1206,straight,1.4292,7.8400,0.0372,0.1298,0.0029
0.1037,5.3413,0.0663,lateral,0.3967,5.4400,0.0141,0.0992,0.0301
0.1511,1.7914,0.0988,straight,0.8281,6.2000,0.1264,-0.0373,0.1464
0.0549,0.7260,0.0339,lateral,0.9523,5.8200,0.0100,0.0485,0.0256
0.0435,8.3245,0.1645,turn,0.0000,5.5600,0.0000,nan,nan
0.0726,5.6724,0.0150,stand,0.0000,7.2200,0.0000,nan,nan
0.0594,1.7758,0.1632,combined,1.5425,4.7000,0.0594,-0.0477,0.0354
0.0612,0.5588,0.1322,turn,0.0000,4.7200,0.0000,nan,nan
0.0051,2.9668,0.0447,stand,0.0000,7.6200,0.0000,nan,nan
0.1307,1.4303,0.0705,combined,1.6045,7.9000,0.1166,0.0128,0.1301
0.0518,4.5178,0.1755,lateral,1.2226,6.1400,0.0481,-0.0451,0.0255
0.0255,1.9523,0.2129,lateral,1.4975,6.1800,0.0009,-0.0210,0.0144
0.1432,1.1642,0.0379,combined,1.8387,6.2400,0.0369,0.0802,0.1186
0.0901,2.3279,0.2210,combined,1.8840,7.7200,0.0356,0.0057,0.0900
0.0849,0.5647,0.1076,straight,0.7785,4.2400,0.0058,0.0489,0.0694
0.0339,0.9194,0.0192,stand,0.0000,6.1000,0.0000,nan,nan
0.0279,2.8160,0.1409,lateral,1.2701,7.0400,0.0035,0.0239,0.0143
0.0565,3.7163,0.0522,stand,0.0000,7.6600,0.0000,nan,nan
0.0491,0.0795,0.0363,combined,1.9537,5.1000,0.0383,0.0153,0.0466
0.0593,6.4096,0.0992,lateral,1.2958,7.1200,0.0353,-0.0534,0.0259
0.1688,1.1046,0.0807,straight,1.8626,5.7800,0.1619,-0.1216,0.1170
0.0838,0.2188,0.0929,lateral,0.8165,7.3600,0.0472,0.0752,0.0369
0.0721,2.1251,0.2915,combined,1.8444,4.8600,0.0721,-0.0460,0.0556
0.0641,0.1687,0.1793,lateral,0.8048,7.9200,0.0424,-0.0091,0.0635
0.0796,1.1839,0.1510,combined,0.6501,7.7200,0.0537,-0.0737,0.0301
0.0359,0.3741,0.0801,lateral,0.4674,7.3800,0.0076,-0.0322,0.0159
0.1052,2.3444,0.1861,combined,0.5282,5.3600,0.0950,-0.0902,0.0541
0.0035,2.2957,0.1072,lateral,0.0173,6.4000,0.0008,-0.0026,0.0024
0.0772,1.3156,0.0653,straight,0.5290,7.1200,0.0291,0.0165,0.0754
0.0211,3.1779,0.2293,turn,0.0000,4.2200,0.0000,nan,nan
0.0036,1.1255,0.0244,stand,0.0000,5.9000,0.0000,nan,nan
0.1061,1.3739,0.0788,turn,0.0000,6.4200,0.0000,nan,nan
0.0207,1.7817,0.0192,stand,0.0000,7.1600,0.0000,nan,nan
0.1312,2.0055,0.0629,straight,1.9398,7.0000,0.1247,-0.1312,0.0001
0.0669,0.8354,0.1754,turn,0.0000,4.9800,0.0000,nan,nan
0.0475,1.4012,0.2456,straight,0.4284,5.4400,0.0174,-0.0019,0.0474
0.0986,4.2475,0.1370,combined,1.6001,5.2200,0.0986,-0.0941,0.0294
0.0429,0.3640,0.2424,straight,0.7913,5.8000,0.0189,0.0330,0.0275
0.1065,4.0585,0.1601,lateral,1.3769,4.1400,0.1065,-0.0697,0.0806
0.0993,0.2922,0.0988,combined,2.0644,6.7200,0.0337,-0.0674,0.0729
0.0621,1.3840,0.1912,combined,2.0822,6.4800,0.0278,0.0200,0.0588
0.1174,6.5413,0.0244,stand,0.0000,7.3400,0.0000,nan,nan
0.0825,1.6635,0.0163,straight,1.4584,7.1200,0.0235,0.0772,0.0290
0.1313,2.0464,0.1744,straight,0.7780,4.0800,0.1285,-0.1294,0.0224
0.1339,0.0043,0.1411,straight,0.9777,4.2200,0.1337,-0.0980,0.0913
0.0240,0.3222,0.1084,straight,1.9565,4.7800,0.0058,0.0111,0.0212
0.0234,2.5410,0.1522,combined,2.0114,5.8400,0.0234,-0.0186,0.0142
0.0137,0.2647,0.1414,turn,0.0000,5.5200,0.0000,nan,nan
0.0837,3.6490,0.0913,turn,0.0000,7.5600,0.0000,nan,nan
0.0863,0.9642,0.1121,lateral,1.0983,6.9400,0.0223,0.0641,0.0577
0.0726,8.4764,0.2085,lateral,0.9063,7.9000,0.0650,0.0161,0.0707
0.1090,0.9984,0.0226,turn,0.0000,5.8800,0.0000,nan,nan
0.1220,2.5897,0.0609,straight,1.5372,5.7000,0.1214,-0.1218,0.0082
0.0918,3.1163,0.1006,combined,1.6137,7.7200,0.0720,-0.0512,0.0762
0.1201,3.2808,0.0445,straight,0.3602,6.1800,0.0566,0.0980,0.0694
0.1203,1.6993,0.2196,turn,0.0000,4.4800,0.0000,nan,nan
0.0271,1.8662,0.0327,lateral,1.2172,5.1400,0.0271,-0.0218,0.0161
0.1221,2.6439,0.0769,straight,0.8250,4.6600,0.0227,0.0644,0.1038
0.1589,3.0379,0.0993,combined,1.5048,7.3800,0.1520,-0.1584,0.0129
0.0369,2.7347,0.0848,straight,0.3206,6.2200,0.0205,0.0046,0.0366
0.0839,3.5427,0.1414,turn,0.0000,7.7200,0.0000,nan,nan
0.0497,1.1473,0.2636,straight,1.7515,5.7400,0.0497,-0.0391,0.0307
0.1425,0.6934,0.2609,combined,2.0698,5.4200,0.1425,0.0015,0.1425
0.0728,2.8744,0.0827,lateral,0.8874,7.9200,0.0325,0.0640,0.0346
0.0420,1.1361,0.0548,lateral,1.2651,6.0400,0.0408,-0.0167,0.0385
0.0693,2.0244,0.1233,combined,1.4202,7.4800,0.0161,0.0669,0.0182
0.0841,1.9879,0.1059,combined,2.0525,4.3600,0.0841,-0.0474,0.0695
0.0755,5.0178,0.1214,combined,1.7768,4.7800,0.0711,0.0263,0.0708
0.0511,0.6528,0.0561,straight,0.7304,7.1000,0.0131,0.0355,0.0368
0.0686,1.6173,0.2836,straight,1.3609,5.7600,0.0686,-0.0525,0.0442
0.0438,1.9503,0.1624,straight,1.2046,7.5400,0.0438,-0.0392,0.0195
0.1000,1.0454,0.2641,turn,0.0000,4.8400,0.0000,nan,nan
0.0686,1.2893,0.0734,turn,0.0000,4.9800,0.0000,nan,nan
0.0738,0.5908,0.0736,straight,0.2125,6.2200,0.0122,0.0647,0.0356
0.0785,4.0005,0.2813,lateral,0.8750,5.2000,0.0785,-0.0248,0.0744
0.0761,0.4539,0.1473,straight,0.6072,7.3600,0.0198,0.0240,0.0722
0.0384,9.0789,0.0145,stand,0.0000,7.7400,0.0000,nan,nan
0.1199,1.9656,0.2000,combined,1.3321,7.8400,0.0586,0.1194,0.0111
0.0806,2.1958,0.0898,turn,0.0000,6.8200,0.0000,nan,nan
0.1010,0.3029,0.2383,combined,0.8451,5.4800,0.0996,-0.0827,0.0580
0.0544,3.0917,0.0987,combined,0.7372,4.0000,0.0502,-0.0541,0.0049
0.1642,0.6266,0.0650,combined,0.9947,7.1600,0.1178,0.0864,0.1397
0.0970,5.3461,0.0558,straight,1.4511,4.7200,0.0970,-0.0969,0.0035
0.0752,1.5523,0.0272,turn,0.0000,4.2000,0.0000,nan,nan
0.0293,2.4623,0.2147,combined,1.5469,6.0800,0.0293,0.0032,0.0291
0.0867,2.0443,0.1576,turn,0.0000,7.7200,0.0000,nan,nan
0.0718,2.2257,0.2008,straight,0.5419,4.5600,0.0480,-0.0447,0.0562
0.0519,2.2243,0.2207,combined,2.0034,7.9400,0.0240,-0.0472,0.0216
0.0880,3.8390,0.2090,combined,0.7333,5.7400,0.0473,-0.0739,0.0477
0.0742,1.5058,0.1187,turn,0.0000,4.3200,0.0000,nan,nan
0.1463,1.0018,0.0896,lateral,0.5626,5.1200,0.1122,-0.1423,0.0338
0.0891,6.8903,0.1902,turn,0.0000,6.7600,0.0000,nan,nan
0.0678,3.0998,0.2472,lateral,0.2624,6.9400,0.0557,-0.0544,0.0404
0.0333,1.2660,0.0060,stand,0.0000,4.3000,0.0000,nan,nan
0.0457,0.4242,0.1192,combined,1.6167,6.4800,0.0394,-0.0040,0.0455
0.0700,0.7667,0.1034,turn,0.0000,4.1200,0.0000,nan,nan
0.0176,1.5227,0.0755,combined,1.2250,6.0800,0.0141,-0.0026,0.0174
0.0806,2.8520,0.0153,lateral,1.1664,4.0200,0.0806,-0.0496,0.0636
0.0661,3.4582,0.0676,straight,1.8767,6.5400,0.0642,-0.0387,0.0536
0.0720,0.5884,0.0592,combined,1.5304,5.2400,0.0432,0.0556,0.0457
0.0762,2.5739,0.1504,straight,1.9054,7.6600,0.0568,-0.0712,0.0272
0.0794,2.5755,0.1140,straight,1.2045,6.1800,0.0407,0.0792,0.0057
0.0595,2.0989,0.1904,straight,0.2133,5.7600,0.0595,-0.0590,0.0080
0.2063,12.1101,0.0151,stand,0.0000,4.6800,0.0000,nan,nan
0.0285,0.2521,0.0630,lateral,0.5660,4.6800,0.0119,0.0237,0.0158
0.0142,0.9039,0.1845,straight,1.0254,5.5000,0.0142,-0.0100,0.0101
0.0586,1.1471,0.0413,lateral,0.5001,5.7000,0.0002,0.0586,0.0009
0.0291,4.7678,0.1522,lateral,1.2401,6.7200,0.0128,0.0185,0.0224
0.0940,1.4736,0.1816,straight,0.8578,4.5400,0.0828,-0.0847,0.0408
0.0636,4.0894,0.0452,stand,0.0000,5.8000,0.0000,nan,nan
0.0252,4.4394,0.0183,stand,0.0000,4.3200,0.0000,nan,nan
0.1346,4.3616,0.1503,combined,1.3705,4.9600,0.1344,-0.1339,0.0142
0.0993,1.5133,0.2162,combined,2.0238,6.8200,0.0993,-0.0868,0.0481
0.0854,1.1386,0.0892,combined,1.6288,7.2600,0.0744,-0.0853,0.0016
0.0930,2.2223,0.0239,turn,0.0000,6.1600,0.0000,nan,nan
0.0465,1.2063,0.0862,turn,0.0000,7.5400,0.0000,nan,nan
0.0293,1.2531,0.0444,straight,1.5672,4.7600,0.0186,0.0037,0.0290
0.0716,1.3619,0.0418,lateral,1.1992,6.4600,0.0571,0.0045,0.0714
0.0864,8.4054,0.0454,stand,0.0000,7.2600,0.0000,nan,nan
0.1098,3.6746,0.0293,combined,1.2973,5.1200,0.1098,-0.1097,0.0016
0.0236,1.1054,0.0680,combined,1.3023,6.0800,0.0236,-0.0163,0.0171
0.1557,2.9294,0.2166,turn,0.0000,7.9800,0.0000,nan,nan
0.0669,1.2737,0.0412,combined,1.0036,4.9200,0.0656,-0.0452,0.0493
0.0249,2.3132,0.0083,stand,0.0000,7.4400,0.0000,nan,nan
0.1195,3.3706,0.1560,combined,0.8961,7.4200,0.0743,0.0672,0.0988
0.0734,1.3523,0.1634,combined,1.4269,6.2000,0.0025,0.0719,0.0148
0.1021,2.2644,0.1602,lateral,0.6864,6.5000,0.0759,-0.0638,0.0798
0.0867,1.2202,0.0719,combined,0.6116,5.5000,0.0499,0.0442,0.0746
0.0847,7.8889,0.1491,combined,1.2661,6.6800,0.0639,0.0330,0.0780
0.0551,1.8379,0.2287,turn,0.0000,7.5000,0.0000,nan,nan
